,opinions
86,"What a gem of a place. The hosts were so accommodating. They Even let me store my massive suitcase in their very small kitchen area. The host were both so welcoming, they explained the menu so well. We placed our order on an iPad and the food was flawless and the pizza dough was beautiful. Great choice of drinks! Myself and my daughter loved it. Merci!! We will be back! We took some pizza to take home all the way to Wales. 220c in oven for 4 mins and my husband loved it too!"
87,We felt very welcomed here. Definitely the best pizza I have had. They were great with our kids. Would go out of my way to return here.
88,"Authentic pizza, small cosy place, basic quality products, very good crust. You can order on a tablet and wait for your order if you just want to take out as well. Overall lovely place"
89,"Wide selection of incredible food with great service. Really lovely, cosy atmosphere for a chilled dinner and wine in Paris."
90,"Great pizza with friendly service. Whether eating in their small dining room or on take out, their margarita, regina pizzas are my kids’ favorites!"
91,"The pizza was absolutely wonderful and the owner was kind and very friendly! The restaurant has limited seating, so make a reservation."
92,"Amazing service and food. Tiny place, 15 covers but excellent throughout. Pizza was amazing. Can’t recommend enough!"
93,This is a very small restaurant with a simple menu .. but the food is very tasty. The owner works serving tables and it is important to him that his customers are happy . We ordered two pizzas one Margherita and one with some slightly spicy sausage both were amazing with flavour depth . He had to turn some customers away during our stay but he directed those individuals to some other restaurants! We tried not to stay too long so more people could try this delicious pizza .. would recommend
94,"Great size pizzas with lots of options for toppings available. Very modern ordering service with tablets available to send the order direct to the kitchen. Food arrived very quickly and the staff made an effort to interact with us in English as our French is quite poor. Overall, a great experience and would recommend to anyone looking for some great food and service"
95,I'm a fussy pizza critic so this was amazing. I had no real expectations depite it being so highly rated. It was relaxed and delicious.
96,"This little gem was a great find! An Italian pizzeria with a very French ambience, a perfect mix. The owner is very attentive and welcoming. The food and wine was delicious!"
97,The service was amazing with a friendly staff. We had the pizza and it was one of the best ones we have ever had! Really a nice experience
98,"Delicious, fresh and fantastic pizzas. Great atmosphere & service. So friendly, helpful and knowledgeable. Great little Italian in Paris"
99,"Un ami a recommandé ce merveilleux resto italian et tout étais simplement MAGNIFIQUE! une pizza Italienne authentique et tout étais très frais avec un gout merveilleux ! Would definitely recommend, by far the best pizza I've ever tasted in my life with such an amazing taste and everything was so fresh!"
100,"Tasty pizza, but not the best i have ever had. Staff is friendly. Not a bad place for a quick lunch. I would certainly come back twice."
101,"We visited after seeing great reviews on Trip Advisor. The pizza was excellent. It was brought out quickly, tasted great, was very fresh and very hot. The only thing stopping a 5/5 review is the slightly odd arrangements. The toilet is in the narrow kitchen, for example. You have to say excuse moi to the chefs, as it is right opposite the worktop/cooker they prepare food on. There are also tablets to order food on, rather than telling the waitress what you would like to order, which makes it feel a bit impersonal. Overall we still had a great meal though! Oh and the tiramisu was excellent."
102,"We came to this restaurant to have a quick pizza and ended up eating really well, much above our expectations! Food was delicious: pizzas and starters (burrata and prosciutto and grilled veggies) were fantastic. Spritzes were good too! The place is small and cozy and the staff very friendly.  Definitively worth a visit!"
103,"My husband and I had a lovely dinner at Da Giuseppe, Paris. We ordered spianata piccante and carciofi et parma. The pizzas were hot and juicy when the waiter served them, but the pizzas had too much tomato sauce, although they were tasty. We took away tiramisu, and it was delicious. It's a small but busy restaurant so you should keep in mind to book a table before you go."
104,"Good food, quick, happy and polite service, we ordered one starter, one main meal and one dessert for two persons and all the time got extra so we could share. Small and cozy ambiance. Advise to make a reservation"
105,"Amazing customer service , the food was incredibly tasty, super yummy with a fantastic price. The staff members were super warm and welcoming. Definitely i will be back to eat the best pizza on my next visit to Paris ."
106,"Came across this restaurant by chance, recommend very good pizza place , good service, pizza delicious, Must order tiramisu ！！amazing 😋😋😋"
107,"First- make a reservation! It's very small but SO GOOD! We got burrata to start and we each ordered our own pizza, which is the way to go! I had the Regina Truffle and added rocket (arugula) and it was fantastic! My husband got one with whole anchovies and it was good too. We had a table of 6, lots of wine, tons of fun! Super friendly staff as well! Don't miss it!"
108,Travelling from England was recommend from friends. Amazing service and very good pizza. Very friendly would recommend 10/10. Good atmosphere good for family friends and couples
109,The food was astonishingly good. The service fantastic. Would wholeheartedly recommend this to anyone looking for great pizza.
110,"I loved the service , the pizza was really good . I celebrated the birthday of my boyfriend and they gave us shots, and they sang happy birthday to him"
111,"This is the best pizza we ever ate. I recommend anyone coming to paris to try it. The crusty taste, ingredients, presentation, everything is 5/5."
112,The Pizza is spectacular!!!! I had a great dinning experience. As a solo traveler I enjoyed a lot thank you for giving me a full attention even im alone. Be back again next month see you soon. Ciao!
113,It’s my favourite Italian Restaurant when I am in Paris!! Because of good reviews I wanted to taste the “PIZZA MAMMA MIA”. It was DELICIOUS with very high-quality ingredients. For desert I tried the “TRIS SICILIAN CANNOLI” and I would highly recommend them as well. The staff is professional and friendly. Definitely be back!!
114,I can honestly say this was the best pizza I have ever had. My boyfriend also had a calzone and thoroughly enjoyed it. We are only here for 3 nights and I am considering coming back for dinner. Amazing!
115,Very cozy little pizza place. They make the best pizza. Furthermore their staff is very sweet and smiling !!
116,Such a nice experience !! We were welcomed very friendly and recognized all the sweet details the owner has put into the place ! The pizza we chose - vegetarian and truffle - was one of the best pizzas I’ve ever had !! High quality products mixed with a love for pizza making - that’s for sure . If you’d like to have an original super delicious Italian pizza - this is the place to go !!!
117,"We were looking for a place to eat around our hotel and found this place. It’s a small restaurant with a couple of tables and it looked really cozy, so we decided to head in. A nice lady helped us; she was very friendly and helped us in english, since our french isn’t that good.  The pizza’s were really good and you could taste the freshness of them (you could even see in the kitchen how they were made). And the limoncello was also very nice. I would definitely go back if I had the time. Good price, service was great and the food even better. Definitely a recommendation!"
118,Because of good reviews I wanted to taste the parma pizza and went to the restaurant to do some take away. The staff is friendly and helpful and the pizza was delicious! Highly recommended this place if you want to have a quick but really good pizza!
119,I try pizza 🍕 speck - i really love ♥️ it - the taste is great 👍🏼 & service & quality is really good 😋😋😋
