,opinions
18,Such a great visit at this restaurant. We had a lovely meal with great service from start to finish.
19,"Beautiful place, Amazing food and very kind staff. Enjoyed every second of our evening there. Would visit again when we come back to London"
20,Amazing food and service. Great lamb chops and lovely daal. Just so nice to have a feast after Xmas. Go visit!
21,"My husband is from London and we are on a constant quest for great curry. Well, we have found the perfect combination of flavor and spice in this beautiful location. Courteous staff, lovely atmosphere and some of the best Indian food you will ever have. You must try this gem!!!!"
22,"We chose this restaurant based on reviews and pictures, thinking 1k+ couldn't be wrong. The food didn't dissapoint, it was excellent. Very fresh. Very tasty. And it was interesting - presented well. A careful blend of spices.  It's not cheap - my Dad wanted ""number 24"" (the dish price). But for an occasion (ours was to celebrate the life of our Indian Ma), or if you simply want a treat, then this place can be recommended.  Parking was easy, the place felt special."
23,"Lovely food, the menu has a lot variety. The service was brilliant. I highly recommend for people come and eat here."
24,"Very good service, Mitra was lovely. She was very present and made sure we were having a good time. Food was amazing"
25,An absolutely delicious meal. The mangaloreon was extremely rich in flavour. It was both sweet and an excellent amount of spice. And the lamb curry we had was also excellent. I wish they had one closer to our house. The service was good fantastic. The food came out quickly and the staff were so lovely and accommodating.
26,"I don’t have a bad word to say about Bay Leaf. From the service to the food, every aspect has been amazing!! My partner and I came out for a romantic dinner and they couldn’t have made it more special!  We will defiantly be returning very soon!"
27,Always enjoy our experience at Bayleaf. Great food and service. Highly recommend for a night out in Whetstone.
28,"Fantastic service, aesthetically pleasing. Very attentive staff. Excellent lighting in the restrooms. Will be coming back"
29,"I visited Bayleaf with my family for my birthday. The meal, service and atmosphere were perfect. They show extra care through their impeccable attention to detail. Thank you for this lovely evening."
30,"Our second visit to this restaurant, this time for my partner's birthday and we all were so impressed again by the amazing customer service, great food and very friendly and pleasant atmosphere. Will highly recommend here to Indian food lovers. Thank you Mitra and the whole team to turn our night into a memorable one."
31,"I don’t usually leave reviews, but the standards that I experienced was exceptional I had to leave a review. Not only was the food excellent, the service the staff provided was even better. Mitra is such a lovely host and really made the evening so much better. She caters to everyone and always went above and beyond. Thank you to Mitra and the rest of the staff, we loved it!!"
32,Delicious food and excellent service! We really enjoyed the salmon. Everything was delicious. We will definitely be back here soon.
33,I went to Bayleaf to celebrate my sisters birthday and it was such an amazing experience. The food was really great as was the atmosphere. The mojitos were okay but I’m not a mojito drinker. I’m
34,Very good food. I loved the curry a very unique flavour. I highly recommend it to all my friends!!!!
35,Totally delicious food and great service! Will definitely be coming back soon. Highly recommended!!!
36,"Amazing food, lovely service! Would highly recommend! Staff are really friendly and polite! Mitra is lovely"
37,Definitely one of the best food spots in the whole of London. I would highly recommend. The table service was beyond 10/10 and the food also was 10/10.
38,To Mitra and team thank you so much for the outstanding service. The food was lovely as always but the experience made even better by the staff. Thank you we will be back.
39,"Hi I visited Bayleaf for a pre-dinner as we were going to an event. The service was amazing, the waiter Naz was attentive and really focused on our experience. We had a beautiful meal the food was excellent and came at a reasonable time. The cocktails were lovely and we even received complimentary drinks at the end of our meal which we felt very appreciative of. Very special restaurant, you must visit! Also very reasonably priced considering the quality of the food!"
40,"First time visiting Bayleaf after hearing numerous great reviews. Service was absolutely above and beyond, ambience was great filled with a mix of couples, families, friends. Food was delicious and brought out in good time. I now know why Bayleaf is highly renowned locally and will definitely be returning."
41,"Had a lovely evening, great food, lovely atmosphere and lovely service from Naz and his team . Definitely visit again . Thankyou Sarah & Sylvana"
42,"We visited Bayleaf for my in-laws’ 40th wedding anniversary celebration and my father-in-laws 65th birthday celebration, and we thoroughly enjoyed the fine dining experience! The food was delicious and the presentation and food concepts were second to none. I would highly recommend! The staff were highly hospitable, especially our waitress Mitra. She was very attentive. We were not disappointed!"
43,"Amazing food, excellent and attentive staff. Lovely decor. Cannot recommend this restaurant enough!! Best food around."
44,"We were celebrating buying a new home in the area and wanted to try our new local Indian restaurant, the food was splendid but the welcome unmatched by Mitra ! We will be returning for both quality of cuisine and hospitality, she is my favourite hostess."
45,"Me and my friends went here for my birthday dinner. The service was amazing, the waitresses were extremely nice and very polite. They made sure everything was good with us and overall just really genuine customer service. The food was also brillant. The presentation was really spot and made the food even more appealing. Would 100% recommend. You will not be disappointed at all with the service and the food."
46,Naz served me and my family on my birthday . He was soo nice friendly made me feel welcome 10 /10 Definitely recommend it .
47,"Food was one of the best in london. The curry portions are very generous considering it’s fine dining. Had the butter chicken and meat bhuna, both amazing with garlic naan. The butter chicken beats all of the restaurants in east london which are known for it. The mixed grill, we had as starters, was great too, tandoori chicken was super soft and not chewy.  The staff and waitresses were super friendly and attentive. They gave us space and time and were not annoying and bugging us every 2 minutes like they usually do in Indian restaurants."
48,"It was our first visit. Wonderful service, delicious food. Would definitely recommend! Will be back soon xx"
49,Superb food! The food is very authentic. The staff are very attentive cannot do enough for you. I recommend everyone come here! Cannot wait to come back!
50,"As a south asian myself i was skeptical as often indian fine dining can be quite a risk as it may lack authenticity. i was wrong. this was absolutely amazing, the flavours were impeccable. the service was 10/10. i took my husband for his birthday and we both thoroughly enjoyed our experience. will definitely recommend this place to my friends. we got the momos, eastern indian chicken stew, tandoori bara pasli (lamb chops), mocktails and chocolate truffle dessert !"
51,"Absolutely delicious meal! We heard this restaurant was good, and we were not disappointed. In fact we were very impressed. The Kale Chaat and Prawn Jhinga were to die for and all of the staff were very friendly and attentive. We will be back :-)"
52,Best Indian meal I’ve had made all the better by Mitra and the team. Iranian charm and remarkable food. That’s a combination you can take to the bank.
53,"The food is amazing, best Indian food I’ve ever had! However the service from Mitra was out of this world! Excellent recommendations, kept us well fed! Would be coming back to see her again!! Thank you x"
54,We had the most delicious Indian food we ever have had in the whole of london. I recommend taking the waitresses recommendations and getting kulfi at the end Mitra took really good care of our table and for her we will come back time and again.
55,Had the best ever time here! amazing food and amazing service. The staff were so lovely thanks for a great evening!
56,"This was my first time here for a birthday dinner with my family. The starters were amazing - definitely recommend the Momo’s and Kale Chaat. All the food was beautifully cooked, and the plates they gave us were heated so the food stayed warm. The food was beautifully presented, and the portion sizes were very reasonable! The decor was also amazing. Our waiter Naz went above and beyond to make us feel welcome. He was attentive, friendly and conversational. He even offered us complimentary tea/coffee as it was our first visit. I will definitely be back with friends and be recommending to friends & family!! Everything about Bayleaf is 5 stars!"
57,"I went to this restaurant last night with my friends, the best Indian food I’ve ever had. The lady (Mitra) who served us was very professional, friendly and helpful. She went above and beyond to make sure we all are happy and satisfied. Food was amazing and customer service was excellent. I would give more stars if Trip advisor would allow me. Will definitely recommend this place to friends and family and visit again very soon ;)"
58,"Our first time at this restaurant and we absolutely loved everything. Mitra who served us was very knowledgeable, helpful and friendly. We asked for recommendations and anything she recommended was delicious particularly crispy kale and Mangalorean Korri Gassi ( chicken stew).scallops and king prawns for starter were perfectly cooked and were not chewy or rubbery. Pistachio lollipops for dessert were creamy and full of flavour. Sauvignon Blanc white wine was fruity and easy to drink. Clean and spacious restaurant and staff don’t make you feel being rushed although they are attentive and keep checking to see if you need anything."
59,"Great service and even better food! The tandoori chicken was amazing, just fell off the bone! 1000% recommend 😊"
60,Fantastic food and even better service from Mitra whose service was immaculate and the conversation pleasant and enlightening.
61,"Wow! The best Indian food I have EVER eaten! The food, the service and the atmosphere, all 10/10. Highly recommend for the best Indian food, we will defo be returning- not only for the food and service, but also for the BEST cocktails"
62,"Such a lovely night, amazing food and such a nice new menu. All staff were very friendly and welcoming. We will be back again soon!"
63,The food here is delicious. We were served by Mitra who was extremely attentive and even arranged some delectable complimentary treats when we told her we were celebrating a friend's birthday. Would highly recommend!
64,"The food and the staff at Bayleaf were amazing! Especially Mitra, her attendance to our evening was spectacular. Thank you guys we will be back again soon"
65,Brilliant service. Well nicer staff. Take care of you. Food lovely. Well respected to us. Definitely will come back here
66,"Having lived locally to the restaurant for four years, we finally ventured out for dinner at Bayleaf this evening and honestly we’ve been sleeping on this great restaurant. Fantastic service from Mitra and everyone at Bayleaf. Mitra made us feel very welcome upon arrival and went over and above to make it an enjoyable evening for us. The food was absolutely delicious! We will definitely be returning again!!! Great atmosphere in the restaurant and you could tell everyone was having a good time."
67,Went first time this week for my birthday dinner with my family Delicious food and the service was impeccable. Atmosphere a bit quiet but it was Wednesday evening ! Will definitely come back and recommend it .
68,"Regular customer of the Bayleaf takeaway for years, but the restaurant experience is on a different level! Really enjoyable atmosphere, a clean, focused menu with enough choice without it being overwhelming.  Food is the best Indian-style cooking I’ve found outside of Central London, without any of the rush or pressure for time that comes with busier areas.  Perfect location for a quiet dinner, a family get together, or a big party - which we had all three of when I visited!  Also, should not be missed that the service is exceptional - friendly, attentive, knowledgeable about the menu, and above all, always consistent and fast.  Will be back very soon!"
69,"The best Indian food in London, lovely staff with a cheeky sparkle in their eyes and an atmosphere that can only result in a happy and memorable time. Bring your mum."
70,Wonderfully fresh ingredients - amazing atmosphere and superb staff! What more can I say? We will be back again soon. Love it here!
71,"Enjoyed a delicious curry here this evening! Staff were extremely attentive, very friendly and knowledgeable about the menu."
72,"Great food and amazing amazing service. The staff treated us like VIPs and were so kind, attentive and helpful. Really recommend for a special evening out"
73,"Good food, good service, very nice surroundings. Small but not the normal run of the mill menu. Butter chicken is recommended"
74,"The staff were really friendly and welcoming. We had delicious food, especially the black daal and prawn curry! Will definitely be returning!"
75,"So at long last I finally visited Bayleaf after seeing posts about them on TikTok and IG and I must say my visit exceeded my expectations, the food was sensational, the decor and presentation was aesthetically pleasing highly recommended and definitely will return in the near future, thanks Naz you were wonderful and the rest of the Bayleaf team see you again soon!"
76,"We visited as a table of 12 for a birthday meal. The staff are very attentive and ensured that everything was catered for. As always lovely food, we would visit again."
77,"I had high expectations and they exceeded them! Loved the presentation, the service and the flavours where amazing. Worth the money :)"
78,This restaurant is my go to not only because of the food but the staff are just adorable. They always remember me and even if something isn’t on the menu they’re always happy to accommodate. Plate is always empty when finished! Thankyou
79,"High quality food and very friendly staff, would recommend. Atmosphere was great, will be coming back in the future"
80,Highest quality food Excellent price quality Amazing variety  Super friendly service and advize  High quality hygiene  Dare to ask the service
81,"Exceptionally enjoyable meal, i enjoyed the butter chicken and my husband, the mixed grill. We have been to Bayleaf before and the ambience and quality of the food remains high, we were also looked after extremely well by Mitra, so a massive thank you to her for making it a really lovely evening."
82,"We came to bayleaf for the first time for our anniversary meal. Our waiter was Naz who was very polite, welcoming and friendly throughout the evening. We were even given a complimentary dessert for our anniversary which was so sweet.  We ordered the momo which is a must it tasted amazing. The dhum biryani was also a hit. Food is very flavoursome and service is excellent. Would definitely cone back again!"
83,Fantastic service … thank you Mitra…and really delicious food. Loved the Chanda masala and the butter chicken. We’ll be back!
84,"Always enjoy my visit here. Lovely staff and really nice food. The ambiance is great, the curry is always really fresh too."
85,It was a birthday dinner and the food was amazing. Staff was very friendly and made recommendations too (where required). Staff was so nice that they even sang me the birthday song and were very sweet.
86,"I get a takeaway from here about once a month. The food is amazingly good. Fresh, the meat is tender. No heavy oils or too much grease. Good portions too. No rubbish just good, fresh ingredients. Love it."
87,"I could not recommend Bayleaf more highly, The food is absolutely phenomenal! Had the black leaf black magic, yummy! Then the lovely waitress recommended the mangalorean- love coconut and creamy food! I’ll be back for it again!  Usually, I’m relacted to order cocktails- so use to being let down by restaurants or pubs etc, here however, the cocktails are incredible!  If you want to risk it for a biscuit and try somewhere new, try it, they won’t let you down!"
88,"A brilliant experience at an amazing restaurant. The service was spectacular from the whole staff and especially, Mitra.  The food has a wide range of distinct flavours which sets it apart from the rest. It is definitely one of the best Indian restaurants. We will visit again!"
89,Really great service and lovely night out with friends! Mitra was so lovely and made sure we were taken care of the whole night!
90,"words cannot describe how excellent my experience at Bayleaf was tonight. the food was amazing, the staff were incredible, the whole night was just fantastic! a huge thanks to Naz, Mitra, and the rest of the Bayleaf team for making this night so special!"
91,"Wonderful evening, highly recommend. The food was innovative and delicious. The atmosphere was warm and welcoming."
92,Our first visit since moving to the area. We had a lovely meal and great experience at Bayleaf. The food was perfect and the staff were very welcoming and attentive to our needs. Don’t want to spoil it but the magic that comes with the Bhajia starter dish is just brilliant and adds to the overall experience. Five star in all departments. We will be back again soon.
93,One of the best Service I ever had. Mitra was awesome some. Service as well as food was awesome me. Highly recommend to anyone looking for a fine dine Indian Cuisine.
94,We have eaten here on numerous occasions & it’s always a fantastic dining experience . Yummy food & great service & so lucky to be so local too . Would recommend 100% .
95,"We went there as a family to celebrate a birthday, the food was great, fresh, new, tasty and had a modern twist. We really liked the serving dishes, and also the staff were super helpful, polite and friendly. Would definitely recommend"
96,We came here for my aunts birthday. The service was great and food fantastic! We will definitely be returning and highly recommending the Bayleaf to friends :)
97,Lovely food and great service! Every dish was amazing and unique. A modern twist on Indian cuisine! Will be returning soon.
98,"Came here to celebrate my sisters GCSEs, loved the fried ladyfingers, cheese naan, rajasthan birani, and the presentation of the food is fantastic. The drinks were fun, and the service was beyond reproach. Excellent experience, dining at its finest"
99,"Absolutely fantastic hospitality, beautiful decor and tasty food. Also they gave me a special birthday surprise. Cannot fault anything about Bayleaf! Special mention of Mitra, who was extremely polite and beautifully explained the menu items. I will highly recommend my friends to visit Bayleaf."
100,Lovely atmosphere and exceptional service. The starters- crispy kale and a ground lamb pastry- were especially delicious. We lingered for a couple of hours without ay pressure to move on Altogether a gracious and tasty place to meet friends and celebrate
101,"Had a fabulous time at Bayleaf. Cannot praise enough about their service, food and most importantly the staff's friendly behaviour. Special mention of Mitra."
102,"The food was absolutely scrumptious, the flavours were special and I left feeling extremely delighted. Mitra was fantastic and went the extra mile to ensure we were fully accommodated and happy, she recommended great dishes and wine and was absolutely fabulous. Mitra you are an asset to the restaurant and we thoroughly enjoyed our time with you."
103,"Great food as always, quick and attentive service, excellent menu choices that differentiate it from the norm. Dine in clean and pleasant surrounds"
104,Easily best food and experience in north London! Other Indian / Asian cuisine in the area do not compare to their dishes. The price you pay is well worth it.
105,"food was amazing, service was amazing, mitra was so lovely. i come here every thurday night couldnt recommend more x"
106,"The food was 10/10, so nice to have a local good restaurant in Whetstone. Everything was authentic and portions were perfect. Cocktails were really good and we’re looked after so well by Mitra. We will be back again for sure."
107,"Lovely experience, perfect for special occasions. Lovely atmosphere and staff (especially Mitra)  Would recommend the mango kulfi!"
108,This is one of the best restraints I have been to the people are nice and well respected and the food is to die for
109,the service and food was so amazing always recommended bayleaf!!! mitra was a great waitress too !!!
110,"Absolutely amazing food, tentative and caring staff and as someone with an allergy I felt totally looked after! Well done bayleaf you have succeeded expectations!"
111,"Very tasty food, and very friendly staff! Nice decor! Good restaurant for a celebration! Classy vibes"
112,Great service and brilliant food at Bayleaf restaurant. Staff are really friendly. Would highly recommend it!!
113,"The best Indian restaurant I’ve ever been to. I take all my friends who have come from abroad and my local ones too. We all agree this is the best Indian restaurant around. Friendly staff, excellent food, great atmosphere."
114,Food was 10/10 especially the butter chicken. Cocktails were nice a strong [blue dragon]. All staff were very friendly especially Mitra she was the hostess with the mostess. Would definitely recommend and will certainly be coming back.
115,"The best Indian place I’ve been to in a long time. The archari dambar ghosth tasted exactly like my mums which is a bonus. The service was spot on and nothing went a miss. I love how the clean your table after every course and sort out the table for you to be able to get to everything you’ve ordered. Mitra was so nice, she was so hospitable and got us to our table ASAP! Usually you have to pack up what you haven’t eaten yourself but they took all our leftovers and packed it up for us. Service was prompt! Loved it"
116,"The food was really nice here, and they managed to fit us in last minute which was great. The service is genuinely top par, and the staff are very tentative to their customers. I would definitely recommend, and will be returning there very soon!"
117,Amazing food - the best curry I have ever had. Complemented with wonderful hospitality and great drinks - a truly memorable experience
118,Dishes had some good twists to them. Second time we’ve been here and it was just as enjoyable as the first.
119,"Definitely will be repeating this visit again, such a wide variety of dishes on the menu, not your average Asian Cuisine with so much more to try. Everything was superb from service & staff to decor & food!! Well done to team Bayleaf from me and the mrs!!"
120,We have eaten in Bayleaf a few times now and they have never let us down The kale starter was great and the scallops are superb
121,"Great service from arrival, ordering and through the courses, delicious food with some visually stunning options if you fancy it! ideal for a special occasion."
122,"We went for the first time to Bayleaf Restaurant for my birthday, and couldn't be happier with the choice. Food was amazing and the service was 5⭐'s ! Mitra was our server and she was unbelievable. Definitely recommend to anyone who wants to eat good food in a relaxing place."
123,The food was really good! And there was an excellent atmosphere:)) We all really enjoyed it! Thank you so much! It was awesome:))
124,Fantastic food and excellent service would definitely come back and friendly staff with lovely ambiance
125,"Superb as always. Lovely food, Lovely people; can’t wait until next time…. Particularly like the Chilli Paneer, the Chicken Tikka, and the Kale Chaat"
126,Menu was so unique and so many lovely options. Food was presented beautifully and the staff were extremely friendly and accommodating. 10/10!
127,"Had an amazing meal this evening. Service was incredible, food was great, super atmosphere, couldn’t fault the restaurant at all. Would definitely recommend!"
128,"We are regulars at Bayleaf but I have never written a review before about one of our favourite local restaurants! Every visit to this gem is always such a treat- the food, cocktails but most of all the lovely Mitra who always makes us feel special and valued customers. The service is outstanding, looking forward to another visit soon!"
129,"Celebrated a birthday here and we were truly touched by the service, quality of food and lovely staff. Highly recommend the starters that come with a special experience - outstanding! Lovely touch to end the evening with a post drink aperitif. We will be back! Special thanks to Mitra and Bodrul!"
130,"By far one of the best restaurants we've ever been to. Consistently excellent food and service. Bod is always funny, charismatic, interesting and Mitra acts like our boy is her own boy!!!  We love The Bay Leaf. You should go!"
131,Every time we have a celebration (today is our wedding anniversary); every time we want to treat ourselves; every few weeks if we feel we deserve it...we come to this amazing restaurant to eat their incredible food and to be treated like we are family.  The service is great and the staff are caring (this is from our 12 year old who has honed his taste buds here over the last few years.)  We really recommend this excellent restaurant!  The Gavigans
132,Mitra was a wonderful waitress and made our experience special! She was very helpful and the food was delicious.
133,"We had an absolutely lovely dinner- aromatic, delicious and lovely customer service from all the team, including Bod."
134,Thank you for making us feel special and giving us an evening to forget all stresses! We absolutely love your food and service!
135,"Fabulous dinner and fabulous food, highly recommend! Thanks you so much Mitra and Bodrul for fantastic service!"
136,Food was fantastic but the service was even better... Mitra was unbelievably one of the best waitresses I've ever experienced. Would highly recommend thank you
137,Totally incredible experience. The name of the waitress was Mitra and she was very friendly and helpful - she even gave us a free dessert with sparkler after we informed her of my sister’s graduation today. Utterly unforgettable evening and would highly recommend!
138,"This might actually have been by far one of the best experience. Service was great, staff were attentive. The lovely mitra was our waitress and she made our experience enjoyable. Big big compliments to the chef food was exquisite"
139,The food was imaginative and truly delicious- each dish got better and better … a 7 star rating!!! The staff went over and above and really made our visit magical…
140,"It was our first time at Bayleaf and it was excellent from start to finish. The staff were so welcoming (especially Mitra), the espresso martinis and the food were incredible! We highly recommend coming here and we only wish we found this place sooner :)"
141,"Amazing food , friendly and welcoming staff and a great atmosphere. Out first visit and I absolutely loved it. Will definitely come back and recommend it to my friends and family."
142,I do not have a bad word to say about this place. Absolutely incredible. My third visit and even though I live an hour away it’s worth the drive. Highly recommend. The waitress Mitra makes the experience 100 times better However all the staff are super friendly and accommodating
143,"Absolutely stunning interior and the food was delicious!! I’ve tried several Indian fine dines and this is by far one of the best. The atmosphere and the service (particularly from Bodrul) is a 10/10, highly recommended. Definitely coming back!"
144,"We came here for our anniversary, and the experience was very good from start to end. We got a chicken and lamb curry dish and it was cooked very well, absolutely loved it. Would high recommend."
145,"The service was very lovely, came to help us strait away was very friendly with lovely selection of food. Highly reccomend"
146,"The staff were lovely, I had a great experience going to this restaurant. Mitra our server was wonderful. The food was just extremely tasty, we understand how they have renowned awards. Staff were tentative, very pricey but it was worth it for the quality food. Highly recommend, I would come back again."
147,"We came for a birthday party celebration as a family and were kindly hosted by Mitra and other gentleman who I forgot the name , I am sorry ! It was an excellent time and the service was brilliant . We really had a happy and awesome time ! Thanks all the team ! Food tasty and presentation incredible . We apologise for the kids noise they were happy and enjoying as well . Definitely coming back again . 5star service ! Geovanna Silveira"
148,Amazing absolutely loved it with the family. Food was delicious and customer service excellent!! Will defo be back.
149,The food at Bayleaf was it’s usual high standard. The use of spices and balance of flavours is brilliant. Staff is always friendly and helpful. Will visit again.
150,"The service from staff was amazing, the attention to detail was great and the food was lovely! A very lovely restaurant"
151,"A lovely restaurant with an original menu and experience! This restsurant has the wow factor and offers a lovely twist to Asian cuisine. A must visit! Great service, wow factor food and not overpriced."
152,Mitra has made sure we had a lovely night. The food was brilliant and the wine was sexy. I had the mix grills and it was like that scene in ratatouille where the food critic had the ratatouille
153,Was seen really quickly by Mitra and she was so warm and welcoming. So many people came in while we were there and everyone was catered for so quickly. Loved the complimentary free drink at the end. Haven’t even gotten to the food. Sublime! Will definitely come again for different occasions
154,Great evening. The service is truly remarkable. Really personable and dutiful. Above and beyond for sure. Made all the difference
155,"Had a great time at Bayleaf, not long moved to the area and as Indians it’s a great restaurant, meat quality and drinks are unreal!"
156,"Highly recommended - some of the best Indian food I’ve had! Atmosphere, presentation and staff are amazing!"
157,Amazing food and great service. Mitra was exceptionally friendly and efficient as front of house manager. Would 100% recommend. The dum biriyani is a must.
158,Best Indian restaurant in Brighton and very good service as well. Loved it! Would definitely recommend.
159,Wonderful food and service. Felt looked after. Special date night for our anniversary. Would come back again for other special occasions.
160,"Fantastic food, amazing service, best Indian food I ever had. Definitely will be back, as Mitra and Naz made our night so special!!!!!"
161,Amazing good and brilliant service. Mitra was very helpful and very friendly. The food was cooked beautifully and definitely recommend.
162,"I was so surprised with this restaurant. Not only the food was great with amazing presentation but also the service was one of the best ones I’ve ever had. Mitra was so kind and made us feel so special, thank you so much for the lovely service!"
163,"Bayleaf is a classy looking restaurant with a high spec feel. The staff are very friendly and helpful and the food is very nice. The pricing, however, is totally unacceptable. I had tandoori prawns (3). This was 23£. No rice or naan included. The management will probably say that the price of food from their suppliers has risen and they are operating a premium place in a high rent area. There is lots of competition on the high street. They’re prices are far better. Sort out your pricing or you will have no customers left."
164,Our first time at Bayleaf and we didn’t leave disappointed. I assure you the food tastes as good as it looks. The staff especially Bodrul & Mitra went above & beyond. This place felt like home. Thank you for being very attentive. We’ll be coming back for sure☺️
165,"The food is amazing with spectacular presentation. Exceptional service from all, especially Bodrul. Bodrul went above and beyond to make sure everything was perfect. It was worth the hour and a half travel. Would definitely visit again !!"
166,"Food is fantastic here, really flavoursome and tasty! Service is friendly especially Bodrul and Mitra have been attentive and really goes out his way to make sure everything is perfect for us. Thank you"
167,Food was amazing service was excellent definitely would recommend it will be back soon thank you guys
168,Food was perfect the restaurant makes you feel very welcome perfect place to hold a birthday and have a wonderful meal
169,"Great customer service, great food and a great way to celebrate a friends birthday. Definitely a place I’d recommend"
170,Very delicious and high quality food. The service and atmosphere was great. I would definitely come back again! :)
171,Really good food and excellent service. The food was really flavourful and definitely will be back!!
172,"The service and food was exceptional and top standard. Such authentic, spicy food that hits the spot. The service was perfect and the staff were very attentive."
173,"I’ve been to my fair share of Indian. This is the BEST. Excellent food & drinks. The service from staff was immaculate. I cannot explain how great. Also very accommodating to babies. If you want to have a lovely night out with the family, there is no better spot."
174,"The service was A*, food was really good, lots of options on the menu and Bodrul was very nice and attentive. Accommodating to our large group and to our children!! Keep it up guys"
175,"If I had the option to eat at one place for the rest of my life, this would be the place. Amazing food, amazing drinks and above all, the best service I have ever received anywhere. Thank you for an amazing visit for our family!"
176,Excellent service and food! Very flavoursome and and excellent presentation. Family friendly setting and staff were always attentive made it a lovely night out with the family would definitely recommend to visit! Will be back again
177,"The food was absolutely amazing! The flavours, textures everything was on point. The service was 10/10. The staff were very friendly and attentive. Those dumplings I could eat all day everyday for the rest of mi life. Everything was *chefs kiss*"
178,"Great restaurant, it was my first time having Indian food and I can definitely say it won’t be my last. Great customer service, NAZ was amazing and made the visit great. He knew it was our first time so gave us excellent suggestions, which made us confident to order ahead. Thanks so much NAZ"
179,"Fantastic service from Naz today being that it was my first time trying Indian food he was very calm, collective, polite and just the service you need in trying at a restaurant you haven’t been before! Brilliant food too, can’t wait to come here again!!"
180,"From the restaurant decor, food and too the lovely staff I can't fault this restaurant at all. It's a place you need to visit again and again!!!"
181,For a large group of people it was a very enjoyable experience. would recommend to others for special events.
182,I decided to go here for a birthday dinner and had a lovely experience. the staff were so welcoming and we had a great time
183,Amazing service and great food. We also got mocktails each on the house. Perfect portions too. Would definitely recommend
184,"Food was top notch. Service excellent (thanks Naz!). First time dining here, definitely will not be the last"
185,"From the restaurant decor, food and too the lovely staff I can't fault this restaurant at all. It's a place you need to visit again and again!!!"
186,For a large group of people it was a very enjoyable experience. would recommend to others for special events.
187,I decided to go here for a birthday dinner and had a lovely experience. the staff were so welcoming and we had a great time
188,Amazing service and great food. We also got mocktails each on the house. Perfect portions too. Would definitely recommend
189,"Food was top notch. Service excellent (thanks Naz!). First time dining here, definitely will not be the last"
190,"From the restaurant decor, food and too the lovely staff I can't fault this restaurant at all. It's a place you need to visit again and again!!!"
191,For a large group of people it was a very enjoyable experience. would recommend to others for special events.
192,I decided to go here for a birthday dinner and had a lovely experience. the staff were so welcoming and we had a great time
193,Amazing service and great food. We also got mocktails each on the house. Perfect portions too. Would definitely recommend
194,"Food was top notch. Service excellent (thanks Naz!). First time dining here, definitely will not be the last"
