,opinions
34,"Came with my family and honestly the food and atmosphere were amazing. Great brunch food, lovely fizz amazing pancakes for desert (you HAVE to try!) . They even welcomed my dog! Will 100 percent be back"
35,Really good food and Alexandra was really attentive!! The dirty daisy was delicious!! Would recommended coming!
36,"Celebrated my birthday at Scarlett Green, wow what a treat! Our waitress Alexandra was amazing as was the food and bubbles!"
37,"There are not many places who do a bottomless Prosecco dinner in soho and this was by far our favourite. Aleksandra and Bindo served us and looked after us extremely well. It was our friends birthday celebration and they made us feel very special. I am coeliac so a gluten free menu was essential and Alejsandra made a lot of provisions to ensure I had the same experience as everyone. Fantastic meal, will be returning!"
38,I had a brilliant brunch here with two friends. The food was outstanding and couldn’t fault the service. The bottomless brunch was also really good value - I can’t recommend enough. Fab location and atmosphere as well.
39,"This was the first place we went to eat after arriving in London on a Friday morning. It was absolutely perfect. The service and the food is the best. I loved the vibe of Scarlett Green when we walked in the door, after reading so many positive reviews about it on trip advisor i was excited to be able to dine here and see for myself how good the food is! Thank You Stephane for all you did to make our breakfast at Scarlett Green exceptionally splendid. Delicious. I’ve been told London has lots of good food. Scarlett Green has great food and great service. I love this restaurant."
40,"Lovely menu and food with great veggie and non-veggie options, and very friendly service. Great location just off Oxford Street and close to many theatres so it’s the perfect place to eat if you’re off to see a show or indulging in some retail therapy."
41,"My wife and I visited this place for breakfast on a special occasion. We were served by a gentleman named Stephane, who was wonderfully kind and treated us to free drinks for the occasion.  The food was brilliant. Very tasty and full of flavour. Such a nice combinations breakfast staples (egg, sausage, veg, etc.).  I would highly recommend this place. Food-wise, one of the best restaurants we experienced in London."
42,"The food and service were exceptional, Stefan was so kind and accommodating. The banana bread was delicious, definitely worth a visit!"
43,"A perfect spot for brunch- the food was delicious and the service was amazing, especially Stefan! Highly recommend for anyone who has come to London and isn’t sure where to eat :)"
44,"The best place for brunch in town!! Amazing food and service and the location is just great nice and central, we will definitely be back thank you!"
45,Amazing food and even better customer service! Will definitely return next time in London. 10/10 would recommend!!!
46,"Fantastic service, food and cocktails were amazing. We went for brunch and will totally go back and try the bottomless next time 🤩"
47,The staff were lovely and the food was amazing! Such a lovely venue and the food did not disappoint! I went here for my birthday and without asking the gave candles and sparklers!
48,A fabulous visit for brunch with friends. Great service and delicious food. Would definitely recommend.
49,Bottomless brunch - best brunch in London. Stephan is the best!! Very kind and funny☺️♥️ the food was amazing.
50,Excellent food and nice all-you-can-drink mimosas😍 we will defines come back! Stephan the waiter is the best!🫶 delicious!
51,This was an excellent brunch place in the heart of Soho. Our hotel recommended the restaurant and the food was very good. We were fortunate to get there before the crowds showed up. Would highly recommend the place for a casual brunch or breakfast.
52,Made it there just before they shut down the kitchen. Stephan and the other staff were excellent. Food (black bread) and avocado was awesome. No complaints. go there.
53,Excellent bottomless brunch with friends! Staff very accommodating and food amazing. Went with a few friends on Christmas Eve and ate great food and lots of Prosecco.
54,"Amazing spot for brunch. We were lucky and managed to get a table on a busy Sunday, but I would definitely book if visiting again. Smashed avocado on the charcoal sourdough was delicious. I added poached egg and bacon! I have already recommended this place to my friends who will visit when next in London."
55,A gorgeous brunch restaurant near Tottenham Court Road. Special thanks to Stephan for the fantastic service. Would recommend and will be returning
56,"Another excellent member of the daisy Green aussie brunch chain. Stefan looked after us, wonderful time, wonderful atmosphere, exceptional food! Highly recommend."
57,"Thank goodness for the best — both the cook and Stephan are the best! My wife, too, supports what I'm thinking! mostly for stephane"
58,"Best brunch, amazing food and the best service from Stephan Worth visit for the best brunch and Prosecco"
59,"Fantastic service , food and the best one drinks. Thank you Stephan. Fantastic ambience, will love to come back"
60,We’ve visited here a couple of times for breakfast and the food is always top notch. Best cappuccino around as well! I recommend Scarlett green to all my friends who are visiting London
61,"We had a great moment at Scarlett Green. Food and atmosphere are perfect. Stephan, the waiter, is smily, really nice and professional. We really felt comfortable. We'll come back !"
62,We had an amazing time at Scarlett Green soho. Vinod Veronica and Patricjya were so attentive and couldn’t do enough to help. We were on the bottomless dinner 10/10 would recommend
63,Vinod and Veronica are great. Had the best time Thank you so much Best food. Service is fab. Wonderful
64,"Brought my family here for my 56th bday, had the best time I could have possibly hoped for! Thank you to the lovely staff for being so generous and welcoming! I would 1000% come again!!"
65,"5 stars. Came with family and left with a full stomach and a smile, very welcoming staff great for family and friends!"
66,Had a wonderful experience - amazing food and really friendly staff! Couldn’t have asked for a better birthday. Will definitely be coming back!
67,Absolutely lovely experience! Brought my whole family and everyone loved the food and the drinks! Best Christmas ever!
68,We have enjoyed the most delicious and healthy breakfasts during three days of our stay at a nearby hotel. The place is modern and arty. The customer service is welcoming and very professional. Daniël.
69,"After reading that this was previously rated as the #1 brunch spot in the world we were excited to visit. Unfortunately, it didn't take long for us to realise that whilst this may once have been a beautiful establishment, it's heyday has long since passed.  The decor is looking pretty shabby with chipped plaster and paint apparent in every direction (and not in a rustic chic way). The bar looks good though, and the overall colour scheme was appealing.  We each proceeded to peruse our menus before comparing what we were going to have. For a confusing couple of minutes we thought we were being a little dim when we couldn't reconcile the orders, before realising that one of the menus was completely out of date and contained dishes no longer being served.  Overall, the food was relatively good and brought over in a timely fashion. The waiters were attentive right up until our orders arrived but then were very difficult to catch.  There was only 1 toilet (the disabled toilet) in action as there was a private function on downstairs, but if I were in a wheelchair I wouldn't have been able to use it as a result of all of the chairs and detritus that was stored in there. Even with this removed, the mirror is certainly not in a position to be used by anyone not standing.  If you walked in off the street with no expectations, you would probably leave with a smile on your face after a satisfying plate of food in a gentle atmosphere. If you're hoping for something remotely special, then go somewhere else."
70,Excellent brunch with 5 friends on a busy Saturday afternoon! Both the food and service were excellent - and I will definitely be returning in the future!
71,Had a wild time in brunch - would highly recommend. Flush is good suction. Excellent decoration. Thanks.
72,"WOW! Bottomless brunch for days!! Firstly, I've been here for regular brunch too, so if you're just after good food, here's the place. Secondly, if you drink a lot, the bottomless here SLAPS and is the best value for money for a bottomless IVE EVER HAD. The food is of such a high quality and the service is so fast and out of this world - big shout out to Binod and Taylor in particular who made it so amazing. I was a bit nervous as I came for a special occasion, but couldn't have made a better choice. This place is the bees knees, don't bother with anywhere else if you want the best brunch & service THANK YOU"
73,"Two couples got together for a delicious brunch. Lovely and bottomless it was! Excellent and excellent vibrations. No higher recommendation is possible. If you want brunch in a fantastic location while visiting London, make your reservation right now!"
74,This place is amazing. The food was 10/10 and the staff even better! So lovely especially this man called Stefan. Thank you !
75,"We had an amazing time at Scarlett Green. Wonderful food, service and overall a great experince! Would definitely come back!"
76,A great way to start your day! Excellent breakfast and a lovely and friendly staff. I'll surely be back.
77,We had the loveliest time and were blown away by Stefan’s service. Great food and drink. Would highly recommend.
78,We enjoyed so so much ! Special thanks to Stephane who was so welcoming and so kind with us ! The food was delicious !
79,"Great food, great vibe. Lovely decor. Great music. Definitely coming back for more food, drinks and good times!"
80,Great vibe. Artistic plating with a great quality of food. Attentive servers and timely arrival of both entrees.
81,The staff was incredibly lovely and the French man was amazing! Definitely would visit again. PS. Food was delicious!
82,Had an amazing brunch with friends today great food and drink and music and Alexandra our waitress was so friendly and attentive
83,We had the most amazing bottomless brunch here. The service was fantastic. Shout out to Binod!❤️❤️❤️
84,Great bottomless brunch - superb food and vibes. Great service from Alex / Salza. Definitely come here!
85,Binod was so great - he really took the time to get to know us and our party. The food was great and the bottomless kept coming - would 10/10 recommend!
86,"Excellent place, great vibes, drinks flowing and delicious food. Servers were great too - Binod, Veronika etc - well done, see you next time."
87,Excellent brunch. Loved it! Will definitely come back again and again! Food was delicious and Prosecco was very generous!!
88,Fantastic bottomless brunch in a group of 9. Staff were friendly and welcoming and the prosecco was topped up regularly. Will be back!
89,"Nice people, good location, nice decor but found it lacking. Lacking atmosphere I think is best way to describe, although it was a Tuesday evening so only a few other tables around. Food was ok but not great for what I thought ended up being a bit pricey."
90,Fabulous Bottomless Brunch at Scarlett Green with friends today. The food was amazing - definitely recommend the fancy bacon roll.. definitely not just a roll with bacon in! The chocolate pancakes were absolutely delicious! The service was the best I’ve witnessed at a bottomless brunch - they couldn’t do enough for us. We had the added bonus of the celebrities from the jungle arriving for lunch soon after us!! Jill Scott and Chris Moyles were so lovely. We can’t wait to return here.
91,Fun and friendly venue for a fabulous time. Banana bread to die for. Bottomless is definitely bottomless.
92,"Great place for bottomless brunch …great food great service ! Will visit again. I had the dirty daisy for brunch as it was delicious , thanks !!!!"
93,Bottomless brunch was great food and service! Staff were amazing and would definitely recommend and visit again!
94,amazing service and delicious food! i would recommend the peach melba toast. shoutout to Stefan who looked after us so well.
95,Perfect for a fun brunch with friends! Very good food. Great service from our waitress Alexandra ☺️ Would definitely visit again!
96,"Had the most wonderful brunch lunch with a group of friends! Couldn’t decide what I wanted as so many nice things on the menu and everyone loved their order. Really wide choice of drinks and great service from Alexandra, highly recommend and will be back soon!"
97,I visited with friends for a birthday celebration. Great atmosphere and incredible food!! Stefan our waiter was very attentive and ensured we had a fantastic day. I would highly recommend!!!
98,Such a fantastic lunch. Stefan was amazing. Lots of lovely cocktails and the food was delicious!! Will definitely be coming back. Aussie aussie aussie!!!
99,"Lovely atmosphere with delicious food, a really fun drinks menu and awesome service Stefan! Will definitely come again."
100,"Went for a bday brunch. It was a really nice atmosphere, great service and didn’t feel rushed at all which you sometimes can with a bottomless brunch. Lovely food as well."
101,"We has great service, it was a friendly and relaxed atmosphere, excellent food, not rushed, recommend for bottemless brunch during the week or weeend"
102,"Went for a bottomless brunch today for the first time in ages. Great two courses, really relaxed serving of fizz, good atmosphere. Has it all. Highly recommend."
103,So lovely - came here for my birthday and the service was amazing. We was a bit late and they have us a complimentary glass whilst we waited for other friends. Beautiful place!
104,Great time having a mid-week bottomless brunch. Food was great. Brilliant service - especially Stephane!
105,Great time at Scarlett Green at their bottomless brunch - food was amazing and the service was impeccable - many thanks to Stephane for that! Would definitely return.
106,"The breakfast was very good and we were full until noon. Stephane was highly attentive. He asked us many times if everything was alright with the food and if we need something, ect. My friends and I felt very comfortable in this lovely place! Next time we‘ll visit London, we‘ll definitely come again! Merci beaucoup, Stephane, and auf Wiedersehen!"
107,Had the best bottomless brunch! was such a vibe and the staff (especially Veronica) were very attentive. Can’t wait to come back again!
108,"Such an amazing place, great food, service environment. The best bottomless brunch in London, Binod and Alex made our day special!"
109,"Really good food with amazing service ! Made us feel so welcome and had such a good experience, would highly recommend"
110,"I was here today with my 4 friends for Bottomless Brunch. You get 90 minutes of bottomless drinks, a savoury dish and a sweet dish for less than £50. The quality of the food was amazing and the service was fantastic! My friends and I will 100% be back - 10/10!"
111,Had an amazing time. Bottomless brunch is great value. Two courses and very generous with refilling your glasses. Must go to in london!
112,"Food was amazing, got 2 courses! and bottomless brunch was very generous! I’ll definitely be coming back 🥰"
113,"Brought my friend here for her 30th Birthday for the bottomless brunch and it was absolutely amazing. This was my second time here and I have always had a great experience. The servers are so friendly, and so attentive. As soon as you finish a bottle of Prosecco they are there with the next one almost immediately. The service, the vibe, paired with the food makes this place top notch!"
114,"My friend brought me here to kick off my 30th birthday celebration and we had so much fun with the bottomless drinks! The staff was all amazing, food was great and ambiance was so fun. It’s a must for anyone visiting London!  I had the avocado toast and granola bowl - both were delicious!"
115,"Fantastic service! Amazing location and restaurant. We had the bottomless brunch and it was delicious! Really attentive service, constantly making sure we had plenty of Prosecco! The food was amazing and you can choose both a savoury and sweet course with the Prosecco which was delicious. Definitely recommend for the food and drink"
116,Fantastic bottomless brunch. Amazing food. Lots of prosecco. Wonderful service from Alexandra. Highly recommeded
117,"Stopped in for Breakfast rather than eat in hotel. It was really really nice, very tasty and original. Good selection, staff were lovely, would definitely go back."
118,"We had a wonderful breakfast in Scarlett green. The place is beautifully decorated and has a great atmosphere. The menu is very refreshing with a nice selection of new dishes. We tried several dishes and all were tasty, well portioned and nicely presented. Staff are really nice. Overall a great pick for a nice Soho breakfast"
119,Binod Patrycya was so lovely. She helped my friend have a great birthday. Shout out to her! The food was so good as well.
120,"I booked this for my friends birthday, and Stephen was very accommodating he gave us a candle for my friends birthday. Was a lovely day"
121,We visited Scarlett green in soho for a reunion of friends after leaving uni for 5 years. The atmosphere was incredible and the waiters were so attentive and friendly - specifically Stefan and Binod. We loved every minute of our experience and would definitely recommend! It’s also a great place that accommodates for families as well as a boozy day out with friends!
122,"We chose the Scarlett Nights package for a friend’s birthday meal and we couldn’t have been happier, the food was amazing and the sharing platters provided more than enough food for everyone despite us worrying we wouldn’t have enough. The service was incredible, Binod and Alexandra were so patient and generous all evening, the bottomless drinks really were bottomless! The staff were both so accommodating to the dietary requirements of the group and catered to those of the group not drinking. Overall it was a lovely experience and we would definitely come again! Another huge thank you to Binod and Alexandra <3"
123,Very good breakfast tasty and fresh We’ve had the salmon royal which was served with an avocado and it was perfect! Welcoming and nice place
124,Me and my two friends came for the Scarlett Night bottomless dinner and we had the best time. The food was amazing and the drinks were free flowing. We were served by the amazing Binod who made us feel so welcome and looked after. Highly recommended xx
125,"Stefan was amazing, so attentive and kind. We will be back for this beautiful personal service. Food was also incredible and so well presented!"
126,"My wife and I were visiting London from Texas in early November 2022. We came across this restaurant as it was close to our hotel. We arrived for a late breakfast and were greeted warmly by the host. He engaged in conversation and ensured that we were comfortable and felt welcome. Sometimes it is hard to rave about breakfast but I have to say that the food was fantastic. The ingredients were not only fresh but carefully blended together to provide an explosion of flavor in your mouth. Not only will we be back but we will ensure that our friends know that this is in our list of recommended ""must visit"" restaurants in London."
127,"Visited on a Sunday afternoon for brunch (at 13:00 so technically lunch?) and it was perfect. The food was delicious and filling, and beautifully presented. The place had a nice atmosphere, and although busy not too loud.  There's few places in London I'd eat at repeatedly as there is so much choice and so much to try, but this is an exception."
128,We went for the bottomless brunch. The food was incredible and the service matched. As an outsider from London I am very impressed
129,"If you after a bottomless brunch with friends on the weekend check out scarlett green! The food, the music, the staff are all 10/10"
130,"Fabulous brunch, service brilliant. Bottomless brunch was great! Stephan was amazing! Will definitely return again"
131,"Great day out service was amazing, very attentive. The food was so good as well very authentic. I would definately come back. Also very quiet off oxford street good place to go after busy shopping"
132,"Had the best time and the best food here. Veronica was amazing. Worth every penny, would highly recommend!"
133,"excellent brunch, fast service and extremely nice staff. cocktails are excellent recommend 100%, worth it."
134,"Staying at nearby The Resident Hotel which has a reciprocal arrangement with the restaurant.  The restaurant has an Australian theme - with Aussie styled items on menu.  We were warmly greeted by Stephane, the manager, who when out of his way to ensure we enjoyed our breakfast. Once determining that we were tourists- provided us with some tips to enhance our stay.  Chose two options from extensive breakfast menu - which were elegantly presented and delicious.  Only negative, and for us a real negative was the disappointing coffee. High expectations of trying a double shot flat white which is an Australian standard, we were served a very weak, luke warm coffees. We asked whether the coffee was a double shot and told all their coffee was double shot- we were quickly provided with an additional shot.  Enjoyable breakfast experience, excellent, friendly efficient service with disappointing coffee.I"
135,"On a weekend trip to visit a friend , hands down best bottomless brunch with a choice of savory and sweet ! Would highly recommend , great vibes 👌"
136,Loved the food . For a bottomless they leave the bottle at your table :) Staff were lovely n friendly too. Will be back
137,"Binod had excellent service, very kind and was very attentive. Patrycja made the best cocktails and personalized it to my taste. Thank you for everything. We had an amazing time!"
138,What a lovely find. Wonderful menu and the mimosas were delicious! Fantastic ambience and best of all was Stephane. He made our visit extra special! Thank you for looking after us so well!
139,We came to the Scarlett Green for a quick breakfast on our way out to the British Museum. We found the food delicious and the place pleasantly energetic. The owner was very friendly as well. Highly recommend.
140,"Worth all those 5*s! Went for a postgraduate award ceremony meal having chosen it from Trip advisor. Fabulous food, great ambiance and sterling service! Go, you will not be disappointed."
141,"Oh my, the Dirty Daisy was just delicious! Good service (even though we were quite a big group), friendly welcome, great food. Couldn’t fault it and would definitely visit again if I was in the area"
142,"Beautiful atmosphere, very nice employees and delicious food ! (The salmon is so so good) Recommend 100%"
143,"We booked bottomless brunch but due to a few drinks the night before we decided to have the a la carte with a glass of bubbles. However, as soon as I saw the food come out I knew I’d made a huge mistake and have already booked to return for bottomless brunch! Trust me when I say… you need to go for more than just 1 course!!  The Dirty Daisy was insane and I am a foodie and don’t say this lightly…  This. Was. The. BEST. Breakfast. EVER!!  The pancakes look insane and I want them next time for sure!  The staff were so friendly especially the French speaking gentleman, Stefan - I was a little hungover so apologies if that wasn’t what you said.  100% recommend!"
144,"Unbelievable food, fabulous service. Bottomless brunch with some friends with a baby in tow and the staff couldn’t have been more accommodating. Recommend the shakshuka! Veronica was amazing!"
145,"Endless prosecco, great food and great service! Can't ask for more! Would highly recommend the banana bread"
146,"Food was amazing as was Alexandra was so attentive. The Prosecco was flowing the whole time, thanks very much!"
147,Food was a bit disappointing. The tuna dish was so fishy. The cocktails were spectacular though. Service was good. The disappointing part is that we were expecting a spectacular experience based on the reviews we have read as well as the ranking of this restaurant. It is only a 6/10! Would not recommend it.
148,"Lovely food, staff was very attentive and the bottomless brunch was spot on!! Lovely and quick service. Food was excellent and fresh!! Highly recommend it!!"
149,Fantastic service for bottomless brunch. Lovely service from Alexandra. We were made so welcome and service was excellent.
150,I went with my friends on Saturday. Although it was busy the staff were very attentive. The food was delicious and Stefan was a great host
151,"Great atmosphere, fab food and excellent service! Great little find near Oxford Circus, would highly recommend!"
152,Fantastic food and service. Stephan was an incredible waiter and host. I would highly recommend and return. Love the bottomless brunch option. Thank you!
153,Somewhat twisted but excellent breakfast! And lovely interior and great team wit special recommendation for Alexandra!
154,"Unreal food, amazing service. All for my birthday. Thank you so much Stephan you made our trip worth while and thank you so much to the rest of the team to made our trip very special."
155,Absolutely splendid visit! From start to finish the service and food was flawless. We were never waiting for a top up and we left very full. What a great place to celebrate our friends birthday! Thank you Stefan/Stephen and the team.
156,"Had a fantastic bottomless brunch today - beautiful Prosecco, super food and wonderful service from Binod. Will 100% recommend!!"
157,"Great brunch place, very generous plates, service was amazing, especially our waiter Stephane! Will come back for sure :)"
158,Amazing brunch ! Super fun and nice staff ! The food was great but the Prosecco was even better ! Definitely a great experience
159,"Great selection of cocktails, thank you David for making our evening special. Loved the wines and atmosphere"
160,"We had a great bottomless brunch here last Sunday. the food selection was great, lots that I would've liked to order and everyone loved what they chose. Bottomless brunch includes a sweet and savoury dish each, plus bottomless prosecco for 90 mins I believe. Bottles were put on the table and as soon as they were finished were immediately replaced as they were put down empty by our group - rare for a bottomless brunch :) Service was great, our waitress Alexandra was new but fantastic and attentive. In fact everyone there who served us downstairs was good fun. We had such a fun time there and would recommend!"
161,"Amazing breakfast, we got the shakshuka and fancy bacon roll and both thoroughly enjoyed it! The staff were super friendly and location is great. Will definitely be going back!"
162,"Amazing service … best of all not waiting ti pour the drinks you get the BOTTLE !!! Lovely food, great atmosphere for girlie brunch."
163,"5 out of 5 for brunch👍 busy but not too loud. Food on point, service fantastic. Can't wait to visit during the week Thank you team"
164,"Great food, friendly atmosphere and helpful staff (Taylor was very pleasant) that made a friend's birthday brunch a great event"
165,Stephan and Taylor were amazing. Great food and service. Would definitely recommend for an amazing brunch with friends.
166,We had a really nice bottomless afternoon brunch here. Unlimited Prosecco in 90mins and a savoury and sweet dish of your choice from the menu. The ‘Dirty Daisy’ was phenomenal. Soooo yummy. Service was super friendly. Couldn’t recommend this place more.
167,Class. Waitress very good. Metradee very good. Prosecco very good. Food very good. Ambiance very good. Very good.
168,"Stephan and Veronica were amazing, best brunch ever! Food was great people were great, it was all amazing. Service was 10/10 would go back in a heartbeat"
169,Amazing food and service. Bottomless brunch on a Saturday - the place to be! Great vibes and incredible
170,"Fantastic experience, great food and constant supply of drinks. Exactly what you want! Enjoy, relax and comeback. Veronica was great"
171,"Food was excellent, very filling. Stayed a couple of hours. Veronica was our waitress and was very attentive. Will come back."
172,"Lovely lunch and such good hospitality especially from Stefan! Will definitely return, highly recommend!"
173,Amazing brunch- great selection of dishes. We went for the bottomless deal and we’re not disappointed. The team were very attentive and made sure we had everything we needed. The food was delicious! Loved the blueberry pancakes! Highly recommend!
174,"The best bruch in London, good food and good vibes. Nice friendly atmosphere. Great service thanks to Stefano :)"
175,"Visited this as around the corner from work. First you cannot fault the extensive menu and quality of food one little bit. I will be definitely recommending on that basis - innovative, fresh, good vegan options. It is also fair price for London in my opinion. We visited on a weekday lunch so not overly busy. We were put in a crammed corner upstairs when there was lots of available seating. Downstairs decor is the star of the show but they obviously wanted to keep that clean as there wasn’t enough customers for that (but if you book insist on that seating). The second point was the service - like I said not busy and lax in waiting on us - had to be called over several times when standing there chatting because they weren’t paying attention - complacency? London is not short of good restaurants so this really detracted from the visit."
176,"Nice food with interesting flavour combos. Friendly, helpful staff. Had the ‘dirty daisy’ and was very good. Keen to return and try more dishes."
177,"Great place to eat, fantastic breakfasts, I eat there 8 days straight as I couldn’t fault the service and food. Great menu with healthy options, best coffee I had in London"
178,Very good location. Lovely resultant and food was really good. Good GF and vegan options. Would definitely return. Would recommend.
179,"Great brunch, lovely atmosphere, lots of food, great value and fabulous service - the staff were very attentive! Would recommend 👍🏼"
180,"Absolutely loved the boozy brunch, you get a sweet and savoury course to tantalise all your tastebuds, as well as endless Prosecco. Would recommend to anyone new to the area who’s looking for a fab experience!"
181,"Had an amazing time at Scarlett Green. It was a great atmosphere, lovely staff and incredible bottomless brunch - not stingy with the Prosecco. I would definitely recommend for when you’re in soho"
182,"Best food, best atmosphere, best service (thanks Luca!). Would 100% recommend. Will be coming back as soon as possible!"
183,Had the best time at Scarlett green to celebrate my friends 23rd birthday! Really enjoyed the food and the service from Luca was amazing
184,"I had a wonderful time at Scarlett Green. Food was lovely, Luca and staff were fabulous. The manager kept checking on us to make sure we were happy and gave a lovely birthday surprise for my friend. Absolutely recommend :)"
185,"Came for a friends birthday brunch and could not have asked for more - amazing food (both a savoury and sweet dish!) and great drinks from very attentive waiters, namely Luca :)"
186,Came for brunch with 3 friends. The staff were so accommodating and flexible based on all our dietary needs. Such a good vibe with a chilled dj in the corner. The food was excellent and the service from Stefan and his team was fantastic. We’ll be coming back soon!
187,Wonderful service from Stefan and his team. Such a beautiful environment with gorgeous artwork and decor. Food was fabulously presented and delicious. Perfect venue for a brunch with my pals. Will definitely be back.
188,"Absolutely incredible brunch, lovely staff, and bottomless Prosecco. Came with some friends and just had an awesome time"
189,"The best bottomless brunch! Very good food and service, we had the best time. Thanks so much Veronica 🍾🥂"
190,Great place for a buzzy bottomless brunch with friends. Excellent choice of food & the bubbles were indeed bottomless. Thanks Veronica for the great service!
191,Amazing bottomless brunch. Food was delicious best food I’ve ever had at a brunch! Shout out to Veronica for her amazing service!
192,Amazing breakfast - food was fabulous. Bottomless prosecco just kept coming. Salsa was our waitress - brilliant service. Stefan the manager really looked after us. We’ll be back!
193,The food was amazing and really filling during our bottomless brunch meal whilst drinking excellent Prosecco. Stephane I’m particular was excellent and gave excellent service !!!
194,"Amazing service and great food and cocktails. Friendly staff and cosmopolitan ambiance, perfect for catching up with friends and family:)"
195,"Beautiful, delicious, trendy, adorable service (#Stephane) and a holy f*ck hollandaise !!! Certainly a place to remember and to visit again and again and again and..."
196,We had the best time at Scarlet Green. The foos is absolutely fantastic and the service is one of a kind. You rarely find places where you feel so welcomed 🥰
197,"Excellent service, friendly, attentive staff and delicious food and drinks. The Shakshuka and Sriracha Bloody Mary were particular highlights."
