,opinions
51,"We had just got of the plane and half settled And usual hungry for Asian food. Found my earlier review from last year and guess what... we had the same set up last year which is valid for this visit as well!  We ordered and shared Crab Soup Dumplings, Pot Stickers and Shredded Pepper Steak. Fantastic. The dumplings were excellent as well as the other dishes. If you are afraid of hot spicy food order medium spicy. We love spicy food and mixed the chili with soy sauce. Mmmmmm"
52,"An excellent Chinese option for Midtown East, their specialty is Pork Dumplings. I don't recommend the chicken it has a lot of bones. For a lunch in winter is perfect."
53,"I ordered delivery so don't know what the physical restaurant is like. The food was above average, slightly greasy but flavorful. We had shanghai noodles with beef and shrimp, garlic eggplant (very greasy), and vegetable dumplings. More than enough for two hungry adults. Delivered by ChowNow, hot and on time as specified in the online app."
54,"Upon my arrival to the restaurant, we were placed in the corner of the restaurant, right next to the bathroom. However, the staff were very helpful and they then seated us in the front, right next to the dim sum creation station.  Not only were the staff extremely helpful, but the food was superb! I particularly enjoyed the dim sum, as they were all freshly made. The dumplings are very juicy, so it is evident that they have been expertly made. As main courses, the seafood is a speciality since this restaurant specialises in Shanghai cuisine. Specifically, the steamed sea bass is unmissable. The noodles are exceptional and they contain very fresh vegetables, to my surprise. While the crispy duck was satisfactory, I would not recommend it- rather, load up on seafood. Lastly, the sweet and sour ribs (which we orderer hot) were a fantastic start to the meal.  The atmosphere is very inviting. There were two large groups when I was there, and many 2-people and 4-people tables. The ambiance is quite dynamic.  All in all, top notch Shanghai cuisine- cannot be missed!"
55,"Give me a break, what restaurant adds a ""convenience charge "" to the bill and says nothing about it? What if I was paying in cash instead of credit. Anyway it's totally inappropriate to charge the customer extra for using a credit card, especially 4.5%!  Beware of these guys! And by the way, the city inspectors have them a grade of C.  Not that I got that off my chest, the food was ok, nothing special.  I will never go back again due to their sleazy convenience charge. If you go, be sure to review the bill carefully. I deducted the convenience charge from the tip. Let the waiter and the owner work it out between them.  Nuff said!"
56,We stumbled across this little gem by an off chance. We had 4 dim sum between the two of us and there was plenty. It was absolutely delicious! The service was great and staff were very attentive. We would definitely recommend this place to anyone visiting NYC.
57,"4 Shanghainese dined here and we all approved it. Excellent Shanghainese food for outside Shanghai NYC standard. Dishes are good size to be shared by 4 people, not too big so you can try a few."
58,"This is a fairly new restaurant (opened last year) and probably the most atmospheric in an otherwise nondescript neighborhood. Decided to come here on this visit to NY after reading a review about it in the New Yorker. Good thing we made a reservation as at 7 on a Sunday evening the place was packed and walk-ins could only sit at the bar (they also require the entire party to arrive before seating). The dining room is small but not bad by NY standards. Seating is tight but not uncomfortably so. Decor has the stylized Shanghai ""alley"" motif, palette in multiple shades of grey, the address of the place in Chinese characters on square plaques hanging by the entrance. Diners were overwhelmingly Asian and young - clearly a currently trendy place among this demographic. Waitstaff seemed to be of the same - unusual given the multi cultural trend in many modern Asian restaurants in NY.  We had a table right by the small corner station with one single staff tirelessly making the renowned XLB ""soup dumplings"", so that was quite entertaining. We ordered standard Shanghai favorites from the extensive menu - XLB, pan fried meat buns, ma lan tou, fish in wine sauce, Chinese spinach in fermented bean sauce, chili chicken (more a Sichuan dish but is pretty much ubiquitous), and for dessert, the sticky rice stuffed lotus root. Overall, everything tasted authentic, and despite some reviews noting the XLB being ""ok but not the best"" I found them to be quite satisfactory and met expectations in size, dough skin thickness and juiciness. The portions are pretty small but I guess that goes with the territory of trendy places, and the lotus root dessert could be sliced thinner, but overall it's a pretty cool place with good food served in an interesting environment - as price to quantity ratio goes, no doubt not as good value as older Chinese restaurants around Chinatown but nevertheless worth trying at least once for the more contemporary ambience (we averaged $35/pp with moderate amount of food and one drink each before tip)."
59,"Even though Little Alley looks quite modern, it still feels quite small and authenthic. When i was there, there were mostly asians eating. I had a noodle dish that was good and some dumplings, which were very spicy but tasted nice too. Staff was very friendly."
60,"I had been wanting to try this place for a while because of the giant soup dumpling. Unfortunately, they didn't have it when we went. My aunt, my sister, and I came in on a Monday at around 6:30. The place was pretty empty at that time but it started filling up at around 7.  We ordered a bunch of stuff to share:  Drunken Chicken (chicken in yellow wine) - didn't care for it, because I don't like my food tasting like alcohol (my aunt wanted to try this one)  Sweet and Sour Pork Ribs - this was pretty salty. There was no way that it could be eaten without a bowl of white rice, which we promptly ordered as soon as we tasted it. The sauce it comes in is also way too thick and gloopy.  Pork Soup Dumplings - pretty good, but not the best I've had  Shanghai Stir-fried Thick Noodles (shrimp, shredded Pork, shredded shiitake mushroom, bok choy, thick noodles) - I actually enjoyed this dish. It was probably the best one out of everything. However, the portion was small and I don't think it was worth $16.  Overall verdict: overpriced, mediocre Shanghainese food. But if you can't make it down to Chinatown and are willing to shell out the extra $$$, then Little Alley is not the worst option in the city.  Tip - if it's your first time dining there, you can go online and sign up for their mailing list for 10% off the bill. I did this but forgot to use it. Womp Womp."
61,"As regulars of Little Alley since several months and living in the area, we got very disappointed tonight : all prices went up on the menu (about $3 up for entrées, about $1 up for appetizers), affordable soup dumplings disappeared from menu, replaced by a limited choice of $10 soup dumplings. The total bill was as high as a very good Japanese or French restaurant. Furthermore, I used to order the Mongolian Beef which was always yummy. Tonight was half beef, half onions. Hope you guys will return to your previous price menu and recipes. Thanks."
62,"Little Alley is worth checking out if you are seeking to mix up your lunch hour. They offer really reasonably priced Shanghai-style Chinese dishes, but the menu is rather limited. My go to is the marinated cucumbers with the and fish and tofu in sichuan sauce."
63,This relatively new place is close to Grand Central. Excellent authentic Chinese food with Shanghai or Suzhou/Hangzhou flavor. Atmosphere is more trendy and comfortable than your average Chinese restaurants. Service is friendly and efficient.
64,"Good Shanghainese food in midtown east. Lots of traditional dishes. Enjoyed the tofu with mushroom and sesame sauce; soup dumplings, tofu with crab, lions' head meatball, and luffa with edamame."
65,"Varied menu, some Shanghai-like dishes (like soup dumplings), very tasty. Noise level can be high at time. Best with several people, so you can share dishes. Note: received a ""B"" rating, not ""A"" from NYC Health Dept."
66,The pork soup dumplings are out of this world. Also try cumin lamb. Very flavorful with just the right amount of spice for all of us spice lovers.
67,Met some friends here and had a great dim sum dinner in Murray Hill section of new york. Good dumplings as well as meat and vegetable dishes. Nice quiet atmosphere so we could hear ourselves talk and enjoy yummy food.
68,"Read quite many good reviews for this restaurant and was excited to give it a try. We ordered quite a few dishes. I would say the food is very authentic. Except the soup which was very hot and tasty, the rest of dishes seem to sit in the kitchen for a while before bring to the table. They are not hot enough. Even for soup dumpling, it was supposedly hot but I feel warm only. The rest of dishes are all with same issue. I was struggling whether to ask waiter to put into microwave to heat it up but finally gave up."
69,This restaurant has served both good Crab Soup dumplings and also reheated or microwaved of the same.  The spicy beef or shredded pepper steak is great and the red cooked chicken with sesame oil is also good. Let us hope that we will have fresh soup dumplings next time.
