,opinions
12,"My new favorite restaurant! The food, drinks, and service were all amazing! I can’t wait to come back! Akin is the best!"
13,Great espresso martinis and great vibes! Highly recommend for the holidays. Akin was great! I would definitely come here again.
14,"I absolutely loved it, its a cool place, with delicious food and lots of flavour, i will definitely return, recommend it a lot!!"
15,"Me and my Friends who’s visiting from out of town, came dine here last Saturday, this Restaurant is amazing from the moment that we came, its so festive. Although its super busy when we got in the hostess are very friendly and hospitable zara and karoline ( i think that their names), the food is just superb we got the big cuts to share.our server is amazing i forgot her name. And definitely we will come back again."
16,"The food, the atmosphere, the music, the service, everything — spot on. I would eat here every day if I could. 10/10 recommend!!!"
17,"Food was delicious and the atmosphere was great. It’s a beautiful place to visit, great service as well!!"
18,"Food was excellent for all. Salmon, filet, and steak fritz. Also enjoyed the creme brûlée for dessert. Service was much quicker than anticipated for a French restaurant. Highly recommend."
19,Went to this place with friends for lunch and it turned out to be such a delightful experience. Their North Indian food is exceptionally good. All their dishes were so mouthful and had perfect blend of flavours. I tried the following: Tikka Platter - special mention to beetroot
20,"This is a very cozy French restaurant in the heart of West Village, the atmosphere was very elegant and lovely, they have pretty big outdoor space and bar area. The service here was amazing, our waiter Ashley was super friendly and sweet, he took care of us really well. The food and drinks were fantastic, everything we ordered, they were tasty and delicious. French Onion Soup and New York Strip Steak were amazing. They also have great desserts here. This will be a great spot to spend time with friends and family, especially for holidays the christmas decorations with the big tree in the middle of the dining room gives this place a very cozy and unique atmosphere. Definitely will be back"
21,Our seventh visit to this spectacular restaurant. The ambiance and food is on point. I recommend the escargot appetizer and Entrecôte Grille (Australian grass-fed ribeye). One of my favorite restaurants in Manhattan.
22,"Visited with my adult daughter Thanksgiving Day. I'm 67, so arriving early, and like ther baby boomers, have high frequency hearing loss, making it difficult to hear especially women's voices, and where there is background noise, so they seared us in one of those NYC-COVID,ERA additions, but as festively Christmas decorated as main restaurant which is huge.Server, Sommelier, stakk, impeccably dressed and consummate professionals. Actually using word like ""sir:, and Mr Dillon. Ordered two person Chateau Briand with the 3 available sauces, Bearnaise, Peppercorn, and I forget the last, like a demi-glass, escargot fries, onion soup, all among best anywhere in the world, and a bottle of champagne, stored for us, monitored. Served. Just a terrific Thanksgiving. But recommend as a treat, any time."
23,Such a wonderful dinner for our anniversary! The steak was phenomenal and the survive from our waitress Shania was equally as great! We will definitely be coming back!
24,Another lovely place while travelling for buisness Lovely staff. Tasty food. Welcome. Definitely a must visit
25,We came for a girls night celebration and the food was amazing! Shania was our waitress and she was so kind and helpful and steered us in the right direction for all our food and drinks. Can’t wait to come back here!
26,"Came on a Wednesday with friends. It was great! The food was so good, we ordered the filet mignon, mushrooms, creamed spinach and mashed potatoes. Everything was wonderful especially our server Shania! She was so kind and friendly and her recommendations were spot on and I enjoyed everything that I had."
27,"We came on a Wednesday night for a birthday dinner and the food and service were AMAZING! Shania, our server, made great recommendations and took such great care of us. Highly recommended!"
28,My friends and I visited and Everything was amazing!! Lola is the best! Definitely must visit west village
29,Excellent service and great environment!! Food was delicious too. Great for a night w friends or family!
30,Best night and best server. Thanks so much Lola! You made this night so amazing! Also food and drinks have been amazing!
31,Amazing ambiance and service! I definitely recommend for great food and cocktails (espresso martini!) for a night out in the city.
32,Incredible restaurant for atmosphere and food! 100% would recommend and will be booking again for another dinner
33,"Had an awesome espresso martini at Boucherie in the West Village, Akin treated us so well and we'll definitely be back!"
34,Great espresso martini from akin! This place is so cute to come with friends and akin is the best waiter!
35,Great atmosphere! The Burger is great!! Our server was excellent! Highly recommend if you are in the area
36,Great food and service! Will return! I ordered the clams and they were delish! The Pinot noir was great as well!
37,Amazing food and amazing drinks. Also great vibes. Akin was our server and he was incredible. He was so attentive and so kind.
38,"The experience at Boucherie was great - from the food, to the service, to the ambiance. Highly recommend for both brunch and dinner!"
39,"We had a great meal at brunch and even BETTER service if Akin is your server. He was timely, friendly and a great host overall"
40,"Absolutely enjoyed my experience at Boucherie! Great food, a lovely environment, and great service- Akin was so kind! Amazing burgers, highly recommend!"
41,Had a great meal here with friends! The staff was very friendly and accommodating. Definitely pricey but with it if wanting to splurge.
42,Akin is a great server! we had an amazing time eating here. I loved the beyond burger. Great atmosphere. Great service!!
43,"So yummy & fun. Perfect for a girls night, great service! Our waitstaff was amazing and I truly enjoyed the great vibes in here. The fries were TO DIE FOR! They are a staple :)"
44,"We had Akin as our server, he was amazing! Very attentive, so kind and a great environment. The wagyu burger was incredible."
45,"Lovely restaurant and atmosphere, food was amazing. Service by Akin was incredible. Would definitely come again"
46,Didn’t know what to expect but it was perfect. I even came in a halloween costume and enjoyed my time at this vibey yummy restaurant:)
47,"The vibe of the restaurant is amazing. The service is fun and light. Alex was amazing and attentive, the food was great and the energy was nice. We all came in our costumes and had such a nice time. Would recommend"
48,"Lovely place to eat, great vibes, good food, amazing service. Our waiter was so nice and personable!"
49,"The butter was fabulous with chunky salt! It is the perfect dinner spot. The ambiance, food and service were incredible!"
50,Visited this restaurant for some dinner and wine with friends. We enjoyed fabulous meals and loved the atmosphere. The staff was very friendly and the service was fast. We would definitely come back!
51,"my friends and I had an amazing time visiting here. The drinks were amazing, the staff was incredibly friendly, the food was divine… and the butter was out of this world. A must-stop destination!"
52,"I can not understand how this place has so many good reviews. I was in the city visiting my daughter who goes to college nearby, and chose based off the reviews that was my first big mistake.  The inside interior is okay (lots of fake plastic things hanging from the ceiling), in no way shape of form an upscale French Restaurant ( I have been to France). My steak looked like a steak from any chain steak restaurant, it had 0 seasoning and presentation was awful. $60 for a ribeye steak (overcooked and now where close to Medium) and it came with lettuce (just lettuce on a plate- nothing else). I couldn't believe it, this place is 100% overpriced, the food is average at best, nothing blew me away aside from a very nice waiter and a great glass of wine. A great day with my daughter in the city ended with a terrible overpriced meal.  Beware of these reviews, I noticed most of them are by people who have never reviewed anything on trip advisor except this place."
53,Great spot in the west village. Cool staff — Alejandro makes a mean sazcerac. Definitely a good place to stop when in the neighborhood!
54,"Visited my daughter for the day who attends college in New York, chose the restaurant based on the reviews. Very disappointed especially for the cost. I ordered the Ribeye which arrived over cooked very bland and accompanied by lettuce( just lettuce). For $60 I would expect a great looking steak and a vegetable or something. My husband had the Wagu burger and it was bland and the presentation was no better than any chain restaurant. My daughter had the steak frites and it was the same no seasoning or anything special for the cost. Bill was over $240, I can not understand how this place is rated so high and so well."
55,"The ambience is really great! Great wine list, i ordered the mussels and french onion soup. Love them!"
56,"It‘s a really nice and fancy place to eat. We had some difficulty at the beginning with orderinf food but worked out fine. The meat was amazing and looked great as well. In my opinion its a bit too crowdy, to many tables inside. The waiter really had some difficulties to walk around."
57,Lovely vibe! Either you are at the bar for an old fashion or enjoying an filet mignon on their very “French” styled table you will have a blast. The ambience sound keeps it stylish and the vibe up.
58,Perfect atmosphere for a night out of town. Service was great and food was even better! Our waitress was also so accommodating of food allergies. We had our tomahawk steak dairy free and gluten free. We enjoyed it! Everything was great !
59,"This places had it all, amazing food, ambience, authentic French dishes — the service was second to none. Quick tip, the cheese boards (frontage and charcuterie) are larger than normal!! I was expecting a little piece of cheese as a light starter but the portions were healthy. Highly recommend"
60,"Amazing ambience, food, cocktails, & service! I felt like I was transported back to Paris! I cannot wait to visit again ❤️"
61,"Great ambiance, amazing cocktail selection. Get the foie gras!!! Great neighborhood. Easy to get a table on a busy night."
62,"My wife and I had the pleasure to dine here on Friday night. We love this restaurant! We were warmly greeted by the super friendly staff , the ambience hit all of my senses , cool music, awesome decor , servers buzzing about, the open kitchen firing food. It was a wonderful feeling. I couldn’t wait to begin my experience. I felt like I walked into a Parisian restaurant. I have to mention the staff ,Akin our server was very attentive and knowledgeable of the menu, Sofor was always on hand too and the mgr Maja was constantly checking on all guests. The food was delicious, I started with a classic French onion soup , steak frittes and finished with cappuccino and the tart au chocolate with 23k gold leaf I was so comfy and relaxed sipping my Gamay. I also loved that they have an area in the front with tall glass ceiling and at night they have soft lighting throughout. I definitely recommend this restaurant, thank you for a wonderful experience!"
63,This is a truly exceptional restaurant!!! The food is superb. The service is good. A large tree occupies the center of the restaurant. The Men's Room warrants improvement though.
64,"Fantastic service and amazing cocktails! The perfect place to go after a long hard days work! Lovely location and great vibes, plus the Wagyu burger is the best!"
65,"Excellent food, drinks and service! Great for big group of friends - seated quickly. Had a super fun time! We love you and this was great"
66,Yummy French onion soup and espresso martinis. Just the best time with my friends for their bdays. Fab service
67,"Omg, SUCH an excellent experience!!! The salads (Caesar & mixed salad chèvre chaud) were really flavorful, the steak (filet!) was perfect & exactly as advertised, and the desserts were a-MAY-zing!!! Not to mention, the sommelier steered us to EXACTLY the right wine that made everyone HAPPY!!! Shout out to Akin, our waitperson who was outstanding, too!!!"
68,"An unexpectedly big for NYC area, with a huge bar selection and a cozy atmosphere. Perfect for a date or a friends meeting. Must visit!"
69,"Great place with amazing atmosphere. Came here with a friend, seems like a nice place to go on a date with as well. The staff is very friendly. Onion soup and cocktails are worth it."
70,Crème brûlée was wonderful and location is beautiful as well with lots of dimmed lighting. Great for dinner.
71,Best place for a date night. Espeacialy the crème brûlée! U would highly recommend for going out with your partner from time to time!
72,"Honestly amazing experience!! Wow the food was amazing- best vegan burger I have ever had- whilst my family all enjoyed their meat burgers! Our waiter Akin was the loveliest waiter, so attentive and kind! Thank you so much for making our trip to New York from London even better- huge huge recommendations for This cool, funky place - with amazing food and drink!"
73,"We walked passed Boucherie last night and it caught our eye , so we booked tonight for 2045. We weren’t disappointed, friendly welcome , nice lighting and cool sounds with a chilled atmosphere. We all ordered burgers , which were amazing - cooked by the chefs in the kitchen in full view plus delicious red wine , thanks to our excellent waiter Akin Definitely recommend"
74,Best food and amazing ambiance. We had a selection of mains and the food was delicious. My daughter is vegan and loved the food . Our waiter Akin was very attentive and charming. I loved the burger .
75,"Such a great dinner at Boucherie, Akin was an especially great waiter! burgers were one of the best i’ve ever had. Lovely restaurant to sit in and low sexy lighting"
76,"Was such a great ambiance , great food, great service, great drinks, overall 10/10 was incredible would go back! Katerino was incredible!!!"
77,"We’re able to walk in at get a table no reservation on a Friday night. Great drinks, sat at the bar while waiting for a table and then got a bottle of wine at the table. Everything was great— amazing ambiance and food. Will be coming back!"
78,"Incredible food and ambiance. We ordered the steak frites, duck confit, escargot, and moules frites. An authentic French cuisine experience in NYC. Perfect for girls night out or for date night l."
79,Beautiful and delicious drinks! Akin is a lovely server. Always reliable! Great location and great spot for date night or out with the girls.
80,I love Boucherie and I will definitely come back for more dinners here. The ambiance and food here were on a whole other level.
81,"The ambiance is really nice, and the employees are really friendly. Also the goat cheese salade is soooo good."
82,Food is sooo good!!! Love the vibes and music and view is so nice too. Cool environment and rly nice service here
83,"I really loved the ravioli. Also the service was really good, the waiters are really helpful, interested and cute. I would definitely recommend this french restaurant! Oh la la !"
84,The service was impeccable. The atmosphere is great and I loved the drink menu. Highly recommend for authentic French cuisine!
85,"Went here with some friends, the athmosphere is very nice and the food is very good. I am French and really liked the quality of the dishes. Really recommend! The épinards are especially good"
86,Nice food and drinks. The food here ia tasty and clean but the portions are kimda small compared to other restaurants.
87,the food was so good also the staff was amazing. the ambiance was so lively. would definitely recommend
88,"Started with sparkling rosé, then truffle ravioli, and ended with crime brûlée. Staff was very attentive!! I would for sure come back here because the food and service was great! also- the dining room is beautiful!"
89,"My absolutely favorite brassiere in New York. Charming 2 floor restaurant with inside and outside seating, delicious food, the best mushroom ravioli and crème brûlée ever. Perfect for special moments celebration or just a date night. Very highly recommended"
90,Met a friend for a lovely happy hour… food is delicious… the ambiance is fabulous. I’ve been here many times as I work close by. Always a wonderful experience…. Our bartender Michelle was beyond amazing!! Highly recommend. Wine options and cocktails options are incredible.
91,"This restaurant is not only the best food in the area but a reliable and good deal for happy hour. The bartender is so nice and attending, the ambiance is the best!"
92,"Atmosphere great! Dinner before comedy cellar show with my son. He enjoyed the steak frites. I could not eat the escargot. Too mushy to the tongue. Left half uneaten. I ordered the fillet. Very strange consistency. It was like they pressed it together. Didn’t cut like a fillet. I’ll preface with I only buy beef tenderloin fillets at home and cook on our grill. I sent back the fillet thinking that if it was cooked more it wouldn’t have that squishy consistency. Unfortunately it still did. Atmosphere great, service good, food less than mediocre."
93,"Brought me and my 7 other friends here for my birthday and we had such a wonderful dinner!!! The food was delicious and the staff was great. Ambiance was fantastic! If anything, the general service could have been a bit better but Alex our waiter was amazing!!"
94,A great night out with friends. The food was great but slightly pricey. Service was excellent and Alex specifically was very helpful.
95,"Mushroom ravioli was delicious. Very cool absinthe cocktail menu. Great atmosphere. Staff was very attentive, will come back!"
96,"Food is pricey but if you’re ready to spend the money it’s totally worth it! Lovely food, atmosphere, and drinks! Would 100% recommend to a fiend!"
97,"The atmosphere is beautiful, the food was absolutely incredible, and the steak was to die for with this herb butter. Would recommend checking this place out!"
98,"I was visiting New York for my 25th birthday and find Boucherie via Yelp/Instagram! The vibe was perfect, Shania was amazing and so helpful! I got the steak frites 10/10 recommend"
99,The decor here is gorgeous. Different type of room to have a party. I personally love the mezzanine and wine room booking for birthday with my friend and family while enjoy the most delicious food curated by Boucherie.
100,"The food is incredible- I got the duck confit and WOW. Service was fast and the restaurant is beautiful. I tried a little of what my friends ordered too and EVERYTHING was incredible- literally the most savory food I’ve ever had. Our server, Alexis, was fantastic, she explained everything we asked about, was super attentive, even funny!  Thank you! This was a wonderful dining experience."
101,"What a fantastic night I just had with my friend, the staff and the food were outstanding. A must if you’re in the West Village area."
102,"Came here with the family in July 22. Our waiter knew the menu well and ensured we knew what to order to have a good experience. Each dish was well prepared and portion sizes were good. Get the steaks, as this places does it's protein's very well. We splurged and had the creme brûlée, which was well done. Will go back again."
103,"Not sure how this is number 6 out of 8,000 restaurants plus in NYC, but here goes my review… Ambiance was nice. We went Sunday evening at 8:00. Not busy at all, so had concerns about all the available tables. Food was good. Service was good. Was this a number 6 out of 8,000 no way. Not sure how this got such a high ranking? I had the filet mignon which was good not great and my husband had the steak frites. Also good but not great. My husband owns restaurants in Fl. He always asks was there something craveable on this menu that you want to come back for. Unfortunately this was just ok. I was hoping for craveable and a “great” response. Oh well. Bon appetite!"
104,"Atmosphere is incredible, design and service creates a special French touch. We have started with glass of champaign and it was a right choice. Then duck confit with glass of rose wine. Beautiful memories."
105,one of my favorite spots in the city. always a great meal and fun atmosphere! service from gabi made ur even better! recommend for anyone at anytime
106,"This food was so good, and the service by Gabby was exquisite. This was an excellent experience and I would absolutely recommend this spot! One of the best meals in New York."
107,Our friends brought their child under 2 and the staff were so good with him! The food was great and the atmosphere was very relaxing.
108,Thank you for an amazing experience! Fine dining 5 stars. Javier really took care of us. Girls night before a Broadway show down right.
109,We ordered a special plate. We loved it..The steak was delicious. The service was perfect. Everything was great.
110,"Amazing service, food and drinks, looove it!!!!!! The place is beautiful and the staff treats you excellent!"
111,Great food and great service!! The place has a cool atmosphere. Our server Gabriela was super nice and always aware if we needed anything. 100% would recommend.
112,Great wine and atmosphere! Loved sharing plates and tasting everyone’s dishes. Perfect dinner with friends! Can’t wait to come back!
113,One of my favorite places in the west village! Consistently good every time. My friends and I came here to catch up and the ambience was also great.
114,Amazing food amazing service!! Perfect birthday dinner vibe. Saloon was amazing and Gabi was amazing and so attentive she’s the best server in the restaurant. Ask to sit in her section and give her a huge tip because she deserves she’s also so pretty.
115,"Food was so fresh and the restaurant is very cozy, Gaby was very attentive and super sweet!! Ask for gabby when you come in!"
116,"Some of the best French food in NYC. The burger and pomme frittes were amazing. The espresso martini the best I’ve ever had in the city. If you want to feel like you’ve escaped to a bistro in France, come to boucherie"
117,"The BEST burger I’ve ever had. And their espresso martinis are unmatched. Good, quick service and the staff is so friendly. Will definitely come back!"
118,"This spot is my go-to for drinks with coworkers, dinner with friends, or a solo treat to myself! The food is consistently good and the drinks are phenomenal. This spot is a must visit if you’re in the village. I recommend you sit at the bar and ask for Michelle! You won’t be disappointed."
119,Great time at the bar with Michelle! The Truffle fries are off the menu and and amazing way to start. Michelle and her fellow bartender were extremely friendly and took the time to talk through the menu and many options. Will be back for sure!
120,"The whole experience at Boucherie was great! Our server Shania was really sweet and helped us make the right choices. Food, dessert and wine were excellent. The casual chic style of Boucherie makes the experience relaxed and special at the same time."
121,"The drinks, food, and atmosphere are perfect. It’s like a Sunday in Paris! This is my favorite of their locations, don’t miss the WV Boucherie!"
122,Perfect place to spend a Sunday! The original location that feels like a tiny slice of Paris in the west village. Michelle the bartender really elevated the experience.
123,We had the best time at this place - great drinks and great vibe! Our waitress Shania was an absolute sweetheart!
124,I love boucherie in the west Village. Such a great spot for friend catch ups and shania was the best to our group. Great drinks and burgers xo
125,Loved my experience at Boucherie! Shaina was such a helpful waitress & gave great drink recommendations. Food was fast & really good. Definitely coming back!
126,"Shania was an incredible, attentive server. Our group had the best time sitting inside with the doors open on a summer night and the food service was prompt and delicious! Definitely come for a fun night out!"
127,This was an excellent experience!! The waitress was very accommodating to our food allergies and the atmosphere was beautiful! 10/10 recommend!
128,Our food was out of this world and the restaurant had a great atmosphere. Escargot and scallops were fabulous.
129,We had a wonderful experience at Boucherie! Our waitress again was incredible! The food was amazing and we had a great time.
130,"Great steakhouse! Fun for a dinner with friends, would recommend! Food is delicious and so are the cocktails. Staff is very attentive!!"
131,Amazing experience the food is delicious and the wait staff is so friendly! Will definitely be coming back here again soon:)
132,"Delicious food, great service, tasty drinks. Do yourself a favor and go to this place. It’s super cute and perfect to go with friends. The escargot and La Vie en Rose drink are amazing btw."
133,Had the best time taking my hometown friend here!! 10/10. Get the steak! Will definitely be coming back for more :)
134,"Had a great time here with friends! Food and drinks are amazing, as well as the atmosphere. I highly recommend if you’re looking for a fun place in the city!"
135,Had an amazing dinner with Tamera this evening w friends. excellent service and a great attitude. absolutely loved our experience here this evening.
136,Great spot for a girls night out. Celebrated a friends birthday. Good vibes and great service! Will be back again!
137,Had a wonderful time grabbing some snacks and wine with friends. The desserts were great and the service was beyond excellent. We can’t wait to visit again!
138,"We came in for drinks after being in the area all night. We had the best bar experience and drink chats with Michelle! Highly recommend coming here, sitting at the bar, and discovering a custom crafted cocktail that it steps above the classics."
139,"The cocktails at La Boucherie are fantastic! Michelle is an amazing bartender - super attentive and friendly, but also an excellent mixologist."
140,"Great drinks, service, and conversation. Expert with the cocktail menu, great balance is science and art. Will definitely be coming back soon.  Thanks, Michelle!"
141,Showed up to hang out at the bar for some cocktails and it was an amazing experience. Michelle was such a personal and talented bartender. Every cocktail we had was perfect and personalized. So happy we popped in and cannot wait to come back for dinner.
142,I just moved to the area! Immediately was presented with great service. Absolute angel of a waitress - Shaina! Will be back. This place is essential to the west village experience
143,"Absolutley loved this cozy, paris inspired restaurant in this lively west village spot. Shania was so attentive and an absolute pleasure!! Service is fantastic and food even better."
144,Server Shania was so attentive and lovely. Everything was absolutely amazing. Had a blast with my friend that just moved here!
145,Boucherie is an absolute must! Shaina was the most fabulous waitress and the service is always impeccable. It feels like Paris in the heart of NYC!
146,I was having a business /friend catch up meeting and we went to two other places that were packed and not very inviting before I saw Boucherie and said let’s just try here. I’m SO glad I did. The host was amazing and Michelle at the bar made my mocktails with passion & great vibes. I will be coming back often!
147,Michelle was great! Came here for a few drinks with a friend and felt so at ease. The cocktails were on point too
148,Great food!! The service was the best. Olga was the best for us. Olga was the best server! Very recommended!!!!!!!!!!!!
149,Had a wonderful experience. Luxury service with a French ambience. Gabby was a wonderful waitress! Will for sure come back
150,Our waiter was fantastic with high energy. The ambiance was great per usual. Will definitely come back.
151,Great food and great service. The Bloody Mary was great and the ambiance was immaculate. Definitely will come back
152,Our group of 6 had a wonderful time here! We were seating promptly and service was impeccable. I really appreciated how often they refill our waters. Food came out quickly and was delicious. Definitely plan on returning in the future and trying dinner next!
153,Truly amazing experience - I’ve never had a better French brunch in my life and our waitress was one of the best people I’ve ever met.
154,"Steak sandwich was great. Fast and friendly service. Fun drinks, cool ambiance. Upper level was fun!"
155,"Such a beautiful space and great ambiance! Our server was very attentive, and the steak sandwich is great. Awesome location, highly recommend."
156,Highly recommend Boucherie for brunch! We came here with friends for brunch - great cocktails and food. I got the steak sandwich and Le Diable cocktail
157,*You want a French tastebud orgasm? ✅  *You want the perfect vodka martini to put you over the edge? ✅  *You want to feel like you’re in the south of France? ✅  Come on down the Boucherie in the West Village and see your girl Gabby. She will HOOK YOU UP! Snap snap  Come on Boucherieeee!
158,"Went here durng the Pride Parade and even wth all the craziness outside, the inside was quiet and intimate. A perfect place to catch up with friends. We were seated on the second floor which gave us a nice view of the restaurant. Gabby was super friendly and attentive and provided us with a nice experience."
159,"Came in for a lunch before we attended the Pride March festivities. The service was attentive, patient, and frequent. Gabby was our waitress but the entire team worked seamlessly to give us a great experience. I had the Niçoise salad and I ate every bite! Highly recommend an almond croissant to top it all off. Happy Pride!"
160,"My partner and I came to Boucherie before a comedy show for a Saturday date, and the food and service were amazing. We had the seafood tower, which comes with PLENTY of food. Mike was perfectly attentive, and we will be recommending this spot to our friends and family."
161,"Very nice place. I seat at the bar and have nice chat with bartender z She was very nice and friendly,she recommended me burger which was very tasty and decent portion."
162,Gabby was the best waiter!!! Very attentive and food was fantastic. Perfect for a summer night. Thank you!
163,Had a great dinner! Got the mussels and they were delicious. Our waitress gaby was so nice. Extensive wine list and great cocktails. Beautiful restaurant and vibe.
164,"Gabby made this night with our friends so special!!! Food was incredible, get the mushroom ravioli!!!!"
165,We loved our lunch here. Great service by Katerina. Nice ambiance to eat with. You can eat inside or outside.
166,The venue is fantastic with great atmossphere. William was a brilliant host and knowledgable on the food and wine. All of the food we had was very tasty and generous portions. We would recommend a trip to La Grande Boucherie.
167,"Stopped in for a drink at the bar while waiting for our dinner reservation, Michelle was nothing but spectacular. Amazing drinks, awesome service, and great conversation. Highly recommend."
168,"My husband and I were here for a short time because he had work obligations, we walked in last minute and sat at the bar for cocktails before a late night reservation. We had Michelle as our bartender and she was knowledgeable and so friendly, because of her we will be back. This location is beautiful and welcoming. We loved every second! Thank you Michelle!"
169,This was one of my favorite restaurants in our family trip. We had great food and the service was excellent. The ambience is very nice and fun. We will definitely remember this and will come back soon!
170,Amazing food and great service! The ambience is so nice. The bread and butter served as a courtesy are delicious and the muscles were amazing! We will for sure come back!
171,I came with my family and we had the best time! The service was amazing and the food was incredible. It was the perfect place to end a crazy day. We loved the people and the ambience. Would recommend to everyone!
172,"One of the best restaurants I have eaten in ny, they even managed to make my carajillos right. Would recommend to anyone coming to Ny"
173,"Excelente food, excelente service! I loved the ambiance of the restaurant and the street (visited in June/summer)!"
174,"It is a mystery to he how this restaurant can be rated that high on Tripadvisor. We went there for dinner on a saturday night and found it to be very noisy and stressful - we do like a lively restaurant but this was simply too much. It also seemed that the waiters were all stressed out. The food was OK, but not taking into account the price - we found it to be heavily overpriced."
175,Boucherie is the most amazing restaurant I’ve ever been to. The workers were so kind and caring. The restaurant in itself is so beautiful and in a great area. This is a perfect place for a girls trip. Loved it and will definitely be back!
176,This restaurant is very enjoyable and the staff is so kind. The decor is beautiful and the food is a delight. This was the perfect end to our girl’s trip engagement celebration!
177,We came here and had the best experience. The workers were all so kind and the environment was fantastic. Highly recommend
178,This restaurant is beyond beautiful and the staff is amazing! Environment and ambience are so wonderful! 10/10 recommend:)
179,Went here for a bachelorette party and the ambiance and dishes were 10/10. Service was quick and attentive. Great place for a girls night especially if you love French cuisine.
180,The perfect NYC dining experience! Food was amazing and service was a 10/10. Thanks for a great experience!
181,"Came to boucherie with a large party of friends. Super accommodating, great recommendations by the waitress. Delicious espresso martini and steak frites. The steak tartare was delicious."
182,"Came here with friends for dinner and it was amazing! The food, service, and ambiance were all amazing and great! Definitely recommend and would come back again!"
183,"Went here with my girlfriends from college and it was a 10/10 experience. The servers were so nice, the food was delicious, and the restaurant has a great ambience."
184,"Great ambience, friendly staff and deliciouss food! recommend for friends, family and lovers. enjoy!!"
185,"Came here because I saw the boucherie restaurants as a rec. Great start to our trip! Loved this dinner, everything we got was great (steak frites, escargot, mussels, etc.). Server was so attentive and we felt so welcomed here :)"
186,"made a reservation for dinner for a party of eight on a girls trip. food so good & service was great! espresso martinis, steak, muscles, frites, etc."
187,Had a great experience here for dinner. The food was great and our server (Gabbie) was very attentive and knowledgeable of the menu. Would absolutely come back and recommend to anyone looking for a nice night out!
188,Gabbie has been the absolute best!! Thank you for a fabulous taste of NYC! Truly chic and city all in one
189,"Wednesday dinner, amazing service by Gabby and staff (look out for the server with the glow and the dark bow tie!) Enjoyed the duck and the truffle burger, where even the pickle was top shelf. Recommend!"
190,"Huge variety of dishes, great food, very friendly service even when the house was full, we enjoyed the terrace, recommendable place"
