,Name,User_name,Date,Content,Comments,Forward,Like,language,1,Restaurant
10,Luis Felipe,@luigifelipe·2022年11月14日,2022-11-14,"Ryan, since you shared about sea food, try to go to Satyricon in Ipanema. I spent my honeymoon in Rio and this was by far the best sea food restaurant I've ever been. Lots of fresh choices and a mix of Brazilian and Mediterranean cuisine. You won't regret! Make a reservation 1st",1,,,en,,Ipanema Restaurant 
11,niko ニコ,@nikow___·2022年10月30日,2022-10-30,"Xian(on Santos Dummont mall), Rubaiyat(in Jardim Botanico), Gurume(in Ipanema), Assador(in Flamengo), Joaquina(in Botafogo), Braseiro da Gavea(in Gavea)here's some restaurants but I also recommend you going to some bars in Tijuca or Lapa if you can, pretty cheap and good, peace",,,8,en,,Ipanema Restaurant 
12,PurpleHaze,@PurpleH79676332·2022年10月28日,2022-10-28,GAROTA DE IPANEMA is the name of the restaurant. Ask for picanha na chapa! If you like meat....this shit is the top one.,,,,en,,Ipanema Restaurant 
13,Lu,@LuliaM22·2022年10月21日,2022-10-21,"Could be! Every where we have those famous meeting point! Where famous and VIPs goes!!!! In Rio we have some very cool restaurants and pubs in a place called Ipanema, Barra or Leblon. I also imagine that Instambul is not a huge city, having probably limitated location to go.",1,,1,en,,Ipanema Restaurant 
14,Peter Brase,@RomaPete·2022年10月18日,2022-10-18,We found a good Italian restaurant in Ipanema. The Caprese salad was non-traditional but tasty and the pici in a salsiccia ragù was outstanding. Friendly staff who suffered our butchered Portuguese. On Rua Barão da Torre.,4,,14,en,,Ipanema Restaurant 
15,Jason Lisnak,@TheLisnakFactor·2022年10月8日,2022-10-08,Still delicious! @ Ipanema Restaurant,,,,ca,,Ipanema Restaurant 
16,Fairbank Village BIA,@FairbankVillage·2022年10月4日,2022-10-04,"This Fall season, fall in love with Girl From Ipanema Gourmet Diner Located near the Eglinton and Dufferin intersection, this local restaurant gives the Fairbank Village community a taste of Brazil's cuisine with their delicious selection of Brazilian food staples",1,1,3,en,,Ipanema Restaurant 
17,DataDotCoaZa,@DataDotcoaza·2022年9月27日,2022-09-27,Restaurant Manager (Ipanema) - Job in Qatar,,,,et,,Ipanema Restaurant 
18,Fairbank Village BIA,@FairbankVillage·2022年9月26日,2022-09-26,Welcome the fall season with Girl From Ipanema’s delectable and authentic Brazilian treats! Check out @blogTO’s feature to discover more about this Fairbank Village restaurant!Girl From Ipanema Gourmet Diner2400 Dufferin St York#FairbankVillageBIA #EatLocal #Repost,,,3,en,,Ipanema Restaurant 
19,PatrickvanderVoort,@patrick070·2022年7月10日,2022-07-10,"Jazeker. En nee. Een goede paella smaakt toch beter in een Spaans restaurant (omstandigheden, lekker vakantie)  dan in Scheveningen. Een capirinha bij de Rodizio in Scheveningen smaakt anders dan een op het strand van Ipanema. Dat bedoelde ik.",1,,1,nl,,Ipanema Restaurant 
20,Felipe Doffiny C,@Efedoffiny·2022年7月2日,2022-07-02,"#2Jul 1970. Astrud Gilberto (conocida por su éxito “La Chica de Ipanema”) en el Restaurant Novgorod de Altamira, Ccs (2, 3 y 4)",,,1,es,,Ipanema Restaurant 
21,Ipanema Adriano,@ipanema_adriano·2022年6月23日,2022-06-23,Was ist das denn für ein Format mit Big Baba? Besucht er Restaurants?,2,,5,de,,Ipanema Restaurant 
22,Random Restaurant,@_restaurant_bot·2022年6月21日,2022-06-21,"Catupirellapizzas; R. Luiz Gonzaga - R. Domingos Acácio, 78, Santana do Ipanema - AL, 57500-000, Brazil https://google.com/maps/place/?q=place_id:ChIJmz2N08wfBgcR5Vvt8Ejiw3c…",5,41,122,pt,,Ipanema Restaurant 
23,DaveW,@Dave2w2·2022年6月21日,2022-06-21,When we went to Rio we ate in the restaurant where he wrote this song. The restaurant and made it a total theme! Menus had lyrics on the back etc. It was actually very good and we had a great time! Later we walked the Ipanema beach on to Copacabana beach!,1,2,3,en,,Ipanema Restaurant 
24,Aaron O'B,@aaronobrien1011·2022年6月19日,2022-06-19,"Random Brazil post; I wonder what the story is behind this little house? It’s appears to be the only low-rise single house along the entire length of Ipanema, all the rest are multi-story apartments, restaurants or hotels. Curious little oddity!",,,2,en,,Ipanema Restaurant 
25,Hospitality Design,@hdmag·2022年6月2日,2022-06-02,Popular New York restaurant Ipanema has reopened 10 blocks south of its original location.,,,1,en,,Ipanema Restaurant 
26,breno,@brenomat·2022年6月1日,2022-06-01,"Brazilian cuisine deserved an amazing restaurant in NYC. It has one now. Fuck, i wouldn’t change a single thing about it. From design, food, drinks and ambiance music. It’s called Ipanema, on 36th and 5th.",2,,4,en,,Ipanema Restaurant 
27,Piggee,@my_piggee·2022年5月26日,2022-05-26,@my_piggee is excited to see these new restaurants enter the #NYC restaurant scene his summer. Led by Brazilian hotspot #Ipanema in Midtown and the LA-based #Gjelina bringing its veggie-centric dishes to NoHo later this summerAlso checkout  #Filegumbobar #beardonut,,,1,en,,Ipanema Restaurant 
28, Gauche Douglas,@douglasboberg·2022年5月25日,2022-05-25,I’m currently sitting in a sushi restaurant waiting for a spicy tuna roll and they’re playing a Muzak version of The Girl from Ipanema. It’s quite calming.,,,1,en,,Ipanema Restaurant 
29,Mike Chau,@mikejchau·2022年5月25日,2022-05-24,"Incredible meal at the gorgeous new @ipanema, must try the Bitoque and Arroz de Pato for sure and the Salame De Chocolate for dessert #ipanema @ Ipanema Brazil Restaurant At 5th Avenue In New York City",,,,en,,Ipanema Restaurant 
30,𝔸𝕝𝕝𝕖𝕟 𝔹𝕠𝕠𝕫,@AllenSmithee94·2022年5月23日,2022-05-23,The Grill from Ipanema is a beautiful name for a Brazilian restaurant,,,20,en,,Ipanema Restaurant 
31,Luke,@Christianus47·2022年5月18日,2022-05-18,It's called Ipanema. It's just a local restaurant the vibe is so good there I love it,1,,,en,,Ipanema Restaurant 
32,Rebecca ,@Rebeccah_aguire·2022年5月15日,2022-05-15,"Unwanted opinion. I hate when wine glasses are filled all the way to the top. Anywho I shopped, I had boba, I’m now at dinner having wine and “the girl from ipanema” is playing at the restaurant. I’ll die happy now",,,,en,,Ipanema Restaurant 
33,Marloes Swinkels,@LoesLearn·2022年5月11日,2022-05-11,"Productieve dagen achter de rug met team Ria Joosten Smaak, Sfeer & Meer. Gisteren kernteam van Ipanema restaurant in het Bonnefanten museum Maastricht. Tevens te boeken voor evenementen. Hoe werk je fijn samen? Waar zit de klik en waar schuurt het? Van…",,,,nl,,Ipanema Restaurant 
34,Ipanema Adriano,@ipanema_adriano·2022年5月7日,2022-05-07,"Das wäre ja so, als würde man einen Tisch in einem 3 Sterne Restaurant reservieren und weil man zu früh da ist noch schnell einen Döner futtern.",,,5,de,,Ipanema Restaurant 
35,Admiral Restraint,@dark_neverland·2022年5月7日,2022-05-07,"If I say ""island jazz"" would you guess the sounds or vibes? Think similar to original ""Girl From Ipanema"".Cuz I don't know what to call it but the restaurant I'm in is playing island jazz but they're cover songs. Just heard a pleasant rendition of Every Rose Has Its Thorn",,,2,en,,Ipanema Restaurant 
36,@tangerine_arab,@tangerine_arab·2022年5月4日,2022-05-04,No! Went for a drink there but stayed further along Copcabana… if I remember rightly good bars / restaurants in Leblon & Ipanema areas… have a good one!,1,,1,en,,Ipanema Restaurant 
37,ny_jobs_bot,@nyjobsbot1·2022年4月26日,2022-04-26,Ipanema Restaurant is hiring in New York for a Baker. Click now to apply! https://jobs2careers.com/click.php?jid=5d166d17d5edb4ef84998846e&ri=9626c7b9c57e4618b0a3a12e3cb20416&job_loc=New+York%2CNY&q=&spl=KLe3CddOGZM%2FLKEO%3Agiw0Ba2PVzYL7354kmpstA%3D%3D%3APvUfLqbagkKhS2auAvfH1GcOWmd55DPqj124RW6SgzNS8uOun8xKO6xFo9pZ3sTCBCJKv5%2BMDg0JHI2l%2BUAmmhAl4HgL15CjvpcTmVPqND3BLVy5e5Znyr0An03jbf35EULvGYIAdeKyKb4nGyMc&encrypt=0&l=new+york%2C+ny…#newyork #NYC #bhfyp #motivation #vacancy #staffing,,,,en,,Ipanema Restaurant 
38,T C,@TC90199906·2022年4月14日,2022-04-14,"Last I recall, there's the Ipanema Tower and the Masquerade Tower. IMO, Ipanema is the better tower, closer to restaurants, rideshare, shuttle, etc. Masquerade is closer to east side self park, Chippendales, KISS mini golf. Stayed there for nearly a decade (01-'11?). Sketchy now",1,,5,en,,Ipanema Restaurant 
39,science versus the world,@logic_no_bull·2022年4月11日,2022-04-11,"On the trip we stayed with her father’s mother in Rio, visited her other grandmother in Rio, her father’s brother, mother’s sister on New Year’s Eve in a high rise apt overlooking Ipanema, dinner at a restaurant at the end of Ipanema, a concert at a famous hall, 2/",1,,,en,,Ipanema Restaurant 
40,bitch du jour ,@bitchdujour·2022年4月8日,2022-04-08,I used to live right outside of Carytown in the Fan. Lots of good restaurants over there these days; we pop over every couple of weeks. And yes I’d hit pretty much everything on the Ipanema menu!!,1,,1,en,,Ipanema Restaurant 
41,Jay Dias,@JayJr1121·2022年3月30日,2022-03-30,The Girl from Ipanema takes me back to Rio and every time I hear it it brings chills down my spine. Can’t wait to be back and enjoy some Caipirinhas and live music at the many bars and restaurants along the Calçadão of Rio. #ExpediaChat #Sweepstakes,,,,en,,Ipanema Restaurant 
42,Ann J.A ,@anjoaparicio·2022年3月28日,2022-03-28,"Dicen que el dinero no es la felicidad pero en Instagram no salen de un buen restaurant , de los probadores de Zara , H&M de viajes a ipanema , tulum  O solo lo dicen para despistar?",,,4,es,,Ipanema Restaurant 
43,✷ 𝔡𝔶𝔩𝔞𝔫 𝔱𝔲𝔭𝔭𝔢𝔯 𝔯𝔲𝔭𝔢𝔯𝔱 ✷,@dylanrupert·2022年3月24日,2022-03-24,"there's a restaurant in seattle that's right by my dad's apartment called ""the grill from ipanema""",1,,1,en,,Ipanema Restaurant 
44,Travel Advisor Extraordinaire,@RainbowVoyages·2022年3月16日,2022-03-16,NYC’s Most Anticipated Restaurant Openings of Spring 2022 https://ny.eater.com/2022/3/16/22967892/best-new-restaurants-nyc-spring-2022-anticipated-openings?utm_campaign=ny.eater&utm_content=entry&utm_medium=social&utm_source=twitter… via @EaterNY #NYC #dining #food #Ipanema  - Brazilian Ipanema returns to midtown with some exciting enhancements,,,,en,,Ipanema Restaurant 
45,Paddy Briggs,@PaddyBriggs·2022年3月12日,2022-03-12,Do “Girl from Ipanema” I twice emptied restaurants with my rendition.,,,3,en,,Ipanema Restaurant 
46,Be Truthful,@coastalguy·2022年3月7日,2022-03-07,Some years since I was there. It a busy city with a curious air of menace about it. Taxis are the best form of travel. Some great restaurants tho maybe not the place to go for an evening walk. The stations along the front define who is there. I think station 8-9 in Ipanema is ga,,,,en,,Ipanema Restaurant 
47,NattyBowditch,@AgtOceans·2022年3月6日,2022-03-05,Used to drink at Garota de Ipanema Bar where Jobim wrote the song.  It was a neighborhood bar then.  Place is a restaurant now.,,,4,en,,Ipanema Restaurant 
48,Knox Overstreet,@Deadtown_Nothin·2022年3月5日,2022-03-05,"There's a restaurant in Seattle called The Grill From Ipanema, I heavily recommend you scope it out next time you're out this way",,,2,en,,Ipanema Restaurant 
49,FijiBoo,@princesschotih1·2022年3月3日,2022-03-03,"To the Arab lady that was blatantly rude to me in Ipanema Restaurant. When you arrogantly called me Filipana because you thought I was staring at you P.s I wasnt, you were in my line of sight when I was talking to my friend in the same table. (pote) Even though my friends were..",1,,1,en,,Ipanema Restaurant 
50,Joe Dillon M.B.E.,@joffocakes·2022年2月5日,2022-02-04,"Her name is SEO and sheBrazil is a bustling country with life and character. It's said that the best way to experience this culture is to visit a beach in Copacabana or Ipanema, assist a samba rehearsal, go to carnival, go to a restaurant with communal tables, or take part...",1,2,6,en,,Ipanema Restaurant 
51,Helena Ereditsh Dr,@ereditsh·2022年1月29日,2022-01-29,"Continuing on westward from Copacabana's four-kilometer strand, the beaches of Ipanema and Leblon are separated by the Jardim de Alá Canal, which drains the lagoon, Lagoa Rodrigo de Freitas. Along the seafront promenade are large hotels, sidewalk cafés, and restaurants.",,3,6,en,,Ipanema Restaurant 
52,BentoBox,@get_bento·2022年1月28日,2022-01-28,"Ipanema, which was on @Eater's Most Anticipated Restaurant Openings of 2022 list! Congrats!",1,,,en,,Ipanema Restaurant 
53,Anna Pereira,@AnnaPereiraDesi·2022年1月24日,2022-01-24,Great afternoon  #riodejaneiro #ipanema Vinicius restaurant # https://instagram.com/annapereiraofficial/p/CZHxdt0p9gN/?utm_medium=twitter…,,,,en,,Ipanema Restaurant 
54,Ipanema Adriano,@ipanema_adriano·2022年1月1日,2022-01-01,Mann kommt wütend ins Restaurant: Mein Gott!!! Welches blöde Arschloch hat mit seinem Motorrad mein Auto zugepar-Alle am Tisch:,5,10,293,de,,Ipanema Restaurant 
55,tanzil,@only_tanz·2021年12月28日,2021-12-28,saw a restaurant in DC called “the grill from ipanema” and I’m gonna be thinking about that for the rest of my life,,,6,en,,Ipanema Restaurant 
56,Leesa Charlotte,@leesacharlotte·2021年12月24日,2021-12-24,I was once in a restaurant where they had a 10 minute version of “girl from Ipanema” on a loop,,,3,en,,Ipanema Restaurant 
57,Gary Thurner,@GaryThurner·2021年12月10日,2021-12-10,"Ah, that makes sense. I’m in Ipanema, and other than the first night it went into effect, we haven’t been asked to show our cards in another bar or restaurant, even the gym.",1,,,en,,Ipanema Restaurant 
58,Ben,@kkbb087·2021年11月4日,2021-11-04,Ipanema definitely seconded for vegan food. But there's a lot of vegan options at restaurants in general as Richmond is a very vegan friendly place. Deep Groove for records and @unpluggedrva for a board game cafe (they just opened and look awesome),,,1,en,,Ipanema Restaurant 
59,Toilography,@toilography·2021年10月30日,2021-10-30,Hexagonal tiles at this Greek restaurant in Ipanema,,1,2,en,,Ipanema Restaurant 
60,Gary Thurner,@GaryThurner·2021年10月20日,2021-10-20,"Ah. But not far off then. Awesome view, great restaurants and night life. We’re in Ipanema.",,,1,en,,Ipanema Restaurant 
61,Assil Diab,@sudalove_·2021年10月16日,2021-10-16,#Brazilian #street #Art for #Latin Street #food carts & menus at #ipanema restaurant at @MMarquisDoha,,3,6,en,,Ipanema Restaurant 
62,Kate Nichols,@KateSolomson·2021年10月13日,2021-10-13,Yes! I’m from there. I miss the Ipanema Cafe and used to hang out at Braza a lot. I missed all of the different ethnic restaurants in CT. There’s nothing here in the DC suburbs,,,5,en,,Ipanema Restaurant 
63,Santiago García-Couto,@sgc_econ·2021年10月12日,2021-10-12,I forgot to say that this was taken at Ipanema Restaurant in Doha. I am quite sure that the owners are Qataris but the chef is definitely Brazilian.,,,2,en,,Ipanema Restaurant 
64,Emma Lewis,@Petchary·2021年9月13日,2021-09-13,"I remember #Ipanema, eating in the restaurant where Jobim (reportedly) composed that song on a paper napkin...  I also bought a Ronaldo jersey from a vendor outside for our son. Brazilian Ronaldo!",,,,en,,Ipanema Restaurant 
65,Steven Adam Martin,@earthhope2100·2021年9月12日,2021-09-12,"""Ipanema Beach, the stretch of white sand on Rio's coast...is considered the [city's crown jewel]. The area surrounding it is one of the [city's] wealthiest neighborhoods...and...filled with upscale boutiques and restaurants."" #Rio #Brasil #Brazil",,,,en,,Ipanema Restaurant 
66,www.rafaelfieri.com,@rafafier·2021年9月6日,2021-09-06,Lunch time with my friends in my favorite restaurant Italian food @posimozzaemare #Ipanema #riodejaneiro  em Posì Mozza & Mare https://instagram.com/p/CTfgjGjLmulD93CUtLGWL6Tl0Jvl9FIdmq1QUU0/?utm_medium=twitter…,,,,en,,Ipanema Restaurant 
67,Typ aus der Mitte der Gesellschaft,@SwaggerSpongeB·2021年8月30日,2021-08-30,"Gebe immer nur Trinkgeld im Restaurant  für den Service  und dann auch gerne etwas mehr. Aber gebe doch kein Geld, dass jemand seinen Job macht und ein Paket abgibt.Friseur nimmt sich mehr Zeit oder macht es sehr gut = Trinkgeld. Service aufmerksam= Trinkgeld. Nur Auto fahren ne",,,,de,,Ipanema Restaurant 
68,Thomas Wilde,@stolisomancer·2021年8月30日,2021-08-30,"I think the ownership at Ipanema are immigrants, not Americans fronting.I'll ask around for more suggestions. Most of what I know in Seattle are street food places, not fancy restaurants.",1,,1,en,,Ipanema Restaurant 
69,Dave Mensah,@davemenz·2021年8月10日,2021-08-09,I’ve been meaning to try out Grill from Ipanema here in DC. That $35 restaurant week deal looks great!,,,,en,,Ipanema Restaurant 
70,Tribuna Newspaper,@TribunaCT·2021年8月9日,2021-08-09,Ipanema Restaurant Brings the Brazilian Cuisine Flair to Fairfield County.Read more: https://bit.ly/3jH3gPx,,,,en,,Ipanema Restaurant 
71,fox | tlou spoilers; 41,@minasmorguI·2021年8月7日,2021-08-07,so there's this restaurant with a transparent ipanema pic on the door...,,,1,en,,Ipanema Restaurant 
72,MOSTRA JAZZ TORTOSA,@jazztortosa·2021年7月25日,2021-07-25,"The Guys from Ipanema a la XXVIII @jazztortosa Dimecres 4 d’agost a les 21:30h Terrassa Restaurant Cocteleria Xapla, Passeig de l’Ebre, 2 (Barri de Ferreries). @PereLoewe  @EduFernandez @MarcRiera @JoanSubirats @tortosacultura",,1,2,ca,,Ipanema Restaurant 
73,Adams Morgan BID,@AdMoBID·2021年7月13日,2021-07-13,"Be sure to get a jumpstart on your reservations and book at these amazing #AdamsMorgan restaurants: The Grill From Ipanema, @MintwoodPlaceDC, and Shibuya Eatery! Learn more here. https://ramw.org/restaurantweek",,,,en,,Ipanema Restaurant 
74,K㋐θmit (Top 0.1% of catdads),@00ff00_Will·2021年7月4日,2021-07-04,You dont really realize how much of an insufferable art snob you are until you're at a nice restaurant and hear 1) fly me to the moon and 2) girl from Ipanema and start talking about the history of every version of fly me to the moon (like how Sinatra's is associated w/apollo),1,,5,en,,Ipanema Restaurant 
75,dd,@mxpiggy666·2021年7月3日,2021-07-03,"for richmond food/drinks/coffee ~ ipanema (the mostly veg and v gay restaurant with karaoke), saison market, wpa bakery, sub rosa, and blanchards :-) maymont is a beautiful park with HUGE magnolia trees, and anywhere along the powhatan river is a fun place to hang",1,,1,en,,Ipanema Restaurant 
76,Aprendan que Todos mienten...,@JokerAbarca·2021年6月30日,2021-06-30,Ya dijeron Chica de Ipanema??? Cuando fuimos estuvimos en el restaurant de dónde salió la canción.... Maravilloso,,,,es,,Ipanema Restaurant 
77,ATLfan24,@ATLfan2415·2021年6月28日,2021-06-28,"Early 90s, in college at GA Southern. I worked at this family-owned restaurant. They had a Muzak system (aka ""elevator music""). I used to hear this song a lot. Also, The Girl From Ipanema...because that was apparently a Muzak staple.",,,1,en,,Ipanema Restaurant 
78,DaveW,@Dave2w2·2021年6月26日,2021-06-26,"There's a restaurant in Ipanema which makes it's living on the fact that the song was written in the dining room there. Not far from the beach, pretty good pizza! Lots of bling celebrating the earthshattering event! It was fun being there!",,1,5,en,,Ipanema Restaurant 
79,Berko Next Door,@berks57·2021年6月11日,2021-06-11,Ich Sitz gerade  in Restaurant und der Typ neben mir fragt Kellner welcher cocktail erfrischend ist und der sagt ihm: Ipanema daraufhin sagt seine Perle da ist Rohrzucker drin das magst du nicht | alter ich will auch eine die mir sagt dass ich kein Rohrzucker mag,2,,10,de,,Ipanema Restaurant 
80,Volker Putt ,@DerVolkerPutt·2021年6月4日,2021-06-04,Kenne keinen über 16+ (kenne nur Lehrlinge) die Bushido jemals gehört haben. Das Ding ist durch wie Steaks bei „Rosins Restaurants“ beim testessen,,,,de,,Ipanema Restaurant 
81,Polygloss - language app,@polyglossapp·2021年6月3日,2021-06-03,"I'm not living in Rio anymore but let me know if you ever go, I can give you some tips of nice restaurants and good spots with great views. My favourite spot was watching the sunset at Pedra do Arpoador in Ipanema. There's great cheap caipirinhas in the nearby kiosk too.",,,,en,,Ipanema Restaurant 
82,Huey,@danaergeschenk_·2021年6月2日,2021-06-01,"""Abhebungen"" auch geile Kategorie hahaha.Er hat darunter ja noch Bars & Restaurants angegeben...dafür gibt er so viel aus wie sonst für Lebensmittel... Junge junge.",,,1,de,,Ipanema Restaurant 
83,XpatLoop News Hungary,@XpatLoop·2021年5月17日,2021-05-17,#Ipanema Restaurant In #Budapest Unveiledhttp://xpatloop.com/channels/2021/specials/ipanema-restaurant-in-budapest-unveiled.html…,,,,en,,Ipanema Restaurant 
84,Tina K,@Tina_Krogh·2021年5月16日,2021-05-16,"En fantastisk ceviche på en uterestaurant i Rio en kveld i regnvær. På fortauet like ved spilte en gatemusikant ""a girl in Ipanema"" på saksofon... Magisk!Gjenoppleve alt sammen når jeg smakte en like god ceviche på en restaurant i Tromsø en vinter noen år senere",1,,1,no,,Ipanema Restaurant 
85,New York Portuguese American Leadership Conference,@NYPortuguese·2021年5月15日,2021-05-15,"#NYPALCTVmagazine episode III -  ""People Helping People, NY'; visit the Portuguese Club of Jamaica; meet neurosurgeon @danilosilvamd at @phelpshospital and the living legend Alfredo Pedro, owner of the Ipanema restaurant and Carvi Hotels (NY & PT)",,,1,en,,Ipanema Restaurant 
86,Jennifer Curtin,@jennifer_curtin·2021年5月11日,2021-05-11,Indulging big time with mama at #BrazilianFlameBG (my bro’s restaurant on the #GoldCoast) - eating fried desserts and listening to ‘the girl from Ipanema’ - my little bit of #Heaven,1,,9,en,,Ipanema Restaurant 
87,ba,@saturnineba·2021年4月18日,2021-04-18,"I was just at a restaurant that was playing an album of downtempo covers. Between the Nirvana cover and the rolling stones cover was a cover of Girl From Ipanema. How do you think you can pull off a downtempo cover of Girl From Ipanema, the platonic ideal of a downtempo song?!?",,,2,en,,Ipanema Restaurant 
88,John Houser III,@Rouxde·2021年4月8日,2021-04-08,We are at the grill from ipanema a few years ago because we went on a mini vacay weekend to dc and it was around the corner from where we were staying. It was a great little restaurant.,,,1,en,,Ipanema Restaurant 
89,Mid,@Elmidou·2021年4月5日,2021-04-05,"Go to Rio de Janeiro. In Ipanema you get the beach, the music, the sunset, the jungle and the best restaurants. What else can a dog wish for?",,,13,en,,Ipanema Restaurant 
90,Emma Lewis,@Petchary·2021年3月30日,2021-03-30,"Oh yes - I know Bebel and saw her in concert once. I also ate at the restaurant in Ipanema where Gilberto reportedly composed the song on a paper napkin! Just remembered. There’s a nice little record shop a little further up the street, where I made some purchases!",1,,1,en,,Ipanema Restaurant 
91,Imminent Global News,@imminent_news·2021年3月22日,2021-03-22,"Barraqueiros, bar and restaurant merchants, kiosqueiros and event organizers unite in protest, in Ipanema, against the restrictive measures adopted by the City of Rio.Credit: Disclosure #ODia #brazil #mostshared",,,1,en,,Ipanema Restaurant 
92,Kjell S. Moss ,@kjellsm·2021年3月15日,2021-03-15,"For the first time during the one-year pandemic, there is a curfew at night, and once again bars and restaurants along the famous beaches of Copacabana and Ipanema are strict.",1,,,en,,Ipanema Restaurant 
93,paulo dos santos gomes,@paulodossanto16·2021年2月23日,2021-02-23,"Vanilson um dos mais jovens empresário, fazendeiro e proprietário da rede de atacados e varejo da impressa Bazar Ipanema e a sua excelentíssima esposa Dra, Carla Zacca proprietária e administradora da mesma; num brinde com amigo Pap´s, para confraternizar a saúde, Ritz restaurant",,,,pt,,Ipanema Restaurant 
94,Mark Cohen,@mpcsh_·2021年2月1日,2021-02-01,"@its_adamneely I just passed a restaurant called ""the grill from ipanema""",,,,en,,Ipanema Restaurant 
95,TheGrillFromIpanema,@tgfromipanema·2021年1月26日,2021-01-26,Join us for DC Restaurant week! @grillfromipanema @ The Grill from Ipanema,,,,en,,Ipanema Restaurant 
96,TessaMero.eth / tessa.lens,@TessaMero·2021年1月20日,2021-01-20,"I have literally researched the best steak house possible as I like to treat myself occasionally :) it’s came down to John Howie Steak Restaurant. My #1 fave place! It’s in Bellevue though. If Seattle, a big fan of Ipanema as it is fun Brazilian style :)",1,,2,en,,Ipanema Restaurant 
97,Queen B ,@falloncridley·2021年1月12日,2021-01-12,"Copacabana is overrated... for the best beaches, go to Barra da Tijuca, which is more secluded and it’s where the rich people live so the beach and the skyline are a lot prettier! My fav is actually Ipanema cuz of all the bars and restaurants but Leblon has all the hot guys!!",1,,2,en,,Ipanema Restaurant 
98,María Teresa Torres (Apruebo / CC),@Mariate18·2021年1月5日,2021-01-05,"Cuando muy joven, cenar en el restaurant que había en la terraza con piscina del Hotel Carrera. Hace poco, alojarme, con mis dos nietos, en el Río Othon Palace, en la Playa de Ipanema.",,,1,es,,Ipanema Restaurant 
99,Rafaei Emilio,@raffvial·2021年1月3日,2021-01-03,I'm at Ipanema Restaurant in Bavaro https://swarmapp.com/c/ilkGH4T8WQS,,,,ca,,Ipanema Restaurant 
100,Ipanema Adriano,@ipanema_adriano·2020年12月31日,2020-12-31,"Er ist schon mal schnell ins Restaurant und hat bestellt, damit es schneller geht.",,,15,de,,Ipanema Restaurant 
101,maria corazone,@coryNY413·2020年12月10日,2020-12-10,"@D_Morgado shared lunch with Portuguese group at  #ipanemarestaurant in NY December 2015 pics by @portugalnyc Ipanema restaurant has since reopened in Norwalk, CT#diogomorgado",1,,3,en,,Ipanema Restaurant 
