,Name,User_name,Date,Content,Comments,Forward,Like,language,1,Restaurant
18, Le Dinguologue,@Dinguologue·2022年12月7日,2022-12-07,"Question : si les grandes usines n’ont plus les marges suffisantes pour opérer alors que leur taille leur permet d’être très productives, comment nos petite industries vont elles survivre ? Ça va être une boucherie",,,6,fr,,Petite Boucherie
19,kim,@kvcpl·2022年12月4日,2022-12-04,Ma petite boucherie ferme définitivement ses portes ! Le coût de l’énergie a eu raison d’elle #jesuistristesse,2,,4,fr,,Petite Boucherie
20,HyiouBear ,@HyiouBear·2022年12月1日,2022-12-01,Un kit nanoleaf pour remplacer ma petite lampe de bureau d'appoint,,,,fr,,Petite Boucherie
21,Cergy_tu_connais,@asma8772053743·2022年12月1日,2022-12-01,Huile d'olive dans une petite assiette. Au milieu tu met un peu d'harissa. Tu manges le tout avec du pain rebeu de la boucherie halal,1,,1,fr,,Petite Boucherie
22,Lem0ncurD,@Lem0n_Curd·2022年12月1日,2022-12-01,Oh le message qui pope quand le réparateur vient ce soir pour check up le pc et éventuellement donner des pistes pour l'upgrade. Du couuuup ça partira dans la petite tour ! Où pour un écran.,,,,fr,,Petite Boucherie
23,Keep brokenness in the basement,@Rima_pgb416ovo·2022年11月30日,2022-11-30,"J’avais réussi à négocier ma toute petite chèvre à 100€, le but c’était de faire des BBQ.. bref j’ai du partagé la bête jusqu’à en avoir pour 2 SACHETS (J’ai soufflé, un plus jamais or que j’prevoyais de faire 1/mois) c’que pouvais avoir à la boucherie pour 12€.",,,,fr,,Petite Boucherie
24,Khai. ,@sumtimw0ng·2022年11月30日,2022-11-30,"Mmm, la tourtière Automne x boucherie Petite-Patrie",,,,fr,,Petite Boucherie
25,soze,@kimoleprolo·2022年11月30日,2022-11-30,"non mais ecoute, t'es une sombre merde qui aime parler de ce qu'elle ne connait pas, oui je te prend de haut petite pute, maintenant si tu veux des preuves du tournage je m'en ferais une joie, deuxiemement sombre abrutis, une fiche technique d'un film en preparation n'es jamais",4,,,fr,,Petite Boucherie
26,ⓩ Papyrus ⓩ,@Papyrus23170·2022年11月29日,2022-11-29,C'est de la boucherieMoi sans sutures seulement miel artisanale et hop jolie petite cicatrice,,,1,fr,,Petite Boucherie
27,Gérard Lo Monaco,@monaco_gerard·2022年11月29日,2022-11-29,"Dedication on Saturday 3rd December at 4 p.m. at bookstore La Petite Boucherie, 65 Rue Monge Paris 5pop-up book ""Voyage en Mer"" ""A Sea VoyageMusic @cedromarina @thamesandhudson @heliumeditions",,,,fr,,Petite Boucherie
28,JEYBPRONOS ,@JeybProno·2022年11月29日,2022-11-29,Sur le premier match ils ont fait de la boucherie et contre l’Allemagne ils ont montrer qu’il savent attaquer et défendre contre les grosse équipes pour moi ils ont taper fort pour cette CDM hormis la France mais la France a jouer des petite équipes donc bon,4,,8,fr,,Petite Boucherie
29,Mémoire2Ville,@Memoire2cite·2022年11月29日,2022-11-29,ACTU Commerces Boucherie Charcuterie... Ma Petite Entreprise (inflation crise..) Alain Bashung https://youtube.com/watch?v=g5fHH5uveN0…,,4,12,fr,,Petite Boucherie
30,Luc Streignard,@minerve23·2022年11月28日,2022-11-28,j'en ai 10 de moins et je ne vais plus aux enterrement tant j'y ai droit ...du pote d'école se faisait trucider au couteau de boucherie à l ex petite copine devenue juste copine depuis 20ans qui se suicide le dernier c'était mon cousin eurasien de 22ans retrouvé battu à mort ...,,,,fr,,Petite Boucherie
31,DiabolikLotus,@Lotus313·2022年11月25日,2022-11-25,@holysquad_fr @La_boucherie_DJ encore une petite commande,1,1,4,fr,,Petite Boucherie
32,L'ÉQUIPE de Greg,@lequipedegreg·2022年11月14日,2022-11-14,"La Petite Lucarne France-Afrique du Sud, c'était une véritable boucherie @FranceRugby #EDG",1,8,57,fr,,Petite Boucherie
33,Vincent Despax,@VinceGers·2022年11月12日,2022-11-12,"Une petite question : le match France/Nouvelle-Zélande de 1986, surnommé la boucherie de Nantes, c’était un film à l’eau de rose comparé à la bataille de ce soir (qui heureusement ne s’est pas déroulée un 11 novembre, ça aurait été un non sens …) ?",1,,,fr,,Petite Boucherie
34,rtt56,@RttRenaud·2022年11月12日,2022-11-12,"merci j'allais le mettre. Le souci c'est que personnes s'est levé tôt pour regarder une ""petite"" finale, on vu le score lourd et n'ont peux être pas regarder la méga finale car ""l'EDF"" ne jouait pas. Là, c'était une boucherie quand même",,,1,fr,,Petite Boucherie
35,Julie Chiasson,@JulieChiasson6·2022年11月12日,2022-11-12,"Pour la viande, j'en mange pas tellement en partant. Moi aussi je vais acheter ma viande chez une boucherie locale. Davantage de variété et en plus petite portion.",,,,fr,,Petite Boucherie
36,La mouche du coach,@lamoucheduc0ach·2022年11月11日,2022-11-11,"Et petite parenthèse, quand on voit l'épuisement des joueurs, les crampes, les blessures...Cette cdm on novembre, sur un temps très court à mi-saison peut faire très malLes sélectionnés reprendront fin décembre.Cette saison peut vraiment être une boucherie pour les joueurs",2,,26,fr,,Petite Boucherie
37,Ilfautledire,@pierreelite2010·2022年11月11日,2022-11-11,Qu il commence par construire une petite mosquée à côté de son vignoble et ensuite ils viendront tous seulsGérard se mettra au halal et détruira sa vigne pour agrandir la mosquée faire un parking et une boucherie halal et quelques commerces ethniques,,,,fr,,Petite Boucherie
38,Volatile technoscientiste,@SullenSeagull·2022年11月11日,2022-11-11,"Avec la probable boucherie de cette nuit à Kherson, j'entends déjà monter la petite musique du « salauds d'Ukrainiens, massacrer des milliers de soldats sans défense et les pousser à se jeter dans le fleuve ».Mais allez bien vous faire cuire le cul ouais.",3,2,55,fr,,Petite Boucherie
39,Australia Micke ,@AustraliaMicke·2022年11月8日,2022-11-08,"Petite gourde ,bourgeoise blanche   tu es courageuse tu vas devant une boucherie  tu cries fort... plus de viande halal en France...ont va voir combien de temps tu vas resté devant..par précaution porte un foulard ça embellie.",,1,3,fr,,Petite Boucherie
40,Est-ce que ce monde est sérieux ?,@allard_sol·2022年11月8日,2022-11-08,@TheSoundOfAnim2 est une association thaïlandaise qui sauve et protège des chiens promis à la boucherie . Mickael et son équipe veillent et nourrissent 1000 laissés pour compte.Une petite asso capable de grands sauvetages .(ARWEN sauvé par Mickaël ),4,15,31,fr,,Petite Boucherie
41,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年11月6日,2022-11-06,"Ah mais même hors event s'il faut haha, ma petite crème de café Kappa",,,1,fr,,Petite Boucherie
42,Merlin Philippe,@merlinpapin3·2022年11月5日,2022-11-05,Part 2Pascal et sa femme Sophie tiennent une petite boucherie de quartier depuis une vingtaine d'années. Sophie tient avec beaucoup d'amour ses clients à la caisse et Vincent découpe la viande soigneusement sélectionnée avec tout autant d'amour.,1,,4,fr,,Petite Boucherie
43,Kevkevko,@Kevkevk0·2022年11月3日,2022-11-03,Envie d'une petite boucherie ? C'est par ici ! Headshot into enchainement de quickscope #MW2,,,1,fr,,Petite Boucherie
44,nicolas,@nicolas7891·2022年11月2日,2022-11-02,Une petite soirée horreur je dis pas non !,,,,fr,,Petite Boucherie
45,The_Footix,@The_FootixShow·2022年10月24日,2022-10-24,C’est comme le train de boost moi j’en profite mais pk ne pas le laisser au plus petite chaîne ? Je voie des gars à 5k l’avoir mdrrr ca n’a aucun sens,1,,2,fr,,Petite Boucherie
46,"le loup celeste, ciné/blu-ray ",@leloupceleste·2022年10月24日,2022-10-24,Petite boucherie entre amis...#EvilDead (2013) en #4KUltraHD  via @ShoutFactory.,1,,2,fr,,Petite Boucherie
47,きき@,@kiki_95ny·2022年10月23日,2022-10-23,珍しく夫のリクエストがあり(いつもは私の行きたいところについてきてくれるor私に調べさせる)リピートのPetite Boucherieヨーロッパ旅行の話をして楽しい時間を過ごせました,1,,19,ja,,Petite Boucherie
48,F. Dbc,@FlorianDubuc1·2022年10月22日,2022-10-22,@La_boucherie_DJ Hâte de goûter cette petite merveille,,,1,fr,,Petite Boucherie
49,TontonJuular,@TontonJuular·2022年10月21日,2022-10-21,"Très sympa en effet, ça tranchait et découpait à tout va, une vraie petite boucherie-charcuterie !",,,1,fr,,Petite Boucherie
50,TTourou ,@TTourou·2022年10月20日,2022-10-20,"Oui, la petite a 18 mois, je suis bien remise, merci Et l'équipe était super, ça aide bc à surmonter la partie ""boucherie""",1,,1,fr,,Petite Boucherie
51,HyiouBear ,@HyiouBear·2022年10月19日,2022-10-19,"Plus si petite que ça la boucherie au fil des ans mais clairement pour ceux qui aiment participer à un stream et avec une communauté comme on en fait peu, @La_boucherie_DJ sans hésiter !",1,,1,fr,,Petite Boucherie
52,Alexander Prym,@AlexanderPrym·2022年10月19日,2022-10-19,6000 Euro/mois pour une petite boucherie rien qu'en électricité (malgré des panneaux photovoltaïques),2,1,7,fr,,Petite Boucherie
53,LeFooding,@LeFooding·2022年10月18日,2022-10-18,"PETITE ANNONCEÀ Paris, La Boucherie Grégoire du chef Antonin Bonnet renaît de ses cendres pour devenir un bar à vins et assiettes canailles ! À dévorer du jeudi au lundi de 17h30 à 22h30. Plus d'infos ici  http://rebrand.ly/actus",,,4,fr,,Petite Boucherie
54,Bellla Ornot,@BellaOrnot·2022年10月18日,2022-10-18,Ah OK on ne faut pas de boucherie ...juste de la charcuterie ...,,,,fr,,Petite Boucherie
55,Coco,@Kristaline50·2022年10月18日,2022-10-17,"..ils utiliserons tout les subterfuges à leur disposition pour imposer leur religion. Bientôt il n'y aura plus de boucherie non hallal, ce qui est déjà un scandale, et bientôt ils sacrifier ont le mouton sur la place publique ! La petite fille a eu le malheur..",1,,,fr,,Petite Boucherie
56,Arnaud,@Arnaud49179900·2022年10月17日,2022-10-17,"Mettre ces deux ordures dans une pièce avec le père de cette petite, qu il les massacre, que ce soit une putain de boucherie...",1,,1,fr,,Petite Boucherie
57,Lisa,@HarrerTomi·2022年10月17日,2022-10-16,"I have been to Boucherie West Village twice, I prefer West Village to be more cosy, but both are beautiful, it also has Union Square and the same menu as Petite Boucherie in West Village",,,,en,,Petite Boucherie
58,MaianDoubleUnderscore,@Maian___·2022年10月16日,2022-10-16,"Bonjour, je participe au giveaway et j'invite ma bro @Maian___ car elle mérite grave de ne rien gagner cette petite merde",1,,4,fr,,Petite Boucherie
59,Lineoge,@Lineoge·2022年10月16日,2022-10-16,"Je participe ! Hâte de rien avoir ! Je tag @elonmusk , ça fera un joli cadeau pour mon arrière petite-fille de 10 génération.Merci pour ce cadeau !",,,1,fr,,Petite Boucherie
60,Pasquale Augusto Jr,@pascalinho11·2022年10月15日,2022-10-15,"Pas autant que la petite fille de 2 ans et demi qui a subi des attouchements et par la suite qui a été ASSASSINÉE DE 22 COUPS !!Un enfant de 12 ans ne fait pas ça. Un détraqué le fait et peut le refaire.Et s'il a fait cette boucherie a 12 ans, j'imagine même pas à + de 18 ans",1,,,fr,,Petite Boucherie
61,GREAN,@greann_·2022年10月14日,2022-10-14,"J'ai plein de question, pourquoi il y a une majuscule à Petite et Boucherie, est ce le nom d'un commerce ? Pourquoi la vendre cette boucherie ? Quel est le rapport avec le fait d'être en couple et une boucherie ? Où est le compromis d'ailleurs ? Vraiment cette histoire m'intrigue",1,,3,fr,,Petite Boucherie
62,GREAN,@greann_·2022年10月14日,2022-10-14,Être en couple c'est un bon compromis de vie en ce qui concerne la vente de la Petite Boucherie,1,,3,fr,,Petite Boucherie
63,Ranik,@Ranik32345283·2022年10月13日,2022-10-13,"Dans le film ""Colone Redl""l'archiduc François Ferdinand désolé de la déliquescence de l'empire Austro-hongrois,met en œuvre une conspiration pour faire accepter au peuple une petite guerre qui sauvera l'empire.Des mois plus tard,il est assassiné ,et commence la grande boucherie.",,1,,fr,,Petite Boucherie
64,Luigi follow only the Ferrari,@Raccoon_Baggins·2022年10月12日,2022-10-12,"[SPOILER] #HalloweenEnds ........J’ai pas vu le temps passer, par contre Myers on le voit pas trop. Je m’attendais à une boucherie, un film d’horreur quoi. Mais j’ai quand même lâchée ma petite larme à la fin. Une époque se termine…",,,3,fr,,Petite Boucherie
65,Ilhan,@GSTFIlhan·2022年10月12日,2022-10-12,"Mon moi adolescent le savait déjà. (Je suis à droite sur la photo, dans une petite boucherie de Carlow, Irlande.)Mais plus sérieusement, c’est mon côté gauchiasse qui parle…",,,1,fr,,Petite Boucherie
66,IVAN LUYTEN,@ivan_luyten·2022年10月7日,2022-10-07,"Tarif social aussi pour les coiffeurs,petite restaurant, boulangerie,boucherie enz..entreprise familiale",,1,2,fr,,Petite Boucherie
67,D∆V€ ,@DAMM05·2022年10月6日,2022-10-06,"Afternoon amig@s ! De vuelta y de lleno con la Firma, lunch en La Grande petite Boucheriepor la tarde reunion con el consejo para dar informe detallado de las acciones a realizar en Florida, deseamos a tod@s una exitosa y bendecida tarde y muy buen provecho",4,4,14,es,,Petite Boucherie
68,2i2ou,@zizzouuuu·2022年10月6日,2022-10-06,Si vous voulez avoir un avant goût de ce qui attend cette petite..  très instructif quand ça parle réellement de la boucherie qui les attends,1,2,9,fr,,Petite Boucherie
69, Ruraux Cléments ,@frasanor44·2022年10月5日,2022-10-05,"Comme ça va être collector, je vais l'encadrer et le mettre en valeur, la où il doit être : la plus petite pièce de la maison  .#liberté #ruralité #traditions #elevage #agriculture #chasse #boucherie #viande #L214",,,9,fr,,Petite Boucherie
70,Valentin Lagorio ☨,@LagorioValentin·2022年10月5日,2022-10-05,"C'est censé être la règle mais...dans nos territoires, on doit quand même faire une petite dizaine de kilomètres pour aller chercher son pain.Fini tous les villages garnis de boulangerie et boucherie...Au fait pourquoi du PQ ?",1,,2,fr,,Petite Boucherie
71,Didier Maille,@didier_maille·2022年10月5日,2022-10-05,"@PascalPraud Si quelqu'un connaît le bogoss qui en 1988 à la Rochelle à mis un énorme râteau à la petite Sandrine R. pendant sa boom d'anniversaire...Il faut le prévenir que si elle le retrouve, il va finir accroché à un crochet de boucherie par les gonades",,,1,fr,,Petite Boucherie
72,FRENCH RSS,@french_rss·2022年10月4日,2022-10-04,"Jennifer Prezioso, tendre bouchère https://ift.tt/07sRfmk Boucherie centenaire du quartier Nolita, à New York, Albanese Meats & Poultry aurait pu disparaître avec son propriétaire. C’était compter sans sa petite-fille, qui a quitté son métier de comédienne pour reprendre l’adr…",,,,fr,,Petite Boucherie
73,Delhaye Philippe,@spye2000·2022年9月30日,2022-09-30,"Bien au contraire, rien que sur pattes la bête est appétissante.J´ai la chance de voir pousser des blancs bleus au bout du jardin, que notre petite fille retrouvera sur l’étal de la boucherie à 100m. Elle en salive de voir les bêtes courir.",,,,fr,,Petite Boucherie
74,Likylium,@Likylium·2022年9月29日,2022-09-29,Je ne trouve pas ^^ avec ma petite commu on est super contents de raids des amis et host ensuite. C’est dommage…,1,,,fr,,Petite Boucherie
75,erwan.cr,@CrErwan·2022年9月29日,2022-09-29,La petite boucherie te suffit plus ? On préfère aller voir chez la grande distribution ( Intermarché) ?#AMAB,,,,fr,,Petite Boucherie
76,Mey V Weber,@valdes_meylin·2022年9月29日,2022-09-28,"J’adore que vous encouragez le produits canadiens  je suis si fière de nôtre petite entreprise familiale, La boucherie De la ferme et la ferme laitière: La ferme des sœurs  si vous êtes dans la région vous êtes le bienvenue! #LaBoucherieDeLaFerme #PierrePoilievreForPM",2,1,7,fr,,Petite Boucherie
77,Jimmy,@passemardj·2022年9月28日,2022-09-28,"Une petite pensée pour les conscrits envoyés au front avec 4 jours de formation... Un certain colonel a parlé de ""boucherie"" hier sur BFM",1,,2,fr,,Petite Boucherie
78,sam,@wj6ckson·2022年9月28日,2022-09-28,Oui!!! Normalement je peux mais j'ai peur que jackson ait prévu une petite salle pour le concert... nan parce que s'il joue au bataclan ça va être une boucherie la billetterie mdrr,1,,1,fr,,Petite Boucherie
79,Dame Tartine ,@MarschnerP·2022年9月27日,2022-09-27,"Typique du troll, je suis contre le halal et casher, pauvre petite victime Ah au fait, si on respecte nos lois, les animaux sont abattus dans un abattoir et pas dans une boucherie",,,1,fr,,Petite Boucherie
80,MrsAgrougrou,@MrsAgrougrou·2022年9月27日,2022-09-27,Allez Tenno ! Une petite boucherie ? #Warframe #twitchfr #TwitchStreamers,,1,6,fr,,Petite Boucherie
81,Virginie Debuisson,@VirgoWhallala·2022年9月24日,2022-09-24,Ben évidemment que personne n’a envie de crever dans une guerre. Sauf que la population est en train de se rendre compte que la petite opération militaire est en réalité une invasion et une boucherie,,,,fr,,Petite Boucherie
82,James Keutufey,@ElCascador1603·2022年9月24日,2022-09-24,"Discrimination à l'embauche...En même temps, qui aurait envie d'aller bosser dans une boucherie halal avec eux ?Par contre, ils sont tranquillement en train d'installer leur petite civilisation parmi la nôtre, et ça, quand ce sera trop tard... Ce sera trop tard !",2,3,15,fr,,Petite Boucherie
83,Le Pire,@LePire_666·2022年9月23日,2022-09-23,Est ce qu’envoyer sur le front des personnes mal formées ne va pas etre un pretexte pour une petite frappe tactique ? Sous couvert d’une boucherie dans les rangs des russes…,,,1,fr,,Petite Boucherie
84,patrick fretin,@patrickfretin1·2022年9月23日,2022-09-23,Une femme rentre avec son petit garçon dans une boucherie et demande au boucher !! Mon petit c'est couper le doigt auriez vous une compresse ? Le boucher lui répond.; Ha non ma petite dame par contre j'ai une grosse qu on suce,1,,1,fr,,Petite Boucherie
85,Cécile #ZemmourEric #reconquete,@ARTISTELIBRE_·2022年9月23日,2022-09-23,@morandini_live puis je dire que dans notre petite ville (Istres) on nous a retiré le petit cochon de notre manège !? Dois je développer ? A quand les boucherie interdite de porc ?,,1,,fr,,Petite Boucherie
86,Parigo,@Paris_hier·2022年9月23日,2022-09-23,"Passage de la Petite Boucherie, Paris VIe. Photo Eugène Atget.",,1,10,fr,,Petite Boucherie
87,MrJambon,@MrJambon_·2022年9月23日,2022-09-22,"Oh ça va c'est un lingot,  petite somme pour les partenaires twitch voyons  courage l administratif c'est toujours le bordel !",,,1,fr,,Petite Boucherie
88,andre cossart,@andrecossart17·2022年9月22日,2022-09-22,MONSIEUR LE FACTEUR POUR UN RECOMMANDE A LA PETITE BOUCHERIE DE L’ABBAYE,,,,fr,,Petite Boucherie
89,Par VERITIX !!,@PVeritix·2022年9月19日,2022-09-18,"Qqu'1 a un fichier de tous ces cons? Parce qu'avec ttes les daubes qu'ils avalent, je te colle une petite équipe de commerciaux là dessus et on se fait un gd kif.Une vraie boucherie...",,,,fr,,Petite Boucherie
90,La Logique ,@Lalogique31·2022年9月18日,2022-09-18,"GROS FUN Clermont marque sur penalty 6,00Troyes marque sur penalty 7,00 Les 2 équipes marquent sur penalty 30,00 Mr Brisard à l’arbitrage , un match boucherie en prévision, ça se tente mais bien sûr en petite mise. #Teamparieur",,,1,fr,,Petite Boucherie
91,Crazytown,@Towncrazy8994·2022年9月17日,2022-09-17,"Ben comme ça on va avoir des bergers issus de l immigration et à Callac ils vont avoir la première boucherie hallal, ainsi on va généraliser des villages comme Bonnieres sur Seine. Venez visiter vous allez voir à ce que va ressembler une petite ville franco-arabe merci la mairie",1,,3,fr,,Petite Boucherie
92,Fil De Fer,@FilDeFer48·2022年9月17日,2022-09-17,"C'est une va t'en guerre, ouvrez les yeux parler de paix c'est être pro Poutine, petite madame ? Ça suffit cette boucherie.",,,,fr,,Petite Boucherie
93,Paul Austère,@PaulAustere·2022年9月16日,2022-09-16,"Salut Georges, j'ai trouvé moult images filmées par des soldats d'exactions abominables envers les arméniens, le conflit est réel, ainsi que la boucherie passée sous silence. Pourquoi? Je crois avoir une petite idée...",,,3,fr,,Petite Boucherie
94,Marie Moreau,@MarieMo12768659·2022年9月16日,2022-09-16,"J’habite un tout petit village, et c’est pareil. Petite école élémentaire. Que des étrangers Sans parler des boulangeries qui ont été remplacées par des kebabs et une boucherie halal. Et je vs épargne le courrier de l’école indiquant qu’il n’y aura plus de porc à la cantine…",1,1,2,fr,,Petite Boucherie
95,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年9月15日,2022-09-15,"Le live est déjà coupé oui, mais c'est juste qu'on a terminé Metal:Hellsinger et que je trouvais un peu inutile d'embrayer direct sur The Last of Us pour une petite heure de gameplay, du coup on se réserve une journée full TLOU2 demain !!!",6,,24,fr,,Petite Boucherie
96,Makoto San,@bestparolanto·2022年9月14日,2022-09-14,"L'important c'est de manger de la viande. Peu importe, saucisson, jambon, etc... Il y a des personnes qui considèrent que le saucisson ce n'est pas de la vraie viande. Je trouve cette vision élitiste. Et puis bon on a pas tous une petite boucherie de quartier pour nous conseiller",,,,fr,,Petite Boucherie
97,Winter Cam,@RangerSam·2022年9月13日,2022-09-13,"Au journal il y a une toute petite fille qui a passé sa tête dans la boucherie et qui a crié ""BRAVO GAUTHIER"" et c'était très mignon, voilà.",,,1,fr,,Petite Boucherie
98,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年9月13日,2022-09-13,"Le stream démarre une fois que je suis prêt pour, j'ai tendance à pas rusher le peu de vie perso' que j'ai, du coup je préfère démarrer une petite demi-heure plus tard qu'annoncé plutôt que bâcler mon repas par exemple ;)Donc ça peut démarrer plus tôt, mais rare !",,,,fr,,Petite Boucherie
99,Sylvain Fit,@SylvainFit·2022年9月13日,2022-09-13,"Été 98, Glasgow. On est quelqurs mois après la mort de Lady Diana, la famille royale arrive dans un modeste Super U. Charles et ses enfants vont au rayon boucherie et le prince de galles interroge la petite troupe ""Chipo ou merguez??"".",1,,23,fr,,Petite Boucherie
100,théotime,@theotimetoshine·2022年9月12日,2022-09-12,Petite boucherie du côté de @FCMetz ?,,,1,fr,,Petite Boucherie
101,"mik c'',) ",@ma2keithappen·2022年9月10日,2022-09-10,Business Directory United States | Ma2ke Directory USA: Petite Boucherie | Ma2ke Directory USA https://ma2ke-directory-usa.blogspot.com/2022/09/petite-boucherie-ma2ke-directory-usa.html?spref=tw…,,,,en,,Petite Boucherie
102,LiamDundee,@dundeeliam·2022年9月9日,2022-09-09,"À Poligny (39) une petite boucherie-charcuterie  fait une saucisse ""façon Morteau"" qui n'a pas droit à l'appellation mais qui est magnifique. Malheureusement je n'arrive plus à me souvenir du nom...Alzeimer !? C'est dans le centre ville.",,,1,fr,,Petite Boucherie
103,Nini/R,@VirginieBlin23·2022年9月9日,2022-09-09,"Ouverture de nouveaux commerces : poupée sans visage, boucherie halal, kebab et j'en passe.. Pour finir une belle petite mosquée",,,1,fr,,Petite Boucherie
104,Amine Rahmouni,@AmineRahmouni73·2022年9月9日,2022-09-09,"Exact. C'était une petite boucherie. Des 2 côtés, d'ailleurs.",2,,1,fr,,Petite Boucherie
105,CaptainO,@olivierlaporta·2022年9月7日,2022-09-07,"Petite boutique au -1 du Woluwe Shopping Center, face à une boucherie mais je n’ai plus le nom…",,,,fr,,Petite Boucherie
106,Un footix,@JBColbert12·2022年9月7日,2022-09-07,"Mdrrr heureusement que c'est une petite équipe en face, avec ping pong et kassé on est pas prêt a tenir le ballon.Ca va être une boucherie ce match, zéro construction et tout droit.Si c'est ça le barca que la nouvelle génération veut, sans moi.",1,,,fr,,Petite Boucherie
107,Philippe,@francaislaic·2022年9月7日,2022-09-07,"Les Français sont racistes, voilà le message. Vous remarquerez que le PADAMALGAM ne marche plus. Petite question ! je suis Français mécréant, si je me pointe dans une boucherie Halal, pour du travail, vous pensez que le croyant qui tient la boucherie, va m’embaucher. LOL",4,3,20,fr,,Petite Boucherie
