,Name,User_name,Date,Content,Comments,Forward,Like,language,1,Restaurant
72,Duncan Ndegwa,@_Duncan_Ndegwa·2022年12月31日,2022-12-31,Define what constitutes an emergency for the consulate.,,,,24,en,The Consulate 
73,Yagazie Foundation,@yagaziecharity·2022年12月31日,2022-12-31,"Thanks to H.E. Francisco Luz, H.E. Ivana, Mr. Adeniran Arimoro, other officials of the Brazil Consulate and the Senior Nigerian Naval Officers for honouring this event",,,1,30,en,The Consulate 
74,srnorty,@srnorty·2022年12月31日,2022-12-31,"I've never understood what the significance of having your passport taken away is supposed to be. You know you can just get a temporary one issued at the Consulate if you want to go home, right?",1,,1,206,en,The Consulate 
75,Dawn,@_dawnmontgomery·2022年12月31日,2022-12-31,"The Consulate, St Cecilia, Alluvia at Cheetah, Nan Thai, Two Urban licks, The capital grille, herbal fix, the Optimist, Lyla Lily… and that’s just off the top of my head",5,1,10,"5,776",en,The Consulate 
76,Tawni S. Fears,@TawniTheWriter·2022年12月31日,2022-12-31,The Consulate is one of my top recommendations. They feature a different country every three months. Always amazing.,,1,,"1,055",en,The Consulate 
77,Israel in Dubai ,@IsraelDubai·2022年12月31日,2022-12-31,We at the Consulate-General of #Israel in #Dubai wish you all a happy new year! تتقدم القنصلية العامة لإسرائيل في دبي  بالتهاني والتبريكات بمناسبة حلول رأس السنة الميلادية الجديدة. كل عام وأنتم بألف خير!,3,4,18,"2,532",ar,The Consulate 
78,US Consulate Karachi,@usconsulatekhi·2022年12月31日,2022-12-31,"On behalf of all of us at the U.S. Consulate in Karachi, we wish you a safe, and prosperous #NewYear!We look forward to continuing our cooperation with Pakistani government and people in 2023. #HappyNewYear #NewYear2023",34,29,202,1.5万,en,The Consulate 
79,Tawni S. Fears,@TawniTheWriter·2022年12月31日,2022-12-31,Try The Consulate too if you haven’t and APT 4B.,,1,,154,en,The Consulate 
80,Tawni S. Fears,@TawniTheWriter·2022年12月31日,2022-12-31,The Consulate alone for a global experience. People do just do trendy often.,,,,26,en,The Consulate 
81,Tawni S. Fears,@TawniTheWriter·2022年12月31日,2022-12-31,"I enjoy dining here. Apt 4B, The Consulate, Little Alley Steak, The Woodall, Tribeca Buckhead, Nuevo Laredo. Maybe people will move to the other places. We are fine with that lol.",,,5,192,en,The Consulate 
82,شاخ شاخو,@shakh_shakho·2022年12月31日,2022-12-31,"The only way to overthrow the Islamic Republic is to close the consulate and expel its employees and their families from European countries and countries around the world.Currently, there is a great alliance in European countries that you can take a step in this way",,,,4,en,The Consulate 
83,YALI Network Lagos,@yalinetworklag·2022年12月31日,2022-12-31,"To Mr Will Stevens and the entire US Consulate, thank you for the opportunity to be a part of the vast YALI Network community. @usinnigeriaThank you all for a spectacular 2022. Let's do more in 2023! #YALINetworkLagos#YALI#YALINetwork#Endof2022",,,,17,en,The Consulate 
84,"Australian Consulate-General, Mumbai",@AusCG_Mumbai·2022年12月31日,2022-12-31,#2022 has been a fantastic year here at the  Consulate in #Mumbai. But we’re already excited for what’s to come in #2023! Wishing you & your families a happy & healthy New Year! #AustraliaInMumbai,,,2,393,en,The Consulate 
85,ROBERTO MIRANDA,@TowersegZP·2022年12月31日,2022-12-31,@POTUS   PRESIDENT BIDEN THE AMERICAN CONSULATE IN BRAZIL DENIES A TOURISM VISA FOR A BRAZILIAN WORKER WHO WANTS TO KNOW DISNEY AND LETS IN THE COUNTRY THE WORST GENOCIDE AFTER HITLER THERE IN HIS COUNTRY THIS IS INADMISSIBLE FLEXIBILIZES THE VISA FOR BRAZILIAN WORKERS JA. THANK,,,1,71,en,The Consulate 
86,Ahsan Shafiq,@Ahsan_Shafiq·2022年12月31日,2022-12-31,Dear Pakistani  Consulate in Istanbul … thanks for always taking the lead in making us feel at home #HappyNewYear #Pakistan #Türkiye,1,4,34,"2,874",en,The Consulate 
87,Kim Temi- Mrs Corn Salad⁷ (Military wife era),@____Oyinkansola·2022年12月31日,2022-12-31,"A whole week went by and they still refused to ship it, so I started calling and was getting told the same thing. Mind you, I was also reaching out on Instagram and there was still no luck. Once again, during one of my numerous calls, I was lucky to reach a consulate officer-",1,,1,59,en,The Consulate 
88,Kim Temi- Mrs Corn Salad⁷ (Military wife era),@____Oyinkansola·2022年12月31日,2022-12-31,"During one of my numerous calls, I was lucky to have a consulate officer pick up and I started using “ma” “yes ma” “thank you ma.” She got my info and said she would reach out to the immigration officer. Guess what? About a day after or so, I was told my passport was ready.",1,,1,43,en,The Consulate 
89,Kim Temi- Mrs Corn Salad⁷ (Military wife era),@____Oyinkansola·2022年12月31日,2022-12-31,"Okay, it’s time to talk about my horrible experience at the consulate general of Nigeria, Atlanta. This is going to be a long thread because these people showed me pepper. Avoid that office at all cost please.",3,,16,526,en,The Consulate 
90,Steve Andrews,@SteveAndrew56·2022年12月31日,2022-12-31,"Deploy troops to the border and STOP anyone from entering without proper documentation. Stay in Mexico back in full effect. If you truly need asylum, go about it the right way. Stop at a consulate, there are 9 in Mexico, and apply.",,,,15,en,The Consulate 
91,J.Serge Sasseville (il/lui-he/him),@SergeSasseville·2022年12月31日,2022-12-31,"On this last day of the year, daily ritual in front of @consulate_of. Russian strikes (20 missiles) have targeted several areas of Ukraine today, including the capital Kyiv, where shelling has resulted in at least one death and several injured. #SlavaUkraini #StandWithUkraine",,,,144,en,The Consulate 
92,мег ,@sassybibrarian·2022年12月31日,2022-12-31,"At my former library, we hold an annual art exhibition that is usually done in collaboration with the local college and sponsored/supported by the Mexican consulate and/or a local Mexican museum.",,,1,67,en,The Consulate 
93,Josh Mintz,@wavelinejosh·2022年12月31日,2022-12-31,"It is absolutely true - a child born abroad to an Israeli parent can he eligible for a deferment, not exemption, of the draft, but this must he arranged with a consulate prior - https://embassies.gov.il/montreal/ConsularServices/Pages/Arrangement-for-Military-Status.aspx…",,,1,8,en,The Consulate 
94,Americans for Peace Now,@PeaceNowUS·2022年12月31日,2022-12-31,"We take your voice, progressive and unafraid to speak the truth, directly to our nation's leaders.  And when we speak to them we call for concrete action. Like ensuring that no US tax dollars are given to institutions in the Occupied Territories, and reopening the consulate.",1,,4,170,en,The Consulate 
95,Swiss Consulate NY,@SwissCGNY·2022年12月31日,2022-12-31,"Dear community, the Consulate General of Switzerland in New York wishes you a happy New Year and a great start to 2023!",,2,11,624,en,The Consulate 
96,Lakshmi Mantha,@lakshmimantha·2022年12月31日,2022-12-31,@CanadainIndia is the Indian consulate in toronto open jan2? Thankyou,,,,11,en,The Consulate 
97,Ireland CG Cardiff,@irelandinwales·2022年12月31日,2022-12-31,"Happy New Year from everyone at the Consulate General of Ireland, Cardiff 2022 was a year of positive developments in the Ireland-Wales relationship. We look forward to a busy & exciting 2023!",1,1,13,250,en,The Consulate 
98,Tawni S. Fears,@TawniTheWriter·2022年12月31日,2022-12-31,The Consulate features a different country every 3 months and has some staple items. The lump crab beignets and okra at The Woodall are amazing to start. Nuevo Laredo has amazing salmon tacos.,1,,1,102,en,The Consulate 
99,ericjhensal,@EricJHensal·2022年12月31日,2022-12-31,"It's not even if he is a citizen or not. He can be, but has he been since 2015. I don't know how there is evidence anyone is not a citizen really. Typically, it's in the proof of a birth or naturalization certificate, or some record recording overseas birth with a consulate.",,,,20,en,The Consulate 
100,Iris246,@Iris2465·2022年12月31日,2022-12-31,There was anotnher video several years ago of a drunk American consulate worker in Ekaterinburg who threw a house party in his apartment block and posted the code to the building outside. The cops had to come several times due to loud music.,,,1,148,en,The Consulate 
101,#BATIFIED!!! JAGABAN,@michealolubayo·2022年12月31日,2022-12-31,"Onye Nkuzi said US is lying that it will not be the biggest US consulate in the world. He said NEPAL abi Bangladesh has biggest US consulate. Afishe ni oro awon ara ibi ninu OTE sise,they all wished Lagos is from their region reason for the hatred and envy towards Lagos.",1,1,1,69,en,The Consulate 
102,Haruna_Braimoh,@HarunaBraimoh1·2022年12月31日,2022-12-31,"Reminder! The biggest US consulate in Africa($537m) in worth is being built in Nigeria,in Lagos & In the TINUBU envisioned Eko Atlantic CITY.!! There is a reason we are standing on his MANDATE!!",2,11,28,"1,170",en,The Consulate 
103,Tawni S. Fears,@TawniTheWriter·2022年12月31日,2022-12-31,Have you tried The Consulate or The Woodall?,,,,29,en,The Consulate 
104,Consulate General of France in Mumbai,@FranceBombay·2022年12月31日,2022-12-31,The team of the Consulate General of France  in Mumbai wishes you all a very Happy New Year! Bonne année !नूतन वर्षाच्या शुभेछानूतन वर्ष की शुभ कामनाएँનૂતન વર્ષના શુભેચ્છા,3,3,19,"1,065",und,The Consulate 
105,Brendan Hughes,@brendanhughes64·2022年12月31日,2022-12-31,May: Stormont finally releases the minutes of a controversial meeting with the Chinese consulate after a two-year transparency battle.They show Arlene Foster and Michelle O'Neill failed to challenge draconian security laws imposed on Hong Kong.,1,,1,379,en,The Consulate 
106,Tawni S. Fears,@TawniTheWriter·2022年12月31日,2022-12-31,Definitely. I keep telling people The Consulate is one of the dopest spots here and The Woodall is a new one I like.,,,,65,en,The Consulate 
107,Tawni S. Fears,@TawniTheWriter·2022年12月31日,2022-12-31,"The Consulate, The Woodall, Tribeca Buckhead, Little Alley Steak, Nuevo Laredo are some places.",,,1,81,en,The Consulate 
108,KOBAH Koate,@iamKOBAHKoate·2022年12月31日,2022-12-31,"The young man ran down with excitement thinking I had the passport but no, I didn't. As at Monday, 2pm, the passport was still at the consulate in Abuja.He was disappointed to hear that I didn't have his passport. I called the embassy again but nothing yet.#FaithMADEStories",1,,,11,en,The Consulate 
109,KOBAH Koate,@iamKOBAHKoate·2022年12月31日,2022-12-31,"We called the embassy a few times and more, and there was nothing they could have done extra for us, they said.We were 3 working days close to our flight. We had a flight for Tuesday Night and by Friday, his passport was still at the consulate.#FaithMADEStories",1,,,11,en,The Consulate 
110,Avenge Ramonda,@NikonFlash·2022年12月31日,2022-12-31,"Rumi’s, Tassili’s Raw Reality, Sebastian’s, Nan Thai, Poor Calvin’s, random international shit on Buford Highway, The Consulate, Bar Taco, By George, Tiny Lou’s, Anne’s Snack Bar, Hawker’s, El Viñedo Local, Le Colonial, Lyla Lila, Rosa’s, Bon Ton, Bar Margot, Fred’s M&B",2,1,4,336,en,The Consulate 
111,celerysorbet,@CelerySorbet·2022年12月31日,2022-12-31,Happy New Year everybody. Exiled in the Russian consulate greenscreen edition,14,4,43,"5,289",en,The Consulate 
112,UAE Consulate in HK,@UAEinHongKong·2022年12月31日,2022-12-31,"The #UAE Consulate General wishes to all happy holidays and best wishes for the new year, filled with joy, prosperity and good health.",2,,2,74,en,The Consulate 
