,opinions
33,"Booked lunch ,food menu underwhelming and overpriced. Starters ok, mains steak tomahawk and fillet not great. French fries were padded with paper at base to look more than was there. Chunky chips - about 6 in total. Pork belly like a egg McMuffin with ice cold tomatoes . Deserts - cheesecake and doughnuts very poor. Basically a cocktail bar which offers expensive food with poor portions. Would not return!!!"
34,"I’ve been to STK many times over the years however I’m sad to say, it seems to of gone downhill.  As we had a large number attending, we had the set menu. The Burrata starter was lovely. When the steak and sides came out, it was extremely salty and was hard to taste anything other than salt! Also, most steak restaurants ask you how you like your steak cooked… we were not even asked and it just arrived straight after the starters… considering I like my steak rare, medium was not what I wanted!  The desert wasn’t much better, a bit of candy floss and bits of cake on a serving board. Considering the price we paid, we would have expected a bit more.  The music was extremely loud so we were having to shout across each other in order to have a conversation during the whole meal. As soon as the desert plates were removed, we were basically forced to leave as the table was only for 2 hours!  Every other time I’ve been to STK, I have never been removed from the table. Such a shame as it seems that they have adapted the revolving door approach in order to get more business. We would have spent much more money on cocktails/drinks however we never had that chance. The bar area was so cramped with people we couldn’t even go to that area for more drinks to carry on our night.  Also, just a warning, if there is a birthday, they had some sort of strobe light they used. This did not bode well for someone in our group with epilepsy… sadly, did not even get much of an apology on that one when realistically, it’s quite a big deal!  Doubt I will return again. I think I’ll go to the Hawksmoor."
35,"Food and service is good- decent though not the widest selection when it comes to steaks, but it is very well cooked. Service is attentive without being intrusive which is great. Be prepared for £100 a head if you have wine- arguably a little more pricey than Hawksmoor or Gaucho."
36,"Dario was a very good waiter, so friendly and assertive, gave quick service and made us feel so welcome"
37,Very nice and fancy place with good atmosphere. A bit expensive but 100% worth it. We had Franchesco as waiter and he was fantastic. The Wagyu hanger was abselutely fantastic.
38,All time favorite restaurant. Food and services are very much satisfaction. I go there with my friends. Spend a quality time.
39,First time in STK London Strand We visited for an 30th Birthday in Sat Evening Great DJ feel very nice to the place Our waiter Fabio was amazing 👏 Would definitely go back for next birthday or event Well done STK
40,"I booked STK Strand for my son's birthday meal and the evening was lovely. We were a party of 7 and unfortunately all arrived at different times due to 3 members getting lost. However, the restuarant was very accommodating and did not allowed that to spoil or interrupt our meal whatsoever. Our Waiter Sebastian was very attentive and provided absolute A* service to us all. All staff were welcoming and provided courteous smiles throughout the evening. The food was lovely and the restuarant even gave my son a nice slice of birthday cake and cocktail shots for the enitre group at the end of the evening. Will definitely return for a couples evening meal. Thank you STK for making our night!"
41,Lovely lunch and amazing service from luminita. I am gluten free and she made sure to cater for allergies and made our experience 10/10.
42,I wanted to book this restaurant for my son's 21st - and the customer service was simply the worst I have ever come across - what should have been a lovely experience in the planning was painful and frankly rude - from initial telephone call to all exchange - put simply .... everything was too much trouble ...... - safe to say I didn't book and we went somewhere wonderful - but would not recommend and/or want to have a special event here
43,"We came to STK on a Sunday dinner time for a 40th. It was so much fun. Atmosphere was great, food was yummy and the staff were so lovely. Our waiter Fabio was so attentive but not too in your face! Loved it! The cocktails are pretty nice tool! If you ask nicely they’ll point you in the right direction for the best picture background!"
44,"We came to STK on a Sunday evening, it was such a gorgeous evening, Fabio our waiter was simply perfect, he made everything run so smoothly. One of our party is Coeliac and she was treated with so much respect and was so well catered for. Thank you for having us.. we will be returning asap!"
45,I went to stk and I want to mention how great my waiter was his name was Dario and he was very thoughtful and was great at giving us the best cocktails I hope a general manager sees this and thanks him for being a great waiter  I had lovely food the steak is massive and very filling
46,Loved the food especially the burgers but loved the service mored Fabio was incredible funny and efficient Will come back soon
47,"We visited as a couple for a midweek pre-theatre dinner and chose from the set menu. Options on the set menu were few but all sounded delicious, and we each chose different options so we could taste each other’s. Service was quick to begin with but then nicely spaced between courses so there was no sense of being rushed. All food was delicious and portion sizes were what you’d expect. The restaurant itself is beautiful and what really stood out to us is the camaraderie between staff, who all seemed to genuinely be happy and enjoying their roles, which made for a very pleasant atmosphere. Really enjoyed our meal here and will definitely be returning!"
48,"We recently had a lovely night at STK, great music, food and service. The the potato gratin with truffle was to die for and the pornstar martinis as well! Also a huge thank you to our amazing server Dario who made our night so special with his attentiveness. Truly a prime example of a beyond great server! Will definitely ask for him to serve our table the next time we’re back."
49,"I’ve recently visited the STK Strand to celebrate my partner’s Birthday. We had a considerably good experience. Gorgeous decor, lovely environment and great music.  I was quite disappointed by the food and drinks’ waiting time, but I guess it had to do with how busy the place was. Although we waited over an hour for food we had the most AMAZING waitress with us and she made sure that even whilst waiting we were still okay and looked after.  Luminita was simply five stars, she went above and beyond to ensure we had a good experience and really made our night brilliant, I really couldn’t thank her enough.  You are much appreciated Luminita"
50,I came with the girls for a Saturday meal. The food was of course amazing but the service and the vibe is what made this the best spot for a Saturday. Thank you to Fabio making the time the best!
51,Amazing service and really nice food. We had a 3 course meal which was just perfect! The atmosphere here is the exactly what you would want for a Saturday night in London. Served by Fabio who was just amazing and made our night so special. Thank you so much will be back soon!
52,Had the most amazing time here for my friends birthday the best night in London. Fabio served us and made it so much fun and special for us! Best stake and cocktails!
53,"Best lunch with wonderful service from Fabio, he was so personable and kind. Great food too.  Thank you"
54,Excellent night at STK! Truly five star! The service we received was unreal! we had Dario s our water and he was superb! genuinely recommend and food and dink was top tier too ! They really know what they’re doing with the music! It’s such a vibe they create!
55,"We had such a lovely night! We were served by Dario and the service was SUPERB! The food was tasty and service was fast even with the busy restaurant! Really impressed by the speed and the attention given to us! Wow! A great night out too with the music! We got bottles, had a lovely vibe with the girlies! Will defo be back!"
56,Amazing service from Dario he made us feel so welcome and was so attentive to all of our needs. Made my daughter birthday dinner extra special. Thank you loads.
57,"Great experience at STK. Dario was our waiter, he is excellent, great customer service. Really enjoyed the experience! Will cone again! X"
58,The meal and service was amazing would highly recommend. There was a waitress called Luminita who honestly provided outstanding service with drinks and food and cleaning the table for us. Made it an enjoyable first experience.
59,Loved the food especially the burgers but loved the service mored Dario was incredible.. attentive and pleasing and attentive!
60,Really enjoyed our dinner. Server(forgot name) was excellent and food was amazing. American steaks with great flavour. Get the little burgers! Place is really trendy with good atmosphere.
61,Best night out in a long time. I heard many times about this place but never been there till last Saturday. Great cocktails and really good sets from DJ
62,Most disgusting meal I’ve ever had.  Steak was completely full of fat. Lamb had two mouth fulls that’s it. Me and my partner had a side of mash each which was swimming in grease from all the amounts of cheese.  On arrival we were asked if we wanted water for the table then got charged £5.50 for water when a coke was £4.50!  It’s pitch black can’t see the food which is a pretty good sign as it’s vile. Service charge £15 when we didn’t even eat the food.  Wasted £130 on 30 mins didn’t even finish our meals we just paid and left.  Would never return to this place. We travelled 40 mins to have a meal and we still left hungry!!! Considering this was apart of a 21st birthday weekend it wasn’t anything but awful.
63,"Very nice place. We visited for an 18th Birthday in the early afternoon on a Saturday.  Great music (mix of Motown & Soul), really nice feel to the place. Staff were great, food was brilliant (we had Burgers, Lobster Tails and 2 Fillet Steaks and triple cooked chips. Was really nice food. Would definitely go back and recommend."
64,Been there couple of times and never disappointed. Fillet steak it's one of the best i had so far. Highly recommended this place
65,"A birthday treat that went horribly wrong. Following being given the drinks menu my daughter asked for a cocktail… myself being a recovering alcoholic asked for a list of non alcoholic drinks, I was advised that there was no list but advised what there was and suggested that I could choose from the cocktail list and they would ensure that it had no alcohol I.e make me a mocktail… when the server come back to the table he stated that it was in fact a mocktail and went off although to my horror at the very moment I took a mouthful he returned to announce that my drink actually had alcohol in, something that at that time having just swallowed I was painfully aware of!! When our server come back and asked if we was ok I explained the situation, we was offered the drinks on the house as a sorry!! Also we had a voucher and didn’t reach the amount on it, at the end we was asked if we would like to order more drinks to make up the amount, due to wanting to get out and the fact we had a show to get to we asked to just have it in voucher and they said they couldn’t do this… so in fact the “free drinks were not free anyway” and to add to that the steak was terrible, flavourless and extremely chewy!! I have emailed the restaurant twice about this and had no response. I’d advise to avoid, and especially advise any fellow recovering alcoholics to not trust anything other than water."
66,I have been there with a couple of friends and couldn't be more happy. Service and food was outstanding. Will definitely be back.
67,Fabio is amazing !!!! Love youuuu He did everything he can to make our experience great!!! Nobody like Fabio !!! You are a star !!!! Beautiful waiter
68,I was having such a bad day until I stubbled across Helbert who was soooo amazing with the great customer service he provided and somehow manage to make me laugh and smile.
69,So if you are looking for a budget meal this isn't the place  If u seek a good meal in a good atmosphere then this is the place  Nice dim lighting with DJ playing good music of chilled dining nature at a chilling volume  Wine £60 a bottle  Just had a main surf and turf filet steak with sides  Very nicely cooked and flavour kept  Three sides was enough for us to share  Good service at table  Not cheap but would def eat there again and recommend to friends looking for a special place for a meal  Opportunity to get very dressed up but as the passing tourist we were allowed in and felt comfortable in our shorts and T-shirt
70,Fabio is the 10/10 service and the best about . He truely helped me out and the service was Fantastic. Genuinely a pleasure to be around . Offered me amazing service . Deserves the best out of STK. he made sure the groups steak was to perfection as well .
71,"Best night ever!!! Fabio served us and we had so much fun, he also offered to take took our pictures which came out so lushh we had to share !!!!!!!!"
72,"First time attending STK Strand and my friends and I were pleasantly welcomed by the reception team. Our waiter Daniel was very helpful with the menu and looked after us. Hope to come back again soon however, the food could be improved (flavour)."
73,"Steak was average, enjoyed the customer service. Our waiter Daniel welcomed us and took care of us the whole night!"
74,"Definitely would recommend! Lovely service from Dario and brilliant atmosphere, brilliant music and vibe."
75,"Beautiful restaurant with brilliant service. Our waiter was Dario, he was very attentive and helpful throughout our stay. Hands down the best steak I have every had. Would definitely recommend coming here."
76,"Lovely meal here, service was amazing. Our waiter Dario was very attentive. Ensured our glasses were always topped and informed us on food & drink options when we needed!"
77,First time visiting stk and Dario was so informative and happy. I will definitely be back. The food and drinks were amazing and I enjoyed my experience
78,Dario was an excellent server and I really enjoyed our visit to the restaurant. The drinks are absolutely fantastic! I would recommend the “sweet- hart” cocktail
79,"We went to stk last night for the first time, and we amazed by every aspect from the decor to service and especially the food. We came to celebrate my sisters 21st birthday and Dario made it a night to remember. I would without a doubt recommend to everyone and we would like to say thank you to the team and especially Dario, we hope to see you soon!!!"
80,"This place is a wonderfully decorated space that values service and presentation in a non pretentious setting. The music is fun and lively, which adds to the ambiance. My primary server - Herbert - was a true delight from start to finish and one of the most friendly and attentive servers I’ve had in London in years. The food was a standout as well especially the power lunch menu, which was an outstanding value given the quality and flavour of the food as well as the quantity and presentation, but there are also other specials throughout the week including happy hour, pre-theatre and date night menus. I would definitely go back and highly recommend anyone goes to have a special occasion with your friends and family."
81,"Desperately trying to find somewhere to eat without having too have a pre booking, we literally stumbled upon the STK restaurant. No pressure booking required, however a minimum spend of £60 is required!! This isn’t too difficult as the orchid for the stack are just for the steak, any sides ie chips are extra. My husband ordered the filet steak which was melt in the mouth delicious. I had the mushroom and truffle tagliatelle which was really tasty. A very good experience and lovely food. Would definitely recommend."
82,"Lovely visit it was my first time here and Dario made sure it was super special , I will be coming back with my freinds and family definitely!!!"
83,Drio really looked after me and friends. Was very attentive and treated us like queens. Best experience in a restaurant in a while ❤️
84,"Best birthday brunch!!!! Me and my friends had the best brunch thank you to Fabio, we will be returning"
85,Thank you to Fabio for making my sisters birthday brunch amazing!! And keeping our drinks topped up x
86,"We had the most amazing experience thanks to Humberto out server. We just felt so spoiled at this restaurant, a true gem. We have eaten at 3 Michelin star restaurants and never had such a personal yet non invasive service. Honestly I would come back just to feel as pampered as we did today, thanks to Humberto.  That said, food was impressive, probably the best steak we have had in years. Would recommend and Certainly come back when in London.  Thanks STK and thnks Humberto!!"
87,"Here for my good friends birthday Dario took the best care of us and recommended which cocktails we like depending on our preference and helped with the menu as this was my first time here. Very helpful and patient as I changed my order about 3 times. The restaurant is clean and lively with dj even on a Sunday when we came. Really lovely for birthdays, anniversary’s etc and a good excuse to dress up. Thank you Dario and team for making our night a good one."
88,Amazing service by Dario! Food was beautiful! Would defiantly recommend❤️ Had such a good time! Steak was cooked to perfection
89,"I went to STK since I was in Covent Garden, and it was really amazing! The staff were so friendly and accommodating then the food and wine was just incredible and very tasty, so much so that we finished every single bit of it! Finally, how can you not miss the Truffle Mac N Cheese?! It was the best one I’ve tasted"
90,"Don't listen to the negative reviews of some 'Karen's' complaining of their steak not being well done enough and oozing blood (...really). This is a proper restaurant, not weatherspoons! If you are asking for a fillet 'well done' then just get in the sea.  Went here in July with the missus for a birthday date night. I love steak and have eaten a lot of it over the years. I can say that the medium sized fillet I had here (with lobster side) was absolutely fantastic, cooked to perfection (I like it medium/rare). I would put it amongst the top 3 steaks I've ever had  Yeah it's a bit on the pricier side, likewise with the wine selection, but I don't mind paying for a bit of quality - it's not like I'm eating here every night of the week.  Service was crisp and attentive and I even got a slice of birthday cake. Fantastic"
91,"I came here to celebrate my friends birthday and Helbert our waiter was incredibly amazing. He was so helpful, friendly and lovely and made our time incredibly enjoyable. He made sure that the birthday girl had an amazing time. Would come back here purely because of him!!"
92,"We visited late one evening. Unlike many other local restaurants the kitchen took orders until 11 pm. Food came promptly and was well cooked. Ribeye was particularly good. Service was pleasant and attentive. However prices are quite high - £50 for a ribeye steak with not even garnish, let alone fries or sides, is quite steep. Order a couple of sides and you are looking at £70. Pathetically they could only offer two dessert options - which is really not on for a decent restaurant."
93,Great venue. Expensive but very tasty. Excellent service. Nice tables for large groups. Shout out to Dario who looked after us so well!
94,"Had a meal at STK this evening for me and my fiances joint birthday party with friends.  The venue is very cool, great vibe, good music and excellent service, especially from our waiter Dario. Very polite, always coming to make sure we are happy and comfortable, continuing to keep the lady's glasses topped up and our beers flowing, Great experience thank you!"
95,Our host Dario was absolutely amazing ensured our drinks were tipped up at all times! Best experience!
96,"Dario was the best server, so lovely, so attentative. Very good at his job. Was made to feel comfortable. The best service ever! Made my 21st birthday!!"
97,"We had a fabulous celebration dinner for my daughters results..... cocktails were tasty, service AMAZING, and the food was delicious. Great ambiance.....and we stayed slightly over our time allocation without being hassled out. Thank you Fabio, best waiter in Town. Will definitely visit again!"
98,"Finally got a chance to experience this restaurant after all the hype we was told about it... Sadly it didn't live up to all the expectations we thought we was gonna get.. Don't get me wrong some things on the plate was very nice but the main parts of the meals was a bit of a let down.. My partner ordered the ancho chili rubbed striploin steak which she asked to be done Medium but was cooked well done & mine a wagyu picanha, first two - three cuts was absolutely stunning then it just went a bit chewy, A nice taste but a Big let down. The triple cooked chips was ok but had better, Mac & cheese with bacon, - ( not a lot of bacon ) & i can't believe I'm gonna put this but had better in a Miller & Carter..... But like i mentioned there was some upsides to the Dishes, the STK Bold sauce was lovely, crispy baby potatoes was nice spot on, cocktails was very good, But if ya paying £187.88 for two mains & four drinks you expect it to be spot on...."
99,"I came here with 5 girl friends. We all loved it! We had the pre theatre menu which was such good value (apart from the side at £9 each but it is central London) Our waitress Luminita was exceptional. Starters of mini burgers were so so good, main steak also wonderful and beautifully cooked and in that menu you can have a wine for £5, wine was delicious! We loved the vibe of the place and music. Definitely would like to return."
100,"So, our visit started off well. The manager greeted us with, we hope we can make your evening an enjoyable one. I was excited.  Then - it went downhill. The service is unbelievably bad - like so bad I’m almost lost for words. They rush about like they are serving a million people, no calm classy service available here!  I advised I wanted my steak very well done - no blood - the server says, you know it won’t be tender right, I say, it’s always tender elsewhere so should be fine.  My steak arrives with sides you have to pay extra for - £9 for garlic butter!! But I thought - if the food is great then cool.  I ate a bit of the steak - the sides were incredible - and noticed my steak was a bit spongey - the light is so low that I put my camera torch on and pressed my steak - it poured with blood! This could have dealt with so well - apologise, take it away and come back with a new one, cooked how I like it.  Nope - the manager was so rude and patronising - could not care less that I found the fact I’d eaten some revolting - spent the entire time arguing with me about why I would ruin steak in this way and that it wasn’t blood but cooking juices. I know blood is blood. I am an avid fillet eater - I know steak! My daughters was the same.  We decided to leave after they stormed off with the sides they we had asked them to keep them hot whilst they corrected my daughters steak - I could not eat another thing as felt do nauseated- they could not care less about us leaving.  Horrible people and place!"
101,"I visited stk for my birthday and enjoyed myself. There was a issue with my order but my server Dario cleared it up so quickly! The atmosphere is lovely, would defo a recommend!"
102,We visited STK for my best friends birthday! It was the best service ever and our server Dario exceeded our expectations!!! Would definitely recommend coming here. We will definitely come back here!
103,"The service we received was shockingly poor. After such a wait for our order to be taken I did suggest to my dad we should go eat else where after our order was finally taken they did apologise as they was so busy in a nearly empty restaurant, we was offered some complementary bread which was lovely however afterwards the waitress was about to leave my mum with a dirty knife and she had to be asked to take it, when our food arrived it was very tasty however I was still eating when our table was cleared so that was me done as I find this so very rude and ignorant. This is not a family restaurant the language from the table next to us was shocking and they was very loud and loutish. This is not somewhere I would frequent again or suggest to anyone I was very pleased my daughter was not with us."
104,"The happy hour , lunch specials , and drinks are beyond. Dario our waiter has exceeded our expectations. I am a regular at the Orlando stk location in which I get a cucumber stiletto , Dario went above and beyond to ensure I get my fave stk drink. Thank you for a yummy and serendipitous lunch"
105,Came to STK with friends and enjoyed the happy hour. We all enjoyed the martinis and Strawberry Cobbler cocktail. Dario made our experience here even better. His personality and service shined through. I would recommend everyone visit this amazing establishment
106,"Had the best lunch ever with my girls. Dario went above and beyond to ensure we enjoyed our lunch , from the food to the drinks and Efficiency of service ; I would give it 10 stars if I could. Thank you Dario and stk strand!!"
107,"Food 5 star Staff 5 star, great surrounding. Trendy and private. Easy to get to, smells and looks great, works for every setting, work, special occasions business meeting. And next to a hotel so great for a date!"
108,"Dario was amazing, suggested the perfect wine to go with our food and food came promptly. Great service would definitely come back again. Thank you Dario for making my birthday special !!!!!"
109,"Dario was such an excellent waiter, attentive, great sense of humour and personality and made the evening for us !"
110,"First time here but definitely not last  Everyone was extremely friendly and welcoming. The venue itself its stunning and modern. It was really cool that they even had DJ. Great variety of food and very delicious. One of my favourites for the evening was the salmon tartare with the twist of mango, perfect light summer dish. Will be definitely coming back to try out the rest."
111,Beautiful place delicious food amazing cocktails VINCENT YOU ARE THE BEST Thank you see you soon
112,"Fantastic place, great service and food. Vincent is the best !!! 💪 Great place to go with friends, great night!"
113,Food and service is excellent and the place has a very cool vibe overall. We dined at the restaurant on Thursday evening and had a most amazing time! Thanks to Vincent he made our night special
114,"Fantastic dinner, great service and food. Highly recommended! Thank you Vincent you’re the best! 🥂🥂🥂"
115,"We visited on a Thursday evening, the service and food was fabulous. Shem & luminita have Amazing service and hospitality and would recommend coming to STK for a date night / meal whenever you can! The mini burgers are the BEST! No one beats them"
116,"Prior to attending, we were informed by phone of strict smart casual dress code and that there was a minimum spend of £60 per head. Both of these things felt quite arrogant.  On arrival, we were greeted with an atmosphere more akin to cross between a nightclub and love island, with the music far too loud and the dress code we were informed about clearly not enforced. (People were in shorts and t shirts).  The food was good, but the meal was very overpriced and the experience did not offer value for money. If you’re going to be arrogant, at least match it with end product."
117,I had THE best time last night at The London strand - the best service - amazing food and our server Luminta was outstanding! Great spirit and great attentiveness. Over great general management at that location. Thank you STK London Strand!!
118,Excellent restaurant and excellent staf..Food is wonderfull..service professional.. Not to miss..Steak delicious..Salads special taste..bravi
119,"Amazing service from Davide. Amazing chat, brilliant food and great atmosphere. Will definitely be back. I highly recommend coming here for a celebratory night out."
120,The prices here are unbelievable! Dark room with a small candle to read the expensive menu. Music blasting while you eat. £110 for a T bone steak and £9 each for sides!!! Waiter was very polite and professional.
121,The food is so great also!! There is on street carpark! Davide also arranged a birthday cake thank you !
