,opinions
12,"La Piccola Cucina is hands down my favorite restaurant. Every single dish is out of this world, especially the pasta dishes. My personal favorites are the lasagne and the pasta ala norma. I've never had a pasta before with such a perfect texture, and this is what sets this restaurant apart from all the others–in-house made pasta and done with expertise you can taste.  I had the pleasure of meeting the head chef, Gioele La Rosa after the dish and even got to speak with him for a bit. This man is so passionate about what he does and you taste it in every single bite. I do not need to go to any other Italian restaurant as long as this one is around."
13,"I've been coming here since it opened before I was going to their locations in Soho. The food and service is outstanding, the pastas are out of this world . They have a nice outdoor seating area , and try their tiramisu . Never been disappointed ."
14,"We often visit the place to celebrate family and friends occasions. Last time we were there in October 2022 to greet a friend from abroad in NYC. The quality of food is always excellent, fresh, and delicious. That time we were nicely surprised with new staffed artichoke appetizer, highly recommend it. Also we had razor clams and calamarata pasta with branzino and almond. My regular favorite dish is fussily, it has amazing fish sauce I cannot resist. Go and try it!"
15,The ambiance and the food are great. Quick and professional service. I definitely recommend the place both for a business lunch or a night out with friends.
16,"I happened to drop by here and OMG I haven’t eaten such delicious food for a long time until now, at Piccola! The chef really knows what he is doing! One of my favorites from now on."
17,"A simple cuisine with very good food, a must to try is the involtini di pesce spada they remember me of home, great atmosphere and staff very friendly."
18,"bruh it was really good 😋😋 I got the octopus and pasta, it was delishhhhhhh, ragu I’m coming for you next time 😭💖"
19,"Excellent!! Small place but loved the atmosphere. And wish we could eat more! The wine, the bread, and the food were very impressive. I want to go back to have everything again, but I would like to try something else too. Thank you Gabriel for your hospitality. You’re the best! Hope I can see you next time too.:-)"
20,"Best Italian in the city, affordable yet really fresh and high quality pasta (better than Carbone and other scency restaurants) The staff and chef gioele are friendly and always make me feel welcome when I visit from LA!"
21,"I absolutely love this place!!! They have the best service, food, vibes and people. The food is to die for and everyone there makes it such an amazing experience. I would recommend anyone to go there. The chefs are truly top of the line! I already can’t wait to go back."
22,"I’ve explored a lot of Italian spots in NYC and I have to say Piccola Cucina is by far one of my favorites that I keep coming back to time and time again. This authentic, unpretentious spot serves up some of the best Sicilian food and wine. The staff is friendly and always accommodating and the atmosphere is fun and lively. It’s perfect for any type of evening from casual dinners and dates to celebrations and work events. I absolutely love this place."
23,Me and my friends had really good at the restaurant! Highly recommend 10/10! Hope to be back very soon!
24,"The fish was soo tasty and fresh that I couldn’t stop eating until I almost get stuck in the chair . Great experience, great restaurant, great chef and team ."
25,"This is by far my favorite restaurant in all of New York City. They make the most amazing food with fresh, high quality ingredients and the plating is always so gorgeous. Their pastas are the best that I've had and are always cooked perfectly al dente. All of their seafood dishes are delicious- especially the crudo. I have yet to have fresher seafood at an Italian restaurant. The desserts are incredible as well. The staff is super friendly and the ambiance of the restaurant is so cute and fun. You really feel like you're in Italy. Chef Gioele always created the most amazing specials and makes sure the dining experience is top notch. I bring all of my friends and family here whenever people visit and everyone has loved it every time. You MUST try Piccola Cucina Estiatorio! Make sure to book your reservation well in advance :)"
26,"If you want amazing food and an amazing time, this is the place. From good food to good wine to a good time."
27,This is the best Italian you can eat in New York City. I’ve been eating at piccola cucina almost everyday of my last 4 years in New York and I can say that is like eating at my grandma’s. The staff is the best and always very warm! Highly recommend it!
28,"This place is always good food and good vibes! I am obsessed with their pastas! All the servers are fun and it feels like Italy. WARNING you must reserve ahead of time, otherwise you would be disppointed because this place is poppin’"
29,"Loved the pasta, loved the fish ! Great service, cannot go wrong ! it is real Sicily in Manhattan!!!"
30,"Amazing spot for authentic Italian food and great vibe! Chef and staff are super nice and welcoming, and prices are honest too. Don’t miss it !!!!"
31,"this is my favorite italian restaurant in NYC! i am from italy and know immediately when the food is authentic or not. and this one 100% is! whenever i visit piccola cucina, i feel like i am transported back home thanks to the welcoming service and to the delicious food. almost my most recommended spot for New Yorkers and anyone who is visiting!"
32,The Beas restaurant ✅food good nice service the chef top cocineros top comida top pasta la mejor de New York
33,We had dinner with friends and tried out bunch of different pasta on the menu. Everything was so delicious with fresh ingredients! Chef Gioele was super friendly and helpful on explaining the menu. I’ll definitely come again!
34,"I’m italian and I’ve been living in NY for a while now and Piccola Cucina is the only thing that truly brings me bavk to ny grandma’s kitchen! Everything has that perfect and authentic italian vibe, the staff is very friendly and always make you feel welcomed. Gioele, the chef is the most talented and passionate person I had the privilege to being cooked for. You can feel the love for Italy and for the food itself at every bite! The restaurant is very cozy and you can experience the “piccola cucina” kinda vibe. Authentic Italian products, great selection of wines, amazing desserts. Definitely so worth of every penny and even more! Hands down the best Italian restaurant in NYC!"
35,"Every time I’m in the city can’t wait to visit this restaurant because is my favorite ever! I’m Sicilian and this is like a travel back home where my mom is cooking, I don’t need to say nothing else… Highly suggested"
36,Great place for a traditional Sicilian lunch or dinner. Food is quintessential from the region and reasonably priced. The Polpo Caprese was to die for. The staff makes you feel like part of a family. A must when in New York!
37,Excellent experience in this Restaurant ... from quality of the products to the courtesy of the staff ... a special thanks to chef Joele!!!
38,The cutest Italian spot with amazing food. The Chef truly cares about your experience. Everything we tasted melted in other mouths. Absolutely the best Italian food I had.
39,"As a huge fan of Italy I’ve been at almost every Italian in NYC, and Piccola Cucina is my favorite. The atmosphere and energy feels like Italy. I recommend to order their bestseller octopus. Ofc pasta-absolutely delicious! And you should try ALL desert menu-you won’t regret!"
40,"Excellent location and friendly and joyful environment. My wife and I stop by this place everytime we come to NY. Food is fresh, authentic from Italy. My wife a fish plate and it was superb. I recommend cacio and pepe… top. Cannoli are like in Sicily, delicious. Definitely one of the best Italian restaurants in the city."
41,"I visited with a friend and the vibe was cozy and romantic. The seafood tasted fresh and the pasta tasted of quality ingredients. The hostess, manager, chef, and support staff were all so kind and professional. The prices were reasonable for the quality of food, and the wine selection was great. I highly recommend going to anyone visiting NY and I definitely will be going back."
42,"Fantastic Sicilian restaurant in Soho. Lovely friendly staff, amazing food and wonderful atmosphere. So good we booked to come back for our last night in New York. Just wish we’d found it earlier in the week. Highly recommended"
43,"I love this place. Incredibly delicious food, very cool atmosphere and friendly staff. Recommend to anyone who likes Italian food and wants to have a good time."
44,"My favorite italian in the city since I tried years ago. I’ve been there many many times and has always been great. The stuff is fun and friendly, the environment is so cool and the food… AMAZING! It’s a MUST if you love italian food."
45,"First time went to this restaurant for a dinner around a year ago with my friend. I lived in Italy when I was a kid, and in general love GOOD Italian food (and actually can say when it’s good). I was amazed! The taste, the presentation, the food, design in the restaurant (especially l’ape Piaggio inside!!!) everything was fantastic!! Excellent service! And you have to try their cannoli, extremely delicious! I love to take my friends out there! It’s just perfect Definitely recommend you to visit Piccola Cucina!!"
46,"Piccola cucina never disappoints! I have been a handful of times from a friend’s recommendation and truly have not had better Italian food. We love going for special events like birthdays or just with a big group of friends. The vibes are great, good music, and phenomenal food - my favorite is the cacio e pepe. Highly recommend and always my go-to restaurant!!"
47,"If you’re looking for high quality food with reasonable price, this is the spot. They have an authentic Sicilian variety of pastas and seafood but without a doubt their wine selection and creative specials are the most outstanding points."
48,I come here very often here with my friends we really love the vibes here and the foods thanks to the Italian guys here the ambiance is amazing!
49,"This place is Our second home far from home. Me and my husband continue to come here to eat almost every week, here we enjoy the best food and company in the city. Especially the waiters makes you fell like their best friends, can’t change it with nowhere else. Sometimes the chef got inspired by Us and create a special dissert out of nowhere (just for me! ) will continue to come and come always ⭐️⭐️⭐️⭐️⭐️"
50,"Went there first time last week, and was amazed with the food the make there. Like I was sent back to Italy, right to Sicily with every bite. Service was impeccable, prices were reasonable and wine was delicious. I definitely will be back! It’s a gem!"
51,Amazing food and great atmosphere. It seems to be in Italy. The staff is friendly and the lunch menu is affordable and excellent choices. Definitely worth a visit.
52,I highly recommend Piccola Cucina not only for Italian food lovers. I have tried many things on their menu and everything has always been delicious!
53,"I’ve had a really good experience having dinner there. The food was really good and mostly fresh. I got pasta with sword fish and tomato sauce and my friend ordered maccheroni alla norma. Both excellent tbh. The place really magical, with good music and really comfortable seats. The stuff amazing and also very kind! I highly recommend it for Italian-cuisine lovers!❤️"
54,"Amazing food, delicious pasta (including gluten free pasta option), excellent desserts (cannoli absolutely to try). Exceptional staff and last but not least very nice location."
55,"It was my first time dining at Piccola Cucina Estiatorio and it was a great experience. The staff was very attentive and friendly. The food we got was some of the best Italian food I’ve had in NYC, couldn’t have asked for better pasta. Everything is fresh and flavorful. Chef Gioele was great and made my first visit even more special. I highly recommend!"
56,"I’ve been coming here with friend so many time that I cannot count them, the pasta is so huge and amazingly tasty that you can die desiring it!"
57,Me and my friend found this spot for accident but was the yummiest accident ever!!! I never tried such amazingpastas at this price in Nyc
58,My wife liked this restaurant amd especially the food of this restaurant and she is very picky about it so if you like to eat go this is a must go. Try the special of the day or any suggestions they will give you
59,"Sometimes you dont know where to go to eat and dont feel bad next day? This is the spot, they have one of the best pasta worldwide, also the portions are huge and you cannot be disappointed. We absolutely loved here, thank you"
60,"I live and work not far from this restaurant, they serve very good appetisers but even better pasta and what to say about the dessert? Simply yummy! I always crave them when i think of Piccola Cucina! Italian warranty... made in Sicily"
61,This is your place to go whenever you want to eat good! They have two restaurants one on the corner of the other one and they have probably the best italian food of the city
62,"Even though sometimes it’s tough to get a reservation there, it’s always worth it! I love to eat there, food is fantastic, service is attentive and atmosphere is very welcoming. I highly recommend to run there, don’t walk!"
63,"I have been here several times and it never disappoints. They definitely make the best pasta in town, wine list is great as well, service is exceptional. I highly recommend to visit when you are in New York City!"
64,Highly recommend!!! I am a regular at piccola cucina - the food is incredible and the best Italian food I've had in NYC. And the staff is so friendly! Gioele is an amazing chef and every one of his dishes is perfect. Never a disappointment at piccola!!!
65,The food is so great! I went there on my birthday. The experience was great. Have to try lobster linguine!
66,"There are just three things to know about this restaurant: 1- the food is fantastic, simply Italian best 2-the service will make you feel like home with friends, 3-you’ll keep coming and coming and will be not able to stop. The price for the aerea and the amount of good food you’ll be served is ridiculously cheap! P.s. From Monday to Friday until 4pm the prices are half!!"
67,I always come here whenever I crave pasta! Is like take a flight direct to Sicily and eat to grandma house… simply amazing! ❤️ Suggested for anyone that wants a real Italian good and service.
68,"Everyone has a favorite place, mine is Piccola Cucina Estiatorio! I always eat super well!! The food is insanely delicious and authentic - every time it makes me feel at home thanks to the chef Gioele and the great service! You’ll love it!"
69,Piccola cucina is the best Italian restaurant in nyc. The food is delicious and tastes the same as in Italy. The staff is very friendly and always happy. It’s always a pleasure to eat at this restaurant!
70,"My wife and I have been here many times, she is from Sicily and so she has very strong opinions when it comes to the quality and authenticity of “Italian” food in New York. This place is hands down our favorite, I have never ordered anything off the menu that I didn’t love. The best cannoli I’ve ever had in my life, so don’t skip dessert"
71,"This is my go to for Italian food in New York, a high honor! Everything I’ve tried has been absolutely delicious. The food is so well prepared and authentic. Real quality Italian—a must try next time you’re in the mood. Save room for desert! It’s always the cherry on top of a perfect meal here."
72,Cannot rave about the food and experience at Piccolo Cucina Estiatorio enough! By far the best Italian (and Sicilian) food in the city. Atmosphere transports you to a small town in Sicily where grandma is in the kitchen and everyone is family that eats there. Thank you to Gioele for the absolutely best food and making us feel right at home.  Tutto era delizioso- la prossima volta porteremo più persone perche stasera avremmo potuto sfamare un esercito! Grazie mille nostro amico.
73,"Hands down the best restaurant in the City. A perfect equilibrium of flavors from starters to dessert. You can tell from the first bite that products are genuine and quality superior. Better than many restaurants in Italy (trust me, I’m Italian).  Not only the food is delicious, but also the atmosphere is warm and the staff very welcoming and fun. If you have the chance, have a talk with Chef Gioele: he is a true master of the Italian cuisine and a very nice person."
74,"This restaurant is my go to place in the city.  The first time I went to Piccola Cucina Estiatorio it was during the pandemic and I felt in love with this spot since then. Not only I was very impressed by the nice atmosphere but especially by the great food. Italians are very picky when it comes to food, we know, and I have to say that Piccola Cucina made me felt like I’d never left Italy.  I go pretty often to Piccola Cucina Estiatorio and every time I’m always very torn because I’d eat all the menu! They have the best raw fish you could find. Carpaccio and tartare are absolutely my fav dishes. Therefore, their pasta is a master, each pasta you have on the menu is delicious and mouthwatering !  The last but not the least, get their tiramisu! They prepare it right in front of view and it’s terrific.  It’s always a pleasure to go to Piccola Cucina also because the chef and the staff are always very nice and they can recommend you very well. They are a great team I just wanna thanks them for doing such a great job and for making expats feel home!  Trust me, this place is amazing ❤️"
75,Amazing food and vibes! Chef Gioele La Rosa is so passionate about making sure his food is of the highest quality and satisfies the tastebuds of every person who dines at Piccola Cucina.  It’s one of my favorite restaurants in SoHo. I highly recommend making a reservation and giving this place a visit!
76,Every time I go I have a fantastic time. The food is incredible and still holds my favorite pasta in the city the fusilloni langoustine!!! Everyone that works there is a gem. It’s always my go-to when friends or family is visiting me.
77,"As a Sicilian woman,I feel I can say this restaurant is definitely the most authentic Sicilian restaurant in the city. First of all the place it’s very cozy and warm and the food it’s delicious, it’s always my first choice when I m in the city and I want to eat Sicilian food!"
78,"As an Italian living in NYC, this is the only Italian restaurant I enjoy going to. Fantastic food quality and traditional but with a sophisticated modern take. Great work from Gioele and Team!"
79,Always love coming back to Piccola Cuccina! Best Italian food with a modern touch served by the most wonderful team and in such a great environment. Can’t recommend it more!!
80,Went most recently for a friend’s birthday but I’ve been to every location and it’s consistently good although the atmosphere is definitely the most vibrant at the soho location. Everything is so delicious from the apps to the pastas! Love how many options there are and haven’t been let down with anything I’ve tried. Favourite was the rigatoni pesto with lobster ragu
81,"Piccola Cuccina has the best pasta out of Italy 🇮🇹 Great prices, excellent service and an amazing atmosphere! My place to go for Italian cuisine!"
82,"I love this place ! Honestly for any type of occasion, very friendly for kids and families, amazing food and outstanding service. I come here religiously every two weeks even more often if I can ! Definitely 5 stars for everything!!!"
83,"One of the best Italian restaurants in NYC ! I come to eat here often. They are always wonderful with their hospitality, service, and freshness and taste of food. I love you Piccola Cucina !"
84,"The authentic Italian food in NYC. The pasta was incredible, particularly the handmade ravioli filled with ossobuco! The chef and the staff are very cool. The wine selections was interesting, with a lot of choice among small and big wineyards all around Italy"
85,Recommended by a friend and it did not disappoint. Great service and great food. We had an amazing time!
86,"Best restaurant in NYC. we’ve been coming here for years and it’s spectacular every time! We love the chefs, hosts and everyone in between!"
87,Showed up for our 730pm reservation on time. Patiently waited outside in a chilly wind tunnel for 25 minutes with no follow-up. Entered to get an update and encountered zero empathy. Was seated about 5 minutes later. The crowd has deteriorated from cheerful locals to obnoxious tourists. We decided to leave. It’s too bad the food and service used to be great we’ve visited this location many times over the past decade or more. Very disappointing experience.
88,The best pasta and fish in NY 😍 I love eating there not only for the dishes but also for the atmosphere created by Chef Gioele and his team❤️
89,"My daughter took us here on our last night in NYC. What a treat! We didn’t have a reservation but they could accommodate us. The restaurant is cute and quaint. The service was great. The food was delicious. We got the grilled calamari and I thinks it’s the best Calamari I’ve ever had. We ordered two pastas and a salmon tartar. Everything was delicious. The rigatoni with pesto and lobster melted in your mouth. But what was especially nice was one of our party could not eat dairy and the staff went out of their way to ensure that his dish was dairy free. And last but not least, their wine list was awesome. Highly recommend. Will definitely go back when we’re in town."
90,We stumbled upon this restaurant walking in Soho and this was the best Italian meal I have had in Manhattan. My seafood pasta was wonderful. The desserts homemade and just a fantastic meal. The restaurants directly surrounding this one were begging us to come in. I was worried that they were not busy. We had to wait 30 minutes for a table here. Now I know why.
91,"Excellent service! Excellent wine, excellent pasta!! It was so Delicious!! We will come back for sure! An incontournable!"
92,"Dissappointed, my meal wasn't hot and I had to send it back. My husband's meal was bland and dry, nothing like the previous time The rest of the family weren't impressed either....just no care went into preparation and/or they are just reheating cooked food. Sad they have gone downhill, won't be going back. Too many other great places to try."
93,"I am really picky when it comes to Italian food. This place is really good, cozy, friendly staff, and very good food. We had Maccheroni alla Norma and Bucatini cacio e pepe con tartufo nero. Can't wait to visit again."
94,Piccola Cucina my top choice for Italian in NYC. I am a local and it is absolutely my go-to. The pasta is the best you can get (imo) and tastes like it was literally made in Italy. Every time. The staff is all absolutely lovely too as well as the ambience. Highly recommend!!!!!
95,"Piccola Cucina is my go to restaurant whenever i'm in NYC. The food is delicious, the staff is great and never looses its authenticity. Also a great place to go on a cute date!"
96,"I visited this restaurant for dinner with a friend and we had a lovely experience. The food was delicious, the waiters friendly, and the ambience and decor perfectly complemented the evening. Expect to discover the essence of Sicilia in the heart of New York. Would definitely visit again when I come back to the city."
97,"Was very excited to get into this highly rated restaurant. The food is definitely worth the visit. We had a Greek salad, cacio e pepe and lasagna. So filling and delicious. Only complaint would be the music was very loud and gave a nightclub vibe not a restaurant. Server was also fantastic and will return."
98,Went here when visiting NYC with my mum. We had a fantastic meal! We shared bruschetta to start then each had lasagna. It was the most fantastic meal. The service was also absolutely delightful. I couldn't recommend this place enough but make sure you book!!
99,A perfectly NY tiny and tight Italian - fish forward restaurant. A little outdoor space gave a few extra tables. Almost impossible to get a reservation but keep trying it is worth it. Extensive pasta selection. A tad hard to find low cal - low carb options but it’s ok to splurge
100,"This is one of the best meals I’ve ever eaten in my life! And we’ve eaten all over the world. I had the lasagna which was different than any lasagna I have ever had before, but it was so divine I almost cried when it was all gone. My husband had the Bucatini Cacio e pepe. They cook the bucatini (thicker than spaghetti) and then put the cooked pasta in a massive block of cacio cheese until the pasta melts cheese onto the noodles. Then they scoop out the pasta and melted cheese and put fresh cracked pepper on it. The entire restaurant stopped and watched while it was happening because it was absolutely fascinating. I absolutely will eat here every time we come back to New York! It is a small quaint place with a chef straight from Sicily Italy."
101,"Trip Advisor recommendation. Fabulous authentic Italian, great vibrant atmosphere, very popular. Small so I would recommend booking in advance. Great service, friendly staff. Food was excellent."
102,"Wow! I would give this six stars if I could. Nice quaint Italian restaurant in the SOHO district. The bruschetta was the best I’ve had since dining in Italy 11 years ago. I had the Bucatini pasta with the cacio cheese and pepper. They brought out a giant block of cheese to the table then proceeded to melt the cheese with the pasta, then added the black pepper. It was delicious! My wife had the lasagna and it was hands down the best lasagna I’ve ever tasted. Not sure how anyone could give this restaurant anything but five stars- it was amazing!!!"
103,"Small scale and fairly intimate. Great food, great interior, great service and a great atmosphere. Busy, so reserve if you can or go early like we did. We would readily return."
104,"What distinguishes this typical village-style restaurant from others? Their servers are all from Italy, maybe even from Sicily. This young team makes your stay a true experience, supported by above-average quality food."
105,"Yesterday ive been here with friends and I’ve never experienced anything like that in NY… food is exceptional we tried couple of different appetiser and a few different pastas.  Our server Marco made us feel at home by explaining the menu in details, and suggested specials we all loved. he did an extremely good job by taking care of us at all time even tho he was extremely busy, over all probably the best service we experienced in NY. Will come back 100%"
106,"Very good food and service !The ambient was very nice. I felt like I was in Italy, the food taste very Italian and fresh. Extremely recommend the lobster Soaguetti."
107,"Me and my friends came here after a long day of shopping. We didn’t have a reservation but they seated us right away! We ordered the bruchetta, Cacio e Pepe, and the tagliatelle. Everything was great! Our waiter Marco was super attentive and friendly. We will be back!"
108,"I went there in October during the week, service was great and the vibe was amazing.I ordered Calamarata with seabass and almonds it was delicious. All my friends were very happy with their order too. Will definitely go back!"
109,"I’m a frequent visitor and I absolutely love the place. The food is always fresh, the menu changes by the season to incorporate fresh seasonal vegetables/fruits and they have daily specials. All ingredients are exported from Italy. The servers are very attentive and make sure your glass is always full! If you are looking for real Italian dining experience this is THE place to go!!! Pictured are fusilli with langoustine scampi with Burrata and rigatoni with pesto and octopus for main course and salmon tartare cannoli as appetizer special. Absolutely all pastas on the menu are delicious, just pick one and you won’t be disappointed!!!"
110,"Great Italian atmosphere with very delicious food. You must try their eggplant appetizer, any pasta will be a winner and for desert, strongly recommend connolly."
111,"I have been always coming back to this place. Lovely atmosphere, absolutely delicious food and great wine! Thank you for all the staff, that is working hard to make your guests happy and a little addicted."
112,"It's been a long time coming that I write this review. I've been coming here about once/twice a month now and just can't get enough of the... well... EVERYTHING. The food is spectacular and reminds me of when I travelled to Sicily. The service? Impeccable - they make you feel like you're part of their family. And the atmosphere is warm and comfortable.  My girlfriend and I love starting the night with the octopus caprese and grilled calamari. As for mains, I'm obsessed with the Bucatini cacio e pepe. Overall, I highly recommend paying this place a visit over and over and over!"
113,"I am a big fan of this little cute restaurant. The pasta is just amazingly delicious plus service is impeccable. Prices are reasonable too. If you are looking to get some Italian dinner, it is a place to be."
114,Absolutely delicious food and a beautiful scene! Best authentic Italian food in the city! I love this spot.
115,My favorite Italian spot in NYC! The tagliatelle with wild boar is to die for and the service is warm and hospitable.
116,"I ordered the Lasagna della Mamma Rosa and it was so tasteful 🤤🤤 The waiters and the chef are really nice and Marco gave us great menu suggestions! Thank you, Marco!"
117,"The food is spectacular! The best Italian food that I have ever ate in the US. Guile is a great chef! I had the arancini, melanzane a parmigiana and tagliatele con ragu. Other than that, the service is perfect! Marco was very kind and efficient! I highly recommend it and I will definitely come back to try all the other dishes! Thank you :)"
118,Great place and food! Really good service! A small part of Italy in NYC (; I totally recomend this restaurant!
119,"I love Italian food so I decided to try Piccola Cucina and it was a great experience! I love fish so this time I chose fish dishes and obviously Cannoli, but I’ll come back for sure to try everything!! The staff is also very kind and friendly and the location very nice!"
120,"Super nice place at a beautiful neighborhood. I strongly recommend the lunch deal, amazing food for a prize difficult to beat in Manhattan!"
121,"Top food, top service, and fantastic price-quality/quantity with the lunch deal. I would strongly recommend It!"
122,"Super friendly staff, quick service even if the restaurant was packed, delicious and abundant food. Everything felt so authentic from the ambiance to each carefully-prepared dish. Two Italian expats who tend to be picky. This felt like being back home!"
123,"I went to have dinner in Piccola Cucina Estiatorio with my Italian friend on a Friday night the food was just amazing, we had Branzino and Fusilloni with scampi, the location is super cute and the stuff is kind and friendly! We’ll come back for sure!"
124,Made a reservation to dine with a friend. As soon as we got there they sat us right away. Staff is very nice and friendly. Food and wine are great. Authentic Italian experience. Highly recommend! We'll come back for sure!!!
125,I was today in a very important meeting with my partners this restaurant is the best NEW YORK the richest food all Super spectacular and incredibly Piccla Cucina stars💯👍
126,The food was super good and thé portion very big. Service is very good too as They help a lot to chose from thé menu. Best italian in Soho.
127,just visited this place in soho after a friend recommended it.  food is amazing as an italian i must say this is way better and authentic that any other place in NY…  portion are huge and service is incredibly ready to help you out.  never been in a better place in yet.
128,Very authentic Italian food in the heart of Soho. The service and the treatment are probably the best I ever had in NY the food if incredibly tasty and the portion are very generous for NY standard. Will come back 100%
129,The most wonderful meal with even better service! I am Italian and approve of this authentic meal 100%!!! GO NOW!!
130,Had a fabulous dinner at Piccola Cucina Estatorio. Have been to Enoteca & Osteria as well. The staff is amazing and the food is out of the world. I get the cot octopus caprese and pasta with mushrooms every time. Always a wonderful experience when I come! Highly recommend!
131,Piccola Cucina was absolutely delicious! We have been waiting to try their delicious pasta for over a year and it did not disappoint! Request to be at Diego’s table - super fun! We will be back very soon!
132,Amazing experience with the most amazing staff.!! I had my bachelorette party here with all my friends and we had the most amazing service and the best food
133,"Fun, knowledgeable staff and my favorite cacio e pepe in the city. Everything is so fresh but so fast. It’s a slam dunk for a great, fun meal."
134,"First of all service from all the staff was extraordinary at all times. The food from antipasti to main course as always fabulous. Strongly recommend the prosciutto with burrata and the scampi fusilli, also the Italian beer was great!"
135,I have spent amazing time in there. Amazing food amazing service. I have had Chianti wine and cacio and pepe pasta. I've loved them. Super suggested
136,"As a Sicilian, I could feel the authenticity of this place as soon as I walked in. It’s so cozy and feels like home. The portion sizes are huge and the rice balls are the best I’ve ever had! A+"
137,"Went there with a couple of friends last night, service was tremendously good and food was ridiculously amazing. We took few starters (octopus, riceballs, meatball) and than a main each my pasta with lobster was unbelievably tasty and portion are very generous. Would definitely put Piccola cucina estiatorio in my favorite spot list."
138,"Visited NY from Los Angeles earlier this month. On Oct 14, local friends took us here. We had a great time and loved everything about it. Then on our last night in NY, we had LA friends visiting so we took them. A special night. Misha the maître d, recognized us from the prior week and was engaging, gracious, and looked after us very well. Food-spectacular; wine-had never had Sicilian wine and he directed us to a couple of bottles which we loved; service-impeccable! And, Marco did a good job, too! Highly recommended!!"
139,"We came here for our first night's dinner on a recent trip to NYC. While the food was good, the pasta was well cooked, and the service was adequate - there were just too many people crammed into this small restaurant. We sat a two-top right next to the large open window to the front patio, after sidling in between tightly crammed tables and encouraging the table next to us to remove their purses from our seats and hold them on their laps. The small space was made a bit more uncomfortable by having very large format menus. If the physical size of the menu is greater than the distance between tables - it makes things extra challenging. In addition, the poor staff had to try to get in and around the restaurant with essentially no extra space at the serving stations, making things rough to avoid a bit of jostling.  I'd prefer to come back on a quiet night (if there is such a thing) to avoid feeling so close to everyone."
140,"We came on a Tuesday night and there was a line up so make sure to make reservations! No cocktails available at this restaurant but we did order some beers to start. We were able to bring our own wine for a corkage fee. We shared the rice balls, wild boar meatballs and lobster/guac and burrata/mush bruschetta-all excellent! For our mains we ordered the lasagna(which my husband raved about), mussel/linguine special and the grilled branzino, which were wonderful! I asked the server if they could debone the fish for me, which he replied they could not. When the fish arrived, it had been deboned! So happy! My daughter’s Milanese chicken was really tasty but it was huge and could have easily fed two people. The desserts were yummy too. Because the restaurants is small and so busy, it felt a little rushed at times(and a tad on the hot side)but we understand the need to turn tables over. The service was very attentive despite the restaurant being packed. I highly recommend!"
141,"So ... the restaurant on Spring Street didn't bother to notify me they were closed. We ended up being routed to this sister restaurant. The menu item we wanted (pasta with sea urchin) was offered but in a different version. Good, but not what we wanted. No bread is served. Shocking! They have a lunch special menu that was not mentioned and I just happened to order it. Small serving, but tasty. Crowded with table spacing way too close. We've just started going back out again but the pandemic still points to spacing further apart. All in all -- too expensive and small portions. And not serving bread is disappointing. The freebie cannoli were delicious. But overall -- I won't return."
142,"Even my Sicilian-American parents would have been impressed with the food and wine. Our family gathering was served delicious appetizers of rice balls, crispy calamari and eggplant Parmesan among others. The homemade lamb, osso bucco raviolis were to die for. Dessert was an amazing cannoli consisting of a fresh, crunchy shell and sweet, creamy filling. The wait staff couldn't have been more accommodating and courteous despite how busy it was. Can't say enough about the experience. If I could give more than five stars, I would!"
