,opinions
12,"Me and my partner had just visited the Eiffel Tower and decided to find a restaurant nearby.  I searched TripAdvisor as i did not want to go to a “tourist restaurant” aka overpriced and poorly cooked establishment.  Upon searching TripAdvisor we came across this restaurant which immediately took my fancy.  I went to its website and tried to book a table but it showed fully booked until 4th January 2023.  As we were nearby me and my partner decided to go anywhere and Im glad we did.  Seats were available and plentiful!  We sat down and we immediately saw other customers food and got even more excited. We ordered an entree of chicken wings and these were - Magnifique!  We also ordered a traditional bacon cheeseburger and fries and this did not disappoint.  The burger was tender and really juicy.  The home made lemonade followed and a Coca Cola in its original bottle. The restaurant is a brewery so also had a good variety of Ales and beer.  Once we finished our food we decided to order a dessert, as the food blew us away. The Churros and Waffles were .  This is a must when in Paris!"
13,"Thank you very much Lucy and Kenan ! Best waitress, end best bar in town ! Everything is made to spend a very good night with a great dinner ans great beer !!!!!"
14,"Thanks to Natssatasia and Lucy, we had a great evening. Amazing food and drinks. Very good service and vive. Please more G-Eazy songs !"
15,"Visited earlier this year, ordered a vegan dish and was bought out a meat dish instead. Was then advised that they didn’t have the vegan dish which is why they bought the meat one out - this should NEVER happen. We ordered some thing else instead, this meant that we had to eat at completely different times as my food was already on the table.  The bill then came, and we were charged for the original dish AND the dish that we ordered as a replacement! The staff were extremely rude and reluctant to help us remove it from our bill, no sorry at all.  I really don’t understand how this place is so highly rated."
16,"I mean it was OK, very young American. They didn't have our reservation, so husband's allergy info wasn't known and, even after careful description and even providing written information, the allergy wasn't addressed. My chicken burger was fine."
17,"Food was decent, the wait staff pretty good. Just don't expect any awareness of allergies. I provided a written list of my allergy (one thing really) and the kitchen screwed it up with cross contamination on the first try. They redid the meal, which was fine. Just be careful. And if you are allergic to dogs, remember that this Paris and pet dogs are allowed (apparently) in food establishments - let the coughing and sneezing begin."
18,As bar food goes you’ll find the burger and fries here hard to beat. The venue worked well for an informal work night-out and a good selection of beers too.
19,Great atmosphere and super service !! Special thanks to Harshit !! He is very kind ! Excellent pub for an afterwork beer !
20,"This place has a lot of visitors, i have been going through it for a while and finally decided to visit. Tasty beer, good service and fine food options. Will come back for sure to watch a match.  Personally want to thank waiter Ferdinand for advise to order burger with double cheese and welcoming behavior."
21,"My first time visiting this place, type of food- us fast food, they have their own production of deers, I was quite impressed. The waiter Ferdinand served me like I would’ve given him 100% tips. This place is good for visiting with friends for football match. Recommend"
22,It was our first Paris night and we had magnificient time thanks to Frog XVI and Ferdinand. Thank you Frog XVI and Ferdinand!
23,"Me and my friends were country hopping for the World Cup and wanted to watch a few footy games while in Paris. Found this bar and loved the atmosphere so stayed for two full games! Awesome drinks, awesome food and our waitress Aubrey was absolutely tremendous. Fantastic personality and recommended the best food and drinks to get as we had trouble reading the menu. Five stars all around"
24,"Great vibes, great service Aubrey was great and showed us where to visit during our trip in Paris. This is our first day in Paris and it was very helpful."
25,"We had a great time which started as finding somewhere to shelter from the rain, to 4 hours later staying for dinner and more drinks! A lovely greeting from a lady who we think was the manager - very knowledgeable. Aubrey was great from start to finish! Super friendly and helpful! Can’t fault her service, thank you Aubrey! Food was a good standard - we just went for a mix from the snack selection. Good choice of drinks and a lovely atmosphere."
26,"Great place, I love coming here. The food is tasty fast food type: burgers and very tasty tacos, goes very well with the beer they produce themselves. They also have insanely delicious non-alcoholic cocktails. Dogs are always welcome, nice waiters even bring water for the dogs. My evening was brightened up by the waiter Ferdinand led by the manager Nadyr, very kind and welcoming service. If you are near the Eiffel Tower and want a quick and tasty meal, this is the place for you."
27,"Service de Ferdi 👍so good. Incredible place with great food and waiters. Wi´l come back for sure. The place is near Effel Touwer, shoving football"
28,"Came here after walking by. Was met by Lucy who gave us a table, let us sample beer, was basically awesome. Would come back here just based Lucy. Place also has awesome beer."
29,"Very chill and good atmosphere. A pub with a good crowd and a French twist Lola our waitress was sooooo kind and funny. Made our experience even better. Thanks Lola, you rock"
30,"Fantastic food, at least the burger we had. Well fried, good meat and a nice balance with accessories.  We drank several beers as well and their own selection is good. incredibly tasty. The price level is on a par with many in Paris. It quickly becomes €50-60 for two people with food and drink. Recommended for some American / TexMex food and delicious beer.  The Staff also speak english very vel. Not very common in Paris, so thats a huge pluss in my book."
31,It was very good food. I love it and very nice. A nice pub with lots of youths and great atmosphere. A place to visit if you love some noise.
32,"Many a man searches for the one place that can offer him dope music, food and drinks for delightful moments between friends. You will not be disappointed here for the Frog manages to reunite this holy trinity. Plus service meets the expectations for this nice place, shootout to Aubrey who saved me from starvation and made this evening at the Frog a lot better."
33,We had spent a total of 3 nights in Paris and were ready for a little back home dinner and this place was great. Good happy hour deal and Aubrey took care of us with helping us out on some great selections. Ask for her if you’re English speaking and want that back home service!
34,I was at Frog 16 and it was a great experience. My smash burger was awesome. It’s a great place to spend time with friends. Special thanks to Nastassia for her advices to visit in Paris and her professional work. I will definitely come here when I am back to Paris
35,"Came here for a change in Paris as we didn't fancy traditional French style food/dining. The atmosphere in the pub was great, and our waitress was really friendly and attentive even though she had lost her voice! She had green/turquoise hair. They do pitchers of beer which are decent value for Paris, and they have a good selection of beers on tap.  We ordered some wings, nachos, quesadillas and mozzarella sticks which were all really tasty.  Would recommend coming here for a change from the traditional French cafes!"
36,"Great service, great location & fun atmosphere! Aubrey & staff were welcoming and knowledgeable about the area. We will be back"
37,I visited Frog Restaurant while on vacation in Paris. I enjoyed it so much I went back twice. On the first visit my server was Cameron and on the second visit my server was Aubrey. Both servers were great!!  The food was good and Cameron and Aubrey made the visit even better. I recommend this place if you come to Paris.
38,We loved our time at frog ! Aubrey was an amazing waitress ! We are definitely coming back sometime soon
39,"Interesting, eclectic choice of menu items with typically charming French cafe outdoor seating! We've been in Europe x5 weeks and I was dying for a good burger and fries -- excellent burger with blue cheese and excellent limes frites (of course!). Hubby had a curry plate that was just delicious! Also, lovely passion fruit caipirinha! Best -- we had the sweetest, most attentive server -- Ollayna, Alaina or Elaina -- was fantastic!!!!"
40,Tonight I’m hanging out with my friends and we decided to look at a nice bar close to Tour Eiffel and we found one which is Frog XVI it’s really nice bar. I ordered a wonderful drink. Waitress here are so nice especially the waitress name’s Gift. She’s so friendly and tried to talk to me like we are a friend for so long time. If you wanna find a good drink and food with a good environment I recommend you to visit here.
41,"For some reason it is hard to find bars in Europe that have seats at them. I prefer to sit at a bar and speak to the bartenders to get a local feel. These guys/girls were great. Actually got a decent drink there too, which is saying a lot in such a touristic area."
42,Laura was an amazing waitress. She knew how to anticipate out needs and provide them in advance. Great service and great food
43,"One of the best salads i had! And fries also very good… The staff was really nice, friendly.. No reservation needed, which is great."
44,Can't believe I would ever give 1 star. This Frog should be ashamed for the fish n chips we were served today for an early dinner. The thing was obviously a leftover from lunch and was put back in the fryer. Not only ruined but almost black from the refrying. We were too hungry and short on time to say anything and besides they thought it was good enough to serve. I recommend the Frogs often in my blog but this experience has destroyed a wonderful souvenir. Disappointed to say the least. You guys should have tossed that instead of serving old tainted food. Huge mistake.
45,"My husband and I visited Paris in 2019 and my burger loving husband fell for the Da Vinci Burger. We came back in 2022 JUST for a burger and was not disappointed. Our waiter, Cameron, was amazing. Friendly, patient (we have three children) and so very kind. The beer is great, the drinks are amazing and the food never fails. It's a family favorite and we will hopefully be back."
46,"It was an excellent experience, Aubrey gave us an amazing attention bringing us always a nice smile. We didn't speak french, so our communication in english with her was very helpful... Thanks a million!!!"
47,"Love the bar!!! Excellent service from Aubrey!! Definitely we’ll return. The bar, nice music. good drinks!!!! Love it"
48,Laura was such a nice waitress the food was good and the sweet potatoes are amazing too we will defenetly come back for sure.
49,The beers were 10/10 and Laura the waitress was really nice and caring!!! Thank you very much. The mozzarella sticks were delicious too
50,"Me and my boyfriend visited Frog XVI wanting to find somewhere to watch the football kicking off soon and we were recommended Frog XVI for their Live Sport. Safe to say we were not at all disappointed.  We were greeted by the lovely staff member ‘Sarah’ who was very kind and attentive - our drinks were delivered quickly to our table and she always checked if we were okay and if we needed anything else!  All 3pm kick-offs were shown on TV (which is unusual if you’re from the UK) so watching all of them in a lovely, cosy bar right next to the Eiffel Tower was absolutely fantastic.  We also had the pleasure of talking to another wonderful staff member ‘Cameron’ who went out of his way to make us feel welcome! He was very friendly and was a pleasure to talk to! Cameron made our time at Frog XVI feel very comfortable and enjoyable!  We also ordered food from here too: chicken wings, nachos and quesadillas - absolutely delicious and really, really reasonably priced considering the area too!  Overall, a lovely afternoon of football, drinks, food and good people (the staff) at Frog XVI! We hope to visit again sometime in the future! ❤️"
51,I recently visited this restaurant with my mom. I had the BBQ Burger and my mom ordered the Crunchy Chicken Burger. Both meals were delicious and the craft beers were great as well. Laura was very attentive and kind with great people skills. The overall experience was great. Thanks!
52,"We sat down to grab a drink in the heat and loved the service, Laura was 5*! Drinks are more expensive than most places but you'd expect that as they're all award winning craft beers and taste it to boot. Merci beaucoup!"
53,My brother and I spent a great afternoon watching Premier league. The food was very tasty and our waitress Laura was very friendly and helpful
54,Called into frog XVI during our visit to Paris. I had the fish and chips and my wife had the chicken caesar salad. Both were fantastic. Service was very fast and our waitress Laura was excellent. We both drank the pearl blond beer which was that good we stayed longer than we anticipated probably good it was a short walk to our hotel. I would recommend anyone visiting Paris to pat a visit to frog XV1 a truly fantastic day or evening out.
55,"Pretty Laura was good in service! Thank you very much! Chees burger was really good with sweet potato and kids menu, my child like it!"
56,Great food and great atmosphere!Aubrey was great and such a delight! Fish N Chops was the BEST!!! Would definitely go again!!
57,This was a great place and deserving of its number 3 ranking. The burger was great. Our friends had the fish and chips and it was crispy and not oily. Linda loved the fruity beers.
58,"What a great place!!!! We loved menu,beer and the best was the staff - Aubrey is fabulous!!!! Thank you for exceeding all of our expectations!!"
59,"Lovely spot in Paris, the food was excellent and the staff were super friendly and spoke English with no problem at all. Would highly recommend."
60,"Had an amazing service today by Laura. She was so helpful, recommended us on what was good, even let us try the different beers they had. To make us more comfortable she spoke to me in English and my boyfriend in Spanish. Great food and staff would definitely recommend ☺️"
61,Had a nice relaxed lunch here. Food was good (although I would have liked my club sandwich toasted) and our waitress Laura was excellent. Try the ginger twist ale which they brew on-site. It’s delicious
62,"Laura was a super! I really like and good choice of beers. Nice atmoshpere, good location. Cozy interior! I really really like"
63,"We have just had a great meal at Frog XVI , the food was served really quickly , fab cocktails. Our server Laura A was really friendly and helpful with the menu and made sure we were taken care of on a really busy Friday night. Highly recommended , we will definitely return before we leave Paris."
64,Loved the veggie burger and the interesting tasting beers. Our waitress Laura Aldana was so sweet and attentive ! We’ll be back :)
65,"Nachos were ok. Chicken wings were excellent. Had an issue with one of our cocktail glasses but it was solved by the staff. Great if you go in happy hour (before 8pm). We highlight the service of Laura, she was always available and helpful to explain when we had some doubts about the menu. Will come back soon !"
66,Very nice place! Very tasty cocktails! Very tasty cocktails! Very nice service! Specially thanks for Maria 🇺🇦♥️
67,We had a lovely lunch. The service by Cameron was excellent. Very polite and quick. A nice quite terrace in the middle of Paris
68,"Had a very fun night with my friend. Thanks guillaume and Appoline. Nice beer, service and music. We enjoyed it."
69,"Frogs never ceases to disappoint, the food is yummy and the vibes are always good! Aubrey has been my waitress for the summer, so fun and responsive and always has the best recommendations!! 5/5"
70,Vibes were great but Aubrey the bar tender was even better! Yummmm. The Mexican Mule was awesome. I will be back
71,"I came here once when I was a teenager and decided to come back with my girlfriend to see if it was how I remembered more than 5 years later. Needless to say it didn’t disappoint and my girlfriend had not many expectations as we had just came back from London a few days prior. She loved it and I loved it, exactly how I remembered it. Nastassia was a fantastic waitress and was helpful of what beer to order, and I would highly recommend coming here and trying their Belgium white beer. The chicken wings were different than usual and were also fantastic. The pink spritz and blood orange spritz were a nice variation of the classic spritz."
72,perfect service and delicious food. i clé for lunch and enjoyed the services ce if Maria and Bea🫶🏽🫶🏽🫶🏽🫶🏽
73,"very nice place to visit, perfect waitresses amd service. delicious food, recommend to vome:) ❤️❤️❤️❤️"
74,Aubrey and Phillippine were so kind and helpful! Thank you Frog! Also my favourite was the ginger beer. Check out the deals such as jugs and shots! Keeps the night alive.
75,"Nice atmosphere, great location close to Trocadéro! Yummy food (we had nachos and sweet corn balls), friendly staff, lovely bar in the basement!"
76,"Giovanna was our waitress, she couldn’t have been nicer! It’s a cozy and relatively calm place in the heart of Paris. Nice choice of beers too!"
77,Good food and service by Bea & Kenan. They were very welcoming and provided some tourist assistance as my mom and I do not speak French.
78,"What a great, unexpected stop in Paris! Not only was the food delicious - you MUST try the tacos - but every worker was exceptionally kind. Our waiter Dan was so attentive and was a joy to be around all night. The bartender Aubrey was kind enough to offer great beer recommendations as well. Definitely worth a stop after taking in the breathtaking sights of the Eiffel Tower!"
79,"I went to the Frog pub before a night out to meet up with some friends and from the word go, I was met with great beers and even better service. Our waiter Dan met us with a cute Irish accent and advised us to get some delicious nachos. He preempted our every move and in the end, we ended up staying much longer than expected thanks to his impeccable service."
80,"He had a really good time in the pub, enjoyed our time there and were really nice served. Thank you for your service and hope to see you soon!"
81,"Marita and Tatiana waitress was perfect, the food delicious🌞 测土个体verygo o o o o o o o o o o d· we came for drinks and stayed till the closing"
82,A few friends and I came for dinner and happy hour today and it was delicious! Our waiter Dan was very attentive as well as funny which was a great bonus. Even during rush hour we had great service!
83,I went to Frog 16 3 days ago with my friends. It was good experience. Nice beer and food. Thanks Nastassia for fast and qualitative service.
84,"We really enjoyed the beer and snacks, a great place to spend an evening with friends. Waitress Marija was nice and fast"
85,"If you want some good American food while in Paris, this is the spot. Shoutout to the staff that made our dining experience so nice, Aubrey and Dan! Also, get the loaded fries!"
86,"Came to Paris on a fly in visit from London, we are staying in the area and came accross Frogxvi. The menu stood out as tasty feel good food so we stopped by. We were quickly and attentively served by Henry- also a Brit who spoke excellent English and french. He recommended us on the menu, told us all about their beer and it was a great experience. I know the French aren’t known for service so this place was a welcome break. Clean, al fesco dining and amazing food!"
87,"Just passed here naturally - had a chicken burger and added bacon. Delicious food, good drinks and friendly and efficient service from our server Henry. Will definitely be coming back!"
88,Not far from the tourist attractions you find this little place. Big pro is the personnel speaks english! Refreshing for people like us who are not native speakers. Thanks for the great service and drinks.
89,"Dropped by on Sunday evening after a long first day in Paris for some well deserved food- we were in for a pleasant surprise at the Frog XVI! The burger (I think it was called the Da Vinci) was delicious and they have a great selection of beers. Also the service was really good, our waitress was Molly and she was really accommodating & helpful, even in the pouring rain!"
90,"Great sweet potato fries and Frogtastic burger went down like a treat with the locally brewed blonde ale. My waiters, Bea and Mariia, were sweet and attentive while refreshingly having none of the Parisian attitudes that you can do without on a Sunday morning."
91,Amazing vibes and impeccable service. Our server Aubrey was always on top of it and incredible accommodating. She needs a promotion!
92,"Dropped by the Frog after walking extensively around Paris during the day with my mates. This charming little pub not far from the Eiffel Tower boasts some of the best customer service you can find in Paris if you don't speak any, or barely any, French. All of the staff were very welcoming and friendly, but I have to say hats off to Dan who served us, as he was so accommodating and was good fun to talk to. Definitely recommend dropping by for a pint or two, and hopefully you get the same level of service I did, maybe you'll be served by Dan too!"
93,"She's a good server..very approchable and kind and very friendly,always smiling to the customer.if you want something you can approach her about something...we were very happy with her service..."
94,Zlata is she very nice waitress and she so entertaining person. She' always smile at you and shes was very positive. Very good food and beer
95,"This is a shout-out to Aubrey, our excellent and kind waitress. Always a smile, really efficient and kind❤️ The food is great, my burger was well done, perfect, thanks a lot to the kitchen 🤌✨ And of course... The beer!!🍻"
96,We went into Frog on a whim and was so pleasantly surprised by the quality of food and service! Grâce à Aubrey who was the most gracious and hospitable waitress!
97,Went to this bar for lunch today. We had a warm welcome from all staff especially from Nastassia 👏🏼She was so nice thank you for making my day. The food were all perfect with resonable price. The pearl beer was brilliant. So recommened👍🏻✨
98,"Had a lovely time with the girlfriends celebrating work and france. Got served by Bea who was welcoming, chatty and lovely. Would come again!"
99,"Had a lovely time at the Frog XVI in Paris with my girls! Thumbs up for our Bea, she was amazing! And a plus, she’s was from London! Easy for us!"
100,Such a charming young lad. Had a very relaxing evening with Dan serving us and even though he hasnt been here long he did a great job. Thoroughly enjoyed the sharing plate too:) Washed down wish KAPOW love
101,Victor was a great waiter! The American food was good! Ambiance was great. Glad I made it into this fine establishment. If I’m in Paris again I’ll come back!
102,Nice brewery vibe that resembles an American brewery. Victor was great with making sure we had everything we needed. Beers tasted great. I got the chicken korma and it was very good.
103,"Good food. Clean and friendly atmosphere. Victor was a great server. They don’t have ranch (but apparently ranch is only a US confinement, so no harm there)"
104,We had dinner here on Wednesday night and it was fantastic and great beers! Special shout-out to Beatrice who works there as she was very friendly and attentive! Definitely recommend.
105,"Dan was excellent! Great service, attentive, and gave us recommendations for the next stop on our trip! Thanks Dan."
106,"WE LIVED OUR STAY AT FROGS, decent prices for the arrondissement, great servers (thank you Beatrice ♡), and great location for the summer. We will definitely coming back for these delicious tenders"
107,We stopped in for lunch after a full morning seeing the sites We were greeted by Olena who showed us to a table We were so well looked after by her anything we needed no problem I enjoyed a Burger and chips enjoyed our visit hope to get back if there is time
108,Went to this bar for lunch today. Had a warm welcome from staff. Waitresses were very good. Had a good burger and a wine.. thanks a lot to Olena for looking after us. She was wonderful. All in all a nice stop on our busy day to refuel.
109,"Thank you Maria for taking great care of our very large group! Stopped for late afternoon drinks, snacks and bathroom break. Awesome pub. Fun outdoor seating, reasonable prices, clean bathrooms. Ordered beer pitchers and nachos combo. Wonderful pick me up."
110,"We went there to eat burger, perfect taste. Even our special wishes were made without any problems. Nice dessert and coffee, we can recommend the cafe gourmand!! Super friendly and nice service, Beatrice offered a perfect service and made our evening really special 🙂"
111,Great pub! Super atmosphere and the waiter Dan was super good. Absolutely would recommend. Had the chicken burger and the mozzarella sticks and it was more than I could have ever asked
112,"Great craft bear, noce snacks, perfect atmosphere. Our waitress Beatrice speaks decent English, which is not often in Paris"
113,"Aubrey was the best server ever! Great atmosphere and great beers. Very nice location, close to the Eiffel Tower."
114,i went there actually great drinks and nice stuff like Aubrey she was very nice its very hard to find server that speak English
115,"The waitresses that served us were, for lack of a better word, phenomenal. Aubrey was so polite and detail-oriented and Sophie was kind and fun. She also cured my entire family of any and all disease. Not actually but she’s super cool. If you can give either of them a raise you totally should. Best night ever!"
116,Bea was the most amazing waitress ever. She brought out nachos that were so great and I had a great time
117,"Good food. We ate outside at ta table. Good service. Relaxed, casual. I don't like the usual salad dressings in Paris. I am learning to ask for oil and vinegar. The caesar dressing was very thick."
118,"The food was wonderful and the service was impeccable! Our waitress, Zlata, was kind and attentive with a beautiful smile. Would definitely visit again!"
119,"Great service, especially I’D like to thank Nastassia, she deserves special attention. Nastassia serviced us at the very highest level, beer and food were served at the perfect temperature and on time. She is very professional and courteous. All the time asked if everything is good. Definitely recommend visit this place and will come back here again and again!"
120,"Excellent service, as usual. Thanks to Henri and Mariia. We like to come here after the school to enjoy a fresh beer. A lot of choices and good advices"
121,"I recommend it because of the kindness of the staff, the quality of the beer and the location. I lost my AirPods but a waitress recovered and keep it in a safe place until I realized that they were missing. The service was perfect."
122,"We were served by Zlata, Henry and Jason and most amazing staff that are on Paris. Wonderful smiles and we felt very welcome. Continued the theme Paris with love. Home brewed beers as well to boot."
123,Nice food and great service from Zlate! Good beer on offer! Not far from Eiffel Tower - would definitely recommend the walk up!
124,"fast service, delicious food, absolutely loved the waffles… thanks nastassia! will definitely visit this place again"
125,Ipek was amazing and very pleasant. The raft beer was great and the food was exelent. The athnosphere is chill and great for a group gatherings. Will visit again soon
126,She was very nice and offered us free drinks when the service wasn’t doing well. We normally go here and it’s good but she was a really good waitress and was nice!
127,"Great sports bar, decent crowds, wide variety of drinks - must try their beers. Excellent service by Ipek..!!!"
128,"We had a really pleasent service from Ipek, she was so nice, we enjoyed, we enjoyed a lot, Ipek is the best 😉"
129,"Very good atmosphere and very cozy. Very happy with the food, drinks and service. Thanks Ipek for the patience with the kids. Thanks Sophie and the team for the service."
130,"I'm one of the community managers for the Northeastern University Alumni Association in France - this evening we held a get-together for about 40 people in a private area of the restaurant. All I can say is how great the staff was including Léo, the manager on duty, and especially Tatiana G. our personal bartender and server. She was super professional, efficient, 'sympathique', and so accommodating. We feel so lucky that she was the person taking care of our group this evening. I highly recommend FrogXVI for drinks and snacks and a fun time. And look for Tatiana G when you are there."
131,Ipek was awesome! This bar was super cool and had great sports vibes as well as good food! Right by our Airbnb so it was awesome!
132,"Went with some friends and had so much fun! Excellent service and drinks, shoutout to Diana and Aubrey for all their help :)"
133,"Diana, Jason, and Sarah are awesome and made us feel right at home. They are hard workers and we had a pleasant experience!!"
134,"Diana, Jason and Sarah were awesome! Very welcoming atmosphere, delicious beer. They made us feel very welcome and appreciated. Highly recommend!"
135,"Hey there, I would like to admit the nice waitress in the pub. She’s name is Zlata. I’m impressed with her work, she’s very helpful, sunny and smiley:) Id like like to recommend this place and this person to everyone! ❤️"
136,"I was in Frog, it was amazing. They have best bear in the Paris and fine snacks, price is okey. Out waitress Olena was very careful and helpful of us. I want to come back here next time."
137,Marika and Jason went above and beyond and made this a great night for all of us. Still wish Liverpool could have won but this bar made the trip to Paris worth it.
138,BEST BURGERS IN PARIS !!!! this place was so awesome and DELISH! I got the blue burger and it reminded me of my favorite burger back in the U.S. Our waitress Aubrey was fantastic and so so sweet !!!! highly recommend this place:))
139,"THIS PLACE IS SO FUN!!! if you want to go have drinks w friends and hang this is the place. also, our waitress, aubrey, is the BEST!! she is from america and was so fun and sweet and very attentive. great place def check it out"
140,"If you come to this bar you will have an incredible time. It has such a grat atmosphere and the staff are incredible. Ipek is such an outgoing, bubbly person that will make you smile, Sarah is really helpful and nice to talk to, as well as Tony who is such a lovely guy. They are really hard working and make a great team. 100% recommend and you will have a great night."
141,"We came for the Weekend and found this amazing Place near the Eiffeltower. Especially the staff around Ipek, eloi, Marco and Max did a really great Job. We will definitely come back !!! :)"
142,"nice place for beer. nice atmosphere, drinks and food. especially thanks to a waitress Anastassia for being friendly and attentive"
143,lovely food nice atmosphere served by Zlata very friendly and helpful good location...quesadillas very moreable
144,"The service at frog xvi was amazing. Bea was an amazing waitress, wouldn’t want anybody else to serve my drinks. Great experience!"
145,"Been here several time. I love this place so much as my afterwork hangout spot. However, the lady «  Maria » is the best and super kind! I got lil fly drop in my pint and she offered a new one for me. So nice. So kind. Thank you girl!"
146,Had some great drinks. Maria our waitress was really great. Amazing service even when it was really busy
147,"Good place and i was so contented with the service of ynes she is a very good server who took care of us ,good job!! I was very happy with the service that she offer us Drinks is so good and the apero is delicious"
148,"I came to France for my birthday, I came along this amazing bar and was served by Ipek and Max, they were extremely friendly and welcoming! They wished me happy birthday which was very nice of them! We didn’t know what to order so we asked for recommendations and they recommended the best shots! Service was amazing! They were fast and very friendly! Would definitely come back and 100% recommend! Thank you Ipek and Max!"
149,Hiya this is the spot to go to when you lr on holiday the service was amazing and ipek & max was vibes they gave us such a good service and was helpful and friendly I will be coming back soon
150,Aubrey was such a great waitress during our stop at Frog XVI. Will definitely come back again while we are here!
151,Great Time. Thanks to Max and Bea who were so nice with us ! We loved the nachos and the fries were very tasty !!!
152,"grest time !!! Thanks to Béatrice, marika and Max for thé amazong service! They made the expérience even better"
153,"Nice place to eat Good food in busy Paris, prepared very fast And served in a Good atmosphere. Tasty dishes And great beer. Waiters very helpful"
154,"The food was great.. And service... Well, just ask for Charlotte, the nicest waitress in París!! I had a Burger and the oreo waffle..."
155,"I had a good time here, enjoyed my drink (Belgian Cream IPA), and staff were all friendly, especially my server Ipek!"
156,We really enjoyed the food and the service. Especially Bea was really helpful and nice. The food was ready really fast although the restaurant was full. Also you can speak English here. I really recommend this place 👏
157,Lovely micro brewed beer. Marina and Marika both lovely waitresses. Recommend for all beer lovers in Paris!
158,We enjoyed our time. Maria and Marika gave us excellent service and we will definitely be coming back again.
159,"What a wonderful time at the frogs, Thanks to the waiter Eloi which makes the moment even better. Will come back for sure !!!"
160,"The waiter Maria is very nice and kind, she served charmingly, I advise everyone to visit this place, especially on Friday and Saturday evenings"
161,"Charlotte was absolutely wonderful and the food was 10/10!! Between the nice people and the good food, Paris is great! Highly recommend this place! Ask for Charlotte! Also, the staff knows English really well!"
162,"Very lovely stay at Frogs with the beautiful and kind waitress named Charlotte. Visiting from London but originally from Arkansas, this pub made me feel at home. Charlotte’s ability to speak perfect English and French left me speechless. Thank you Charlotte!"
163,Béa deserve the biggest tip of all She great She hot Bye Babskndbfjdnfndndbdjdjdjfjddjksjdhdhsjdjdjdjdjd
164,Delicious fish and chips with a refreshing Gingembre ale served by a friendly hostess called Marika. Even when the outdoor seating area she was stationed at became super busy she still made sure we were well taken care of us. Can't wait to go back.
165,Had a really great time. Price is good and the menu is delicious. Beatrice was also very accommodating and made us feel very comfortable. Highly recommended!
166,Great service at the frog a Friday night with bea and maria ! :D Good sunny evening with friends ! I recommend
167,"Bea was an amazing waitress, it's a very nice place with a great service offer. Thinking about coming back son."
168,We stopped here after walking a lot in Paris admiring the sights! We sat outside and the young lad working there {sorry don't know your name - you had lived in UK for 3 years and your English was fantastic!} brought us the menu and explained they brew beers on site. We ordered two Ginger Twist Amber Ales and a Strawberry Waffle.  The Ales were yummy - so tasty and fresh - great choice. The Waffle was naughty but nice!!  The staff we met were so friendly and helpful. We will return for an evening meal when we visit again.
169,We enjoyed a lot this afternoon! Drinks were awesome and the team very friendly. Thanks a lot especially for Marika and Beatrice :) We will come back for sure!
170,"I went to frog xvi at paris, we met a waitress called marika, she's the best, so energetic and full of positive vibes😊."
171,"Amazing service and amazing place. Aubrey was so polite and professional to her job, made us feel like home! I will definitely visit again in my next trip to Paris!"
172,"Went out for our last night in Paris! Our amazing servers - Ipek, Max, and Kenn made our whole evening extra special and fun!!! It is a must in Paris!!!!"
173,"We thoroughly enjoyed a long afternoon at the frog, the food and drinks were absolutely fabulous! The team are so friendly and welcoming, a special thank you to Maxi for being so attentive and friendly. We frequently visit Paris and will definitely be back for another sharing platter and cocktails! Thank you very much :)"
174,"we went to Frog club for a drink. we were serviced by a waitress named Charlotie. we didn’t know what to drink, but we knew that we want beer. we are from Slovenia, we like beer. Charlotie was so kind to recommend a good beer, and it was the best. nice that we had a recommendation for oure taste, and that we liked it. we had some burgers , i personally had BBQ burger(really tasty), i recommend it. then we ate and had a drink, the waitress Charlotie made use really happy, she was so kindly to us, she made us feel like we were in oure home town. it was a moment that all 3 of us will remember in a kind way for a log time. we had just a look like a tourist and went gome like champions.  thank you all, especially oure kind waitress Charlotie best regards (lep pozdrav)  Rok Kržišnik"
