,opinions
23,"We came in for an espresso martini on an overcast morning, and the consulate didn't disappoint. Very friendly staff"
24,Had some really good espresso martinis made by George! Enjoyed the friendly and elegant environment of the bar!
25,beautiful and sexy as hell bistro vibe with the best cosmo in nyc!!! ask for george he’s the best!!!!!!!!
26,"Great drinks, relaxing and refined ambiance, ask for George, he kills the Cosmo! Will definitely be back for more cocktails"
27,"The restaurant has a super cute ambiance and the cosmopolitan was one of the best I’ve ever had! A cute, quaint bistro vibe."
28,We just moved to the UWS from downtown and we’re excited to have found a fantastic eatery that paralleled to the great eating we had downtown. Additionally the service provided by Sasha was tremendous.
29,"Restaurant experiences, positive or negative, are often determined by the quality of not only the food and libations, but the quality of the staff. The Consulate gets 10-out-of-10 on all three I'm happy to say. When I arrived, the bartender was courteous and quick to acknowledge my existence on this fine orb (which is unusual these days, as most seem to enjoy the control of keeping you waiting), the Maître d' was also courteous (again, not always a given) and wasn't flustered or fussy about moving the bar tab to the table when seating us, but a special mention must go to our wonderful server, BiBi from Serbia. She was the cat's pajamas. Sweet, funny and not too overbearing, so thank you for helping make our evening a special one, BiBi. Did I mention this all went down on a Tuesday night? Yes, a Tuesday night, when most restaurants have their B teams on. Did I mention there was a live, Edith Piaf like singer making it feel like we were dining in an intimate little hideaway in Montmartre? Well, there was and she was amazing too. Did I mention that the short rib pasta and seared tuna steak dishes were outstanding? I don't believe I did, but they were and we washed it down beautifully with a cheeky little bottle of Malbec recommended by BiBi. All-in-all an amazing experience, so hats off to everyone at The Consulate, keep up the good work."
30,"My family and I regularly visit The Consulate. They have incredible food, great drinks, and top tier service. We recently were helped by George at the bar. He did a wonderful job explaining the drinks and food. Be sure to say hi if he's in! 10/10 place. Highly recommend!"
31,"Absolutely love The Consulate. Always a 10/10. Can’t beat their Happy Hour either. As a neighbor, this place is a perfect chic spot. Sit at the bar with George - he makes the best martinis! P.s. they have the best fries on the UWS!"
32,"The Consulate is such a cute little restaurant! My husband and I stopped in for some much needed Sunday afternoon drinks. We had some shopping to do on the Upper West Side and stumbled upon this wine bar along the way. The atmosphere is very welcoming and calm. It’s a great spot to relax, people watch, and have a refreshing drink. I got their Chenin Blanc. I have a lot of trouble finding bars or restaurants that carry this kind of wine and since it’s my absolute favorite type I will be back for more. George was our bartender! He was very attentive and always had a smile on his face! I think we found our new spot!"
33,I’ve gone to a lot of bars and wine bars in the area but I keep coming back to the Consulate. The vibe is perfect and the people working there are awesome. Ask for George behind the bar he is the best.
34,"When a favorite server of ours from an East Side restaurant we frequented moved here, we had to check it out. My wife and a friend headed for The Consulate for the first time. The ambience is pleasant with tables well spaced. The vibe is lively. The food is quite good. We started with shared burrata and smoke salmon flatbread (quite original). The main courses were seafood pasta, a Consulate burger and my choice seared duck breast. All delicious and more than we could eat. The pineapple cake dessert was a disappointment. Mother made better. Best of all, Bibi (Biljana) was there cracking jokes. The owners came over to say hello. We'll go back."
35,I love love love the consulate! Great happy hour deal and the best vibes. The mademoiselle cocktail is amazing! George was our bartender and he’s great!!
36,I used Trip Advisor to find this highly rated restaurant. We visited here on a Saturday evening. We were early so the place was still not too busy.  We were disappointed with the quality of service; the limited and high priced wine list; the food was just average. The pasta was over cooked. Not impressed with any of our dishes we ordered to share - it was just average.  For the high ranking for this restaurant I do nit think it is anything special and not worth going out of your way.
37,"This place had #3 rating at Tripadvisor, but it doesn’t hold up. (I, personally, even suspect that rating is influenced by bots).  This place has too many sitting places for its capacity, hence too crowded, too noisy and the staff is overwhelmed.  Though the food and the place try to seem “high-society”, the quality just doesn’t hold up. The steak was barely eatable and the fish hasn’t left any emotion but regret.  That is even more upsetting, as the prices are 20-30% higher then you would expect from such a place"
38,We had big expectations about the restaurant being so highly reviewed but in reality is nothing special. Basic food just overpriced.
39,"I sat at the bar, and George took wonderful care of me. Service was very fast, and both the food and drinks were excellent. The brunch burger is one of my favorites on the west side. I have been here a number of times, and have enjoyed every experience."
40,My girls and I enjoyed a drink and dinner at the bar with our bartender George. We had the rib-eye and Brussels sprouts. Perfect place for a drink and dinner with friends or for a romantic date. The patio doors were open which allowed for a cool breeze. We will definitely be back!
41,"The most charming, sensuous atmosphere with incredible food and cocktails by George, that are to die for! The perfect date night spot!"
42,We were in the UWS for lunch and stumbled across this historic building. We realized it was a restaurant named the Consulate and started to have drinks here and ended up speaking to this friendly staff- George Def we will be coming back for sure
43,Got the Croque Monsieur and the taste was unbelievable! Highly recommend. For my experience I sat at the bar and George was a pleasure to be served by.
44,The bartender George was very attentive and made great conversation while serving us on a sunny afternoon
45,Great drinks and service with George! Beautiful bar and great open area by the bar. Not too loud and very friendly staff!
46,"We live on the UWS and this is our go to spot. It has amazing vibes, great food and George makes the best drinks!!"
47,the miss ohara is delicious! My fiance got the three shades of green with vodka and it was so refreshing. the jardin is my favorite. George makes the best drinks. Highly recommend!!!
48,"We dined here on the July 4th holiday weekend pre-theater with visiting relatives and they weren’t very busy so we could really enjoy the lovely atmosphere. I’d read great reviews, but still felt that it was a crapshoot because we’ve been to a number of highly reviewed restaurants in NYC, and found many of them to be average or disappointing. To be honest, I was afraid that the reviews I read might not be real reviews, so I’m a genuine customer, and yes, the food was very good, and the service was great. The specialty cocktails are top notch. Our son said it was the best hamburger he ever had. Two people ordered the duck special and said it was very good. The mushroom and truffle flatbread pizza was really good. The grilled octopus was quite good and so was the skate. The pineapple upside down cake was exceptional. We will definitely return, but I imagine that they get very busy when it’s not a holiday weekend."
49,Had Saturday brunch here. Great setting and the food was very good. We all started with cocktails and then switched to wine. We shared dessert and the tiramisu was excellent! Would recommend for brunch.
50,"The consulate is the best! Perfect spot for a spritz on a hot summer day. The overall vibe and service is top notch. Ask for George, he’s the best!"
51,"After reading the ratings decided to visit. Unfortunately on Saturday al 2 PM only brunch menu available. So we couldn’t choose much. Our toast with avocado , salmon and egg were very very good. Choice of beers insufficient for a place this kind. No draft not Corona. I hope I can go again and try the full menu. Was quite expensive for what we had."
52,"The atmosphere alone is worth the visit, but luckily the everything else is equally on point. The food is exquisite, the cocktail’s quality and variety will give everyone options; while the lovely staff rounds out a wonderful experience that will keep you coming back for more. We have been here multiple times and each time it is consistently good!"
53,"Stumbled upon this place on my way to Central Park and the Met, solely because it looked so pretty from the outside. I can’t emphasize enough how much I loved ending up here for a brunch. I got some mimosa and avocado toast, prob the best avocado toast I’ve had in my life!  The bartender is not only super cute but also very kind and sweet! I absolutely loved the ambience and the decor, to add to the wholesome experience!"
54,"The food, cocktails and location are fantastic. The best tuna I have ever had in my life! If you are in NU you have to try this place."
55,"My friend and I had lunch this past Wed. We ate inside. All the doors were open so we had the best of inside and outside. I had the shrimp on toast. Large, perfectly cooked shrimp in the most wonderful smokey, sauce. Little heat, lots of depth. Also the wild mushrooms on flatbread...lovely. My friend had the pasta and clams. Loved it. we discussed liking the plates. I think she was only half joking. Lovely service, pleasant ambiance and great food. Will be back ."
56,Best drinks in the world! I will always remember this restaurant to be one of my highlights of New York! I had The Touch of Ginger and I highly recommend it!
57,I wish I could have ordered every cocktail on the menu. Everything is expertly made and the service is wonderful. Check this place out next time you’re in the area.
58,"We had a couples dinner here one weekday evening and sat on one of the pavement tables. The restaurant has a very friendly vibe - thanks in large part to the attentive service. The food was very good too, with quality ingredients, nicely cooked and beautifully presented. I would definitely recommend this restaurant."
59,Very nice dinner with friends in the open space. Excellent food combined with good service. Particularly the pasta dishes were excellent! Recommend
60,"Very nice vibes and atmosphere here, the menu has something for everyone and the drinks are 10/10. I recommend ‘Your love is King’"
61,"The Consulate is absolutely repeat worthy.  My partner and I initially came in on a Friday-evening self-led bar crawl for our favorite espresso martini in our neighborhood (Manhattan's Upper West Side). The Consulate was a clear winner (and the fingerling potatoes were delicious).  On another venture here, we ordered espresso martinis again and additional dishes that the kitchen made dairy-free with ease (fingerlings, again, as well as miso-glazed eggplant and broccolini).  The service is efficient, talented, and friendly. And the ambiance, well, you'll just have to come in and experience that for yourself."
62,"Love this spot! Great atmosphere, music, bar, and flatbread! This is my go to spot when catching up with old friends on UWS. Highly recommend you won’t be disappointed."
63,My friend and I stopped in for martinis and an app while we were strolling through the UWS. Fantastic spot and fantastic service! The playlist was fire which always makes for a great experience in my book. The martinis were perfect and the food was tasty. Will come back ASAP.
64,The bartender!! The drinks! The appetizers!! So much fun!!! Come for a visit and tell George Billy and Lisa say hello!!
65,"Since we moved to the UWS last year, this has been an excellent source of high end cocktails (the Consulate Old Fashioned!) and great food (wild mushroom flatbread!)"
66,"Friendly staff, excellent drinks and food, the Bartender is amazing, great spot to hangout and enjoy in the perfect service! 👍"
67,Favorite bar/resto on the UWS. Perfectly delightful cocktails and friendly staff. It’s a great place to recharge during an afternoon at Central Park.
68,Such a fun and cute restaurant with great drinks and food. The environment is super warm and inviting and fun hang.
69,Gorgeous place and delicious drinks. Pleasant bartenders. Everyone is very helpful and knowledgeable. Must see place!
70,"A fantastic space in the heart of the Upper West Side. They have great craft cocktails and nightly dinner specials. The roast duck is a favorite! For brunch, the Croque Monsieur is great. Wine list changes regularly, featuring new reds/whites that pair well with the French-American fare. Service is wonderful. Yelena and George are fantastic at the bar, in particular. A great experience for date nights or a solo trip to the bar for happy hour. Cuisine is always fresh and paired with the attentive and knowledgeable service, it can’t be beaten. A must visit on the UWS!"
71,We had a great lunch here. The staff did everything to make our experience special. The mushroom gnocchi is to die for. It’s a little bit off but so worth the detour. They are looking to open near midtown as well. Hope so. We will come back next time we visit New York.
72,"Beautiful ambiance, delicious drinks and considerate bartender. We had a wonderful evening on the upper west side and sampled 4 of the cocktails which were consistently excellent."
73,Beautiful service and beverages. Amazing bartender! We love. We ordered three drinks and the bartender was very accommodating.
74,Such incredible cocktails and service . Had the Jardin and it was delicious!! Would recommend and will be coming again!
75,The happy hour drink specials are amazing. This matcha jalapeño cocktail is so unique and tasty! Plus a friendly bartender and staff!
76,"The Consulate has the most exquisite cocktails in the city, and each bartender is incredibly kind/talented. George makes the best espresso martinis in Manhattan and that’s saying something!"
77,"The service, ambiance, and service is excellent! Relaxed atmosphere with no pressure. The octopus appetizer is tender and beautifully plated- delicious. The kale/ Brussels sprout salad is so light and flavorful. Wonderful meal and I’m grateful I ventured in on a whim!"
78,"Great staff, great ambiance, and an excellent old fashioned. Good spot for a date night or just a classy night out in the neighborhood."
79,This restaurant is great for a date night or just drinks before dinner. It has an intimate vibe with a fantastic dinner menu and the best espresso martini on the UWS!
80,Cool brunch place with tasty onion soup close to a city bike station and central park. Gorge was helpful choosing our with drinks.
81,Amazing vibe and the bartenders are such lovely people. Visited from uptown on a busy Easter brunch and sat at the bar and they were absolutely lovely and so accommodating. Highly recommend
82,"Wow. Truly a gem of the Upper West Side. This place has a striking, handsome U-shaped bar in the middle of the restaurant, lots of plants and interesting decorations that add so much character, a really cool silver-plated ceiling, classic-feeling music that fits perfectly with the environment, and very friendly waitstaff. George at the bar makes a delightful espresso martini. Don’t miss out."
83,"The Consulate is such a great, very sophisticated place for any occasion! The food, the drinks, the service and the ambiance were all exceptional! I went just for a few drinks with my girlfriends and had an amazing experience the food is great, especially the mussels, they were so good and fresh!! Absolutely coming back"
84,Noisy on a Saturday at 12 noon. Tables very close together but room well decorated. Bloody Mary great but eggs Benedict a bit cold. Food was average.
85,"The drinks are fantastic, very smooth. The place has a unique atmosphere and the food is very nice.."
86,"After living on the UWS for two years, I finally stopped in for an afternoon coffee and was utter charmed by the environment and the people. Whether you’re in search of a quick drink or a sit down meal, you’re sure to be greeted by amenable staff and a lovely time."
87,"Great space, great coffee, great service, great location. I would absolutely come back for drinks or even dinner."
88,"The first thing that stood out is that they have a proper mocktails menu and not an afterthought of standard sodas, which is often a disappointment at nicer restaurants.  Arrived to find Friday and Saturday are exempt from happy hour but stayed and ordered a salad, entree and two drinks.  Great staff, good food --- and drinks didn't skimp out. Got the frisee salad (recommend) and steak fries (actually prefer the short rib cavatelli, personally)."
89,"Great cocktails and bites! We had espresso martinis, manhattans, steak tartare and mushroom flatbread - all very delicious"
90,Gorgeous atmosphere and great vibes. Stunning lighting and excellent service. Sit at the bar for tons of attention and perfect cocktails. Great bartenders and servers. Highly recommend the Jardin and the Oui Mademoiselle. Happy hour at the bar 4-6pm!
91,We sat at the bar for a date night and the experience couldn’t have been better! The drinks were amazing and the bartenders were so attentive.I would definitely come back here. Recommend this spot 10/10!
92,"I am new to the UWS and my husband and I decided to check out The Consulate, and boy am I glad we did.  The drinks are great and the brunch menu is top notch.  If you are in the area and looking for drinks or a bite to eat I highly recommend checking this place out."
93,Stopped by to grab a quick drink during brunch. Ended up ordering the açaí bowl with granola which was a perfect way to start my day! Highly recommend.
94,Such kind staff and a great establishment. What a gem. Highly recommend! From your entry until you leaveC these folks know how to craft an experience.
95,"My fiance and I came to The Consulate the first time we visited NYC together, when we were looking for an apartment to move into. At the time, it was the perfect spot to decompress and relax between showings. Soon enough, we moved to the UWS and have become locals. Not only are the cocktails amazing (our favs are the le jardin and oui mademoiselle) but the food the AMAZING. The Brussels salad, short rib cavatelli, wild mushroom pasta, roasted chicken, and CRÈME BRÛLÉE are top notch. The staff is also always very friendly, accommodating and polite. Definitely a place I will come back to and bring visitors."
96,Beautiful spot! Everything from the ambience to service was top notch. If you’re in the neighborhood definitely stop by.
97,"Excellent cocktails, decor and waiting staff! Dim lighting and chill vibes! Upper West side is where to go! Get the Jardin!"
98,"A Great spot for french-american fare on the Upper West Side! Great craft cocktails. George and Yelena at the bar are fantastic! Great service and delicious food options. Daily specials are always a plus and make it worth going back. A true UWS gem with fantastic cocktails, food options, and service. Definitely worth a shot for date night, business meeting, or just solo for happy hour. A must try! Burger and steak frites are delicious!  The brunch is great and one of the best Croque Monsieurs I have ever had. Pancakes are huge and delicious. I would also recommend the Nutella French Toast. Absolutely delicious!"
99,"Eyed this place for awhile and glad we finally stopped in on a Monday happy hour for drinks and apps. Friendly bartender and good drinks! Recommend the consulate old fashioned if you like Mezcal, and the Brussels sprouts with bacon. Good ambiance!"
100,"While in NYC to see Broadway plays, go to museums, and watch the St Patrick’s Day parade, we wanted a restaurant we had not visited before, so we made reservations for two through OpenTable and had dinner at The Consulate on the Upper East Side. We thoroughly enjoyed everything about the restaurant and dinner. The restaurant was cozy and well appointed. The Consulate staff was friendly, courteous, and prompt in meeting our every need. They were subtly in the background, ready to step in whenever something was required – refilling water glasses, taking and filling our orders, sweeping crumbs from the table, or resetting table ware between courses. The proprietors, two brothers and a sister, were there working and interacting with guests. Bartender, sister made nice pre-dinner martinis. Co-owner Igor, as sommelier, suggested a few fine wines from a good list of domestic and foreign wineries. We chose a jammy, juicy NAPA cabernet that was excellent and is now on our home wine list. Little Brother Kosta (both men over six feet tall) served as our waiter. We shared a wonderful, lightly-smoked, barbequed artichoke for an appetizer and a Caesar salad. We chose pastas for our entrées. One was a tasty, cheesy crab trophie. The other was a short rib cavatelli that won the taste contest between the two. In fact, given a choice we would choose that short-rib cavatelli over classical French boeuf bourguignons. Yes, there was dessert as well, a smooth crème broulèe. We look forward to dining at The Consulate on our next trip to NYC."
101,"Incredible martinis I! Thank you George for amazing service. We loved our experience, the ambiance was great too thank you"
102,We had a splendid time at The Consulate! The cocktails are phenomenal and the service was exceptional. I absolutely recommend this place for a cozy meal or casual cocktails at the bar. A gem in the UWS.
103,"Best espresso martinis in UWS! Love this place and keep coming back, the staff and energy is always great. Happy hour Monday-Thursday is wonderful for the area"
104,Great food and tasty cocktails. Bartender is awesome ❤️ Definitely one of the best places to visit in NYC.
105,Favorite brunch spot in the Upper west side. Right near the museum. Great food. Great service. And even better people. Can’t wait to come back.
106,"The cutest spot ever! The bartender was awesome. We had brunch, also the perfect date night spot! Beautiful area, outdoor dining is cute as well! GO GO GO!"
107,"If you are a billionaire and want to be ripped off this is the place for you! I ordered a cosmo it showed up in a half filled in a martini glass. It was $20, as someone who rarely drinks I know when there is no alcohol This was my BF new favorite place but he we will never be back, refills of club soda were so expensive he would not discuss it. Yelena the bartender was downright rude. If you want a drink with alcohol go somewhere else. Should have taken a photo. Each club soda was over $3. This is how you treat regulars??"
108,"We had a great time at the restaurant, the atmosphere is cosy and elegant, the cocktails are delicious (I recommend the Oui Mademoiselle which is simply excellent) and the food is delicious, rather hearty. The service is also perfect. It's really the place to go for a lunch or dinner with friends or lovers, you won't be disappointed!"
109,"If you're looking for a cocktail bar with good vibes in the upper west side check out The Consulate. I had ""El Jardin"" made with jalapeño infused tequila that definitely didn't disappoint. I'll be coming back for dinner soon!"
110,"Awesome happy hour, definitely get the mushroom flatbread! Highly recommend. Great interior design as well! Love this place."
111,"The UWS has tons on incredible food but the Consulate is our absolute favorite. Their brunch is delicious. We always order the same delicious items: the croque monsieur, kale salad, French onion soup, fries and some spritz’s. The restaurant itself is soooo cute. Very spacious and French country inspired decor. It’s really a cut above the rest and the service is impeccable. The nicest staff!"
112,"The consulate has very friendly staff and truly delicious food. I ordered the croque monster and it was hands down one of the best I had in new York city. And I am a big foodie. My friend had the salmon Benedict and it was absolutely delightful, light, fresh and delicious Overall, highly recommend the consulate for your next meal!"
113,"Delicious beverages, bartenders are amazing!!!! Great service, cute ambience, tasty pancakes, lovely lighting."
114,"Wonderful food, service, and cocktails. A great place for a good. tasty, affordable Sunday brunch that isn’t too wild. Excellent service and cocktails."
115,"Been to The Consulate a few times for dinner and brunch and I’ve always enjoyed the experience. The drinks are delicious and the brunch is exactly what you want on the weekend - waffles are heavenly, plenty of sweet and savory options to choose from. My boyfriend and I will be back!"
116,"If you are ever in the upper west side and looking for a delicious brunch, please stop by the consulate as the pancakes and Benedicts are the best in the upper neighborhoods! Lobster Benedict is exceptional and the cast iron pancakes are out of this world"
117,My husband and I were in New York for vacation. We got caught in a rainstorm and ended up at The Consulate. We’re so glad we happened up this place. The Manhattan I ordered was perfect. The bartender was kind and knowledgeable. We stayed for hours and I can’t recommend this place more.
118,Randomly stopped in to get out of the rain at 1045 on a Saturday morning. Super friendly staff. Brunch drinks were delightful. Not too loud. Bartender was very friendly and knowledgeable about the area.  We are restaurant owners so we are always looking for great spots. This one checked all the boxes!
119,"Incredible must-try house cocktails, especially the Miss O’Hara! The truffle and mushroom flatbread is so good it made me forget I don’t like mushrooms, and I really loved the fresh figs in the Frisée salad. The noise level is moderate so it’s good for conversations, while keeping the dinner lively. The decor on the walls is beautiful and there’s great ambiance at the bar."
120,"Best hidden happy hour on the UWS. Mushroom flatbread is fantastic! Bar tenders are very, very kind. Quick service and lovely NYC patrons."
121,Delicious cocktails and lovely bar ambiance. We ate before drinks but the smells coming from other diners’ plates are making us regretful. Will definitely be back for more drinks and with an appetite as well
122,"Great service, food, and atmosphere as I had dinner and drinks at the bar. I really appreciated the extensive cocktail menu as well as great wine selection"
123,"Good service. Good food. Good drinks. Sat at the bar great ambiance, got a whiskey sour and a signature cocktail. Started off with some apps and finished with the short rib cavatelli."
124,Cozy and elegant Upper West Side cocktail bar featuring outstanding service and an excellent happy hour! Try the Consulate Old Fashioned. Cheers!
125,"We weren’t planning to come in, but the incredible ambiance and set up inside literally drew us in from the street. The restaurant itself is very clean and presentable which is very inviting. Staff is very friendly, attentive, knowledgeable and extremely professional. The cocktail menu is high end and very tasty, and the presentation is beautiful. Highly recommend the Rising Sun cocktail for a light, refreshing and satisfying drink on a warm day. (Pictured below with Old Fashioned). We will definitely come back for dinner at some point!"
126,"I was lured in by the French onion soup spotted on a tray from a waiter outside, so decided to stop and try it for myself. It did not disappoint. The bar staff were extremely attentive and friendly and I thoroughly enjoyed my experience."
127,"They were able to accommodate my request for a bunless burger, which I appreciated. Food was delicious and the servers very friendly. Very nice ambience. Highly recommend!"
128,"Food was great, my steak was cooked perfectly. My partner had the burger and she also said it was delicious. I also recommend the Consulate Old Fashioned."
129,"Great cocktails, great food and great service. I come here as frequently as I can and want to make it my neighborhood haunt."
130,"Wow, how lucky was I to stumble upon The Consulate last night! We just had to come back again today. Superb cocktails, wonderful service, and a chic atmosphere."
131,"I came here solo to kill time, and I wish I would have had time to stay longer! I ordered a cocktail at the bar, and everyone on staff that interacted with me was super friendly. I got a boulevardier, and it was delicious. Would 100% come here again."
132,Just bought a penthouse apartment on upper west side and love this place across the street. Happy hour was fab and food was delish.
133,Went here for Happy Hour for a celebration! Has a great ambiance and yummy appetizers- we got the artichokes and the rosemary French fries - yum! we had a couple of glasses of wine and a glass of amaretto. The perfect happy hour! Enjoy.
134,"Best cocktail bar in UWS - Best staff, drinks are amazing, happy hour food is great as well. Highly reccommend the Rusty sour"
135,The consulate is a gem on the UWS! It has great cocktails and the bartender George is so nice! We live in the neighborhood and come here regularly!
136,"George saved us with negronis and fries, but the hagiography should be saved for the crispy maitake mushrooms with harissa aioli. To die for, but only if the afterlife is more snacks and drinks."
137,"I love the vibe at the Consulate. We come frequently and the drinks are always great, as is the food. The bartender George was the best! Highly recommend the salmon flatbread!"
138,Stumbled upon this spot while taking a weekend stroll and we are so glad we did. Incredible cocktails and the bartender George is amazing and knows what he is doing.
139,"Gorgeous decore highlights a stunning sense luxury. Incredible food, fun and laughs. In need of guidance, gallant George behind the counter will help with suggestions and whip up unforgettable beverages, 10/10."
140,"Had an amaaaazing brunch with delicious drinks from the bartender, George. One of my fave spots in the UWS"
141,"Awesome food and great service, George the bartender is the best! Will be back next time I’m in New York visiting friends."
142,Amazing cozy restaurant for dinner. The decor of the place is very beautiful as well. Food was outstanding. Would recommend making a reservation. Will visit again for sure.
143,I celebrated my birthday with my friend at The Consulate and couldn’t have asked for a better experience. I’ve lived in the neighborhood for years and always admired the decor through the windows. We sat and the bar and the bartender George was lovely and so knowledgeable. He poured us two of the best drinks I’ve had in this neighborhood. I will definitely come back.
144,"My friend and I had one of our best experiences on the UWS celebrating her birthday at the Consulate. Our bartender George made us outstanding cocktails and was incredibly warm and welcoming. The space is beautiful - excellent decoration, music and overall atmosphere. I would highly recommend this for a date night. We will definitely be returning."
145,Loved a fantastic dinner at the bar with a delicious cocktail. George the bartender makes a mean martini. Service is fantastic and the ambiance is both elegant and hip. Food is top notch.
146,"I stopped in on a Tuesday evening wanting to unwind and relax. I got exactly what I was looking for. I was created friendly and warm. The atmosphere and lighting is great. Tuesday evening was just the right amount of lively. I sat at the bar so I could overlook the restaurant. George was my bartender. I had the steak tartar which is my favorite dish and it was delicious. Highly recommend for a great night out solo, with a date or friends."
147,"Great atmosphere, great drinks, great service, and all around great place. Lovely spot for a date or a nice dinner. 10/10 recommend!"
148,"I came to The Consulate as celebration after taking (and passing) my first two exams of the new year. I thought I’d be getting the restaurant week deals but figured that even without, I deserved a nice meal. I got the Touch of Ginger cocktail which is the perfect mix of spicy and sweet from the ginger and the mango purée. I’m normally not a fan of bourbon, but LOVE ginger and really enjoyed the drink - so much so that I couldn’t wait to get a picture of it. For dinner, I got the Korean BBQ steak with a side of French fries. The fries were just the right mix of fluffy with crisp exterior. The steak was extremely well cooked and went super well with the sauce that it was served with. My only complaint is that the pickled cucumbers could have been pickled in the sauce to give them a bit more flavor, but all in all, it was a very enjoyable, celebratory meal."
149,"Well designed atmosphere, professional and friendly staff, delicious dishes and creative bar. Every visit is memorable experience."
150,"We have been frequent guests to the Consulate! The food is great and the drinks are fabulous! Ambiance is 10/10. Thank you George for being a great bartender! Amir, Sarah and Cara"
151,George was simply lovely. The entire staff welcomed me with open arms! 2nd visit and I am so thrilled. Beautiful ambience!:)
152,"The ambience, food, and drinks here are exceptional! Would definitely recommend. Thanks, George, for the delicious espresso martini!"
153,"Very cozy, upscale bar with amazing cocktails and service. Thank you George for the delicious drinks!"
