,opinions
42,"Delicious - nothing more to say! The service was great, the food was extraordinary and the location was cozy an welcoming. Best Dinner we had in Paris!"
43,"Quick service, amazing burgers and friendly staff! Made to feel very welcome (especially as visiting from England). A lovely atmosphere! Would recommend!"
44,The burger tasted excellent and it had a very natural taste. It was the best one I ever had. The service was very good and quick. Everyone was very nice and had a smile on their face.
45,"Absolutely amazing burgers and beef tart, also the staff was friendly and made us feel special.Thank you and hopefully see you soon again.Strongly recommend!!!"
46,"Good neighborhood restaurant. Burgers overall were but a bit too much cheese. The crumble cake super tasty as well (not too sweet but enough sweetness). Service was ok, nothing exceptional. The restaurant deco, nothing amazing as well."
47,"The food was good, especially the sauce, it tasted great, the atmosphere was relaxing and good, and the staff were very good. I recommend it here. Community Verified icon"
48,"Burgers 10/10 Fries 10/10 Atmosphere 10/10 Service 10/10 Cost 10/10 Honestly, great food with quick and kind service!"
49,came here based off of trip advisor rating and was not disappointed. The food was brilliant and the service was top notch. Menu is Burger and steak but the variations are really good. Definitely recommend.
50,The hamburger was very very delicious :) Nice service :) From Hungary Mindenkinek csak ajánlani tudom ! Igazi hangulatos kis hely !
51,Everything about this restaurant was wonderful. The staff are charming and the food sensational. Delicious burger and yummy steak tartare - just wow 🥰 Will definitely return next time we are back in this beautiful city.
52,"For one of the best burgers, visit Il Etait Un Square. We really enjoyed the meal and also the service staff did their best to offer a good experience."
53,"I made a reservation with the restaurant, the staff spoke very well. And it's my first time trying food here. Service is fast and there friendly staff The food is great especially the hamburgers."
54,The staff were incredibly friendly and happy to accommodate English speakers. The atmosphere was excellent and the food even better. The burger was probably the best burger I’ve ever had and I would definitely return the next time I visit Paris
55,"Really yummy burgers with a local crowd/vibe and passionate staff. The produce and meat was fresh and the meal enjoyable. I came here alone without reservation for a late lunch and they were able to sit me down and serve me. Staff was super friendly and helpful, and answered all my questions. I ordered Le Cheddar and they asked how I’d like it cooked and I said however the chef likes (which is my usual response when trying something new). Just keep in mind that’s super super rare here - like tartar - which is totally fine!! Just came as a bit of a surprise coming from USA/Canada . It was a reputable space and everyone was eating them just like that, so I enjoyed mine as well. Meat was very fresh and bread tasted yummy too. I would return again, alone or with a group of friends."
56,My daughter and I were looking for restaurants on the internet and came across this one. It was also later recommended by a friend. It’s a very quiet cozy place and the owner and staff were super friendly. They were so helpful and made us feel welcomed into their establishment. They answered any and all questions we had and the food was amazing! We plan to try to go back before we leave Paris. We both got the chicken skewer with the rice and salad. The rice had this amazing cheese on it and it was so delicious!
57,"Lovely staff, relaxed atmosphere, food was delicious! The owner was very welcoming and great at speaking English. Would visit again 😊"
58,"Il Etait Un Square - the best hamburgers in Paris. I went on Trip Advisor looking for a lunch spot. Il Etait Un Square was recommended for their hamburgers. I made a reservation. Although, depending on the time of day you may not need one. We took an Uber there. We went today. The food was amazing. The owner came to our table to explain the food choices. I had “The Blue”, my son has “The Cajun” and my hubby had “The Chedd Pepper”. The food was moderately priced. We paid about $60 Euro. Check it out if you want some great food.  Here are some pics:"
59,"Having read so many positive reviews of this restaurant we gave it a try in our last night. We had left it late but managed to book a table on their website and we’re glad we did.  It’s a cosy restaurant off the main road on the corner of a small crossroads. It’s outside the main touristy area and seemed full of locals enjoying the evening.  When the owner heard we spoke English, he asked us where we were from - there was no attitude towards us for not speaking French, something we received in a few other places. He sat down with us and explained the menu which was a nice touch. The waiter who followed him spoke just as good English and everything was said and done with a smile.  The burgers were lovely and the desserts stuck with us for the evening."
60,Back again to this lovely restaurant. Gerard was there to welcome us with such warmth it was so lovely. I had a steack tartare and it was delicious. My son Joley loved his burger and the whole family just felt like home. Thank you again for this lovely lunch.
61,Found this through Tripadvisor and when I saw the reviews I thought we had to visit and see for ourselves. Definitely not disappointed!! Best burger I’ve ever had. The staff was warm and friendly and the atmosphere really cosy. A ‘must-go’ in Paris!!
62,"We went there after a long walk in tbe chan elisa to arc de triumph. The metro was very easy and we were glad we came. We had two vegeterian dishes which were great. Quiet place , great host , lovely vibe. Plus - great price. Under 40 euro for two dishes a glass of wine and beer. We didnt have time for ther desert but we'll be back ."
63,Booked approximately 6 months ago when we knew we were going to Paris and heard so many awesome reviews. All I can say is they over exceeded my expectations!!! The service 10/10 the food 10/10 and the cost 10/10. The owner was a very nice guy and all the waiters were very helpful and friendly Regards Lee and Gemma
64,"We were visiting Paris with our teenage sons for the weekend and booked this restaurant near to our hotel, we were not disappointed, absolutely AMAZING burgers! We all wished we had a chance to eat here again as it was such an enjoyable meal, the boys love their burgers and said they were the best they ever had, big praise indeed! Also had some delicious desserts, lovely atmosphere, really friendly staff, very reasonably priced and was full of locals which is also a good sign, would highly recommend."
65,If you want to eat a burger in Paris then this is the place to go. The staff are very friendly and helpful and the burgers are seriously good. (Les Ecossais)
66,"We were very happy with our decision to visit the restaurant for lunch.  Staff were very friendly, speaks good English to accommodate us since we do not speak any French. Brought the menu board right in front of us to explain their menu and their specials for the day.  I had the class Tartare and the portion is very generous! My husband has his burger and was on cloud nine.  The apple pie was delicious, served with a huge amount of cream of the side.  Highly recommend this place. I see this place is also patronised by regular local residents."
67,Excellent excellent excellent. Fantastic hospitality and even better food. Seriously some of the best food I’ve ever had. It’s also in a great location
68,"Elegant restaurant, typically French. The staff was very helpful and attentive. Delicious French food and relaxing atmosphere. Not too long, but decent wine list. When we are in Paris, we will definitely come back!"
69,"The staff who served us were all so lovely and friendly, very helpful with explaining the menu to us, if you're nervous about that as a tourist. We had two different burgers and they were both amazing, along with amazing dessert and wine. Very reasonably priced, would absolutely recommend!"
70,"Found this restaurant on trip advisor, and when you see ratings like that, I always feel like I’m gonna be let down. But not here.  Quite simply the best burger I’ve ever tasted. The burger itself is unreal (had mine medium), but the cheese my god. I am salivating thinking about it now. The chips were also fantastic.  You simply must eat here. They offer some other items like chicken skewer on the menu, but you’d be insane not to have the burger."
71,"We had high expectations considering the ranking of this restaurant and it was just very good and met the bar Service is great, people so nice and professional Burgers were *really* good!!"
72,The burgers were amazing and the staff was super friendly. The place is very homely and everything on the menu sounded good. A must try if you are in Paris
73,Lunch here was great. Service was very welcoming and there was a good atmosphere. I had the steak tartare there which was rustic and delicious. The place specialise in burgers and tartare and they really do them well. My girlfriend had the raclette burger that was a special which was mega too. Visited from Liverpool.
74,"A fantastic little place with amazing food, we were very impressed with our burgers and all said they were the best we’d ever had."
75,"“Le bleu” burger was the most delicious burger I’ve ever had. The place is not very big, but has a cozy touch. We also tried the burger of the month, but we were more impressed by the “bleu” one."
76,"I've never had a better burger. The guys were so nice and accommodating! For family and friends, this is a must-see!"
77,Being from the United States I have had many types of burgers. I have to say that this burger was the best that I ever had. I had the Burger special of the day and it was just oosin with cheese and awesome taste. My wife had the Turkey Burger that was also very tasty and my daughter had the Veggie Burger. The owner came out with a walking menu that was awesome to see and he explained everything and was right on point. Dessert was fabulous too. All in All great restaurant with awesome food and great atmosphere. When we visit Paris again it will be on our list!!! AAAA++++
78,Absolutely amazing! We had the tradional tartare and the french burger. The tartare was so fresh and full of flavor. The french burger - we didn't expect it to be so good but it was incredible. Plus the staff were incredibly nice. Will definitely return when we visit Paris again :)
79,"If you are a burger fan, this is a must visit when you are in Paris. The location is a bit out of the way but it is worth the visit. Service was great, and the burgers were amazing!! Everything was fresh and delicious. We have tried many burgers in the US and the burgers here are on another level. We will be coming back when we visit again."
80,The best burger I have ever tasted. The people where very nice and welcoming! Highly recommend for families and friends!
81,"We had an unexpected 24 hours in Paris and we’re so glad we did after finding Il était un square. Even though we were a good 45 mins late to our reservation (got lost, under estimated travel times, and misremembered booking ) the owner greeted us with a smile and warm welcome. The food was delicious. We look forward to visiting again next time we’re in Paris!"
82,"Il était un square is an must-try bistro south of the Seine with *delicious* French burger and beef tartare dishes, world-class fries and homemade mayo. A short walk from the Catacombs and the Panthéon, do yourself a favor and stop by for lunch or dinner in this delightful, light, fun, and quintessentially Parisian atmosphere. You won't be disappointed, it's obvious why this is a local favorite and worth the visit every time!"
83,"Had 3 burgers and beef tartare to start, all very good and the guys there very happy to help and explain all the dishes, beef tartare was one of the best I've tried definitely would recommend it."
84,Visited on spur of the moment. Manager and staff incredibly friendly from the start. Both had vegetarian burger and it was truly delicious. Tiramisu and apple crumble topped it off. Thoroughly recommend.
85,I really enjoy the time when in Paris. I am fascinated by their wonderful culture and food. I will do it again
86,The food was excellent. The service was super fast and the staff were very nice. We had a main and a pudding and both were incredible. The burger is the best I’ve ever had!
87,"Being from US I am very critical when I see a burger joint. This was one of the best burgers I have ever tried. Amazing food, friendly staff and owners. Would definitely come back here every time I visit Paris."
88,"I came for the burger but stayed for the tartare ;) actually i was really looking for a nice burger that day and they looked really good, but I wanted to try the tartare and was delicious !! The waitress and the chef himself were very nice and friendly. I strongly recommend it. The location is very cozy as well :)"
89,"Indeed it's an address that you wouldn't regret, great food and excellent service, the stuff were very polite and active. the atmosphere itself is great. I highly recommend"
90,"I ordered the Blue Burger, personally I like my Burger medium rare which not many establishments are able to offer due to the meat needing to be freshly minced steak. As this place is an advertised steak tar tar and Burger restaurant, what could be more perfect?  And it was just that, the best Burger I've ever eaten- it has taken 7 years to find a Burger to take the top spot but this did it. Great place and great staff, food cooked quickly and huge portions, would highly recommend."
91,"Staff was the highlight. They were all so kind, helpful, and welcoming! The burgers were delicious. We ordered the cheddar and the Max burger. The fries were also delicious!"
92,"Excellent burgers in a friendly place! We so much enjoyed the food and we were happy to meet the friendly staff. The atmosphere was lovely, warm welcome, food came fast and it was delicious . I totally recommend. See you next time ! The Greeks from Belgium :-)"
93,Very nice place where you can enjoy the best food. I was there with my friends and we would like to come again.
94,"Quaint Restaurant, really friendly helpful owner and staff. Has to be one of the nicest burgers we have ever tasted. Just happen to come along on our Vespa through the streets of Paris and decided to have a quick bite. The owner was so nice and the staff were lovely. The beef burgers we ordered was the restaurant special and it was absolutely delicious. 10 out of 10 for service and of course the food. If you have a chance to visit you won’t be disappointed."
95,"Lovely experience. Was our first visit in Paris and was 10/10 all round. Excellent service, was given a very helpful guide on their food and how it is cooked. Food was delicious, will certainly be back."
96,"Myself, wife and son were on a weekend visit to Paris and had seen the positive reviews for Il Etait Un Square on Tripadvisor, so trekked there after visiting the Eiffel Tower. It was about an hour walk (note to self; Use the metro next time), but totally worth the effort.  The minute we walked in we were welcomed with a warm smile and a super-friendly greeting and knew immediately we'd made a great choice. We were given a choice of where to sit and once we were settled were run through the menu with a great explanation of what was on offer. Sadly, our French is appalling but fortunately for us, their English was excellent.  When the food came it was just what we'd hoped for and the only problem we had was that we couldn't finish it! Chicken and beef burgers were excellent, fries tasty and crisp and some nice, fresh salad on the side. What's not to like?  Could have happily stayed and chilled out for a while but a visit to the Louvre was scheduled so we had to leave. As we were paying, our waitress who had obviously finished her shift and was leaving to go home made a point of saying goodbye to us as she left.  Would come back in a heartbeat - but I'd use the metro next time!"
97,"Good experience , I didn't booked a table but they have space for me. The service was amazing very friendly staff. The food is exceptional."
98,We ordered one blu gamburger and taratar steak .both very testy and when in paired with good red winePeyre La gazette it began be excellent. We very liked service of our waitress polite and charming yung woman.
99,"This place was super good. We didn’t have a reservation so we got there right when it opened ; we were lucky enough to kindly be seated and welcomed in. We speak English but tried our best attempt at French , but we were welcomed in a warm way and made to feel at home. Now, with that all being said, the burgers (cheddar, and Mac) and tartare (gascon) were awesome. The tartare was much better and easier to eat than expected (we were a bit nervous) and would definitely recommend. The creamy cheese (not melted) was to die for and was a specialty for sure. Being from America we thought we’ve had some great burgers but this may top even the best we have at home, give it a try and be kind to the people working , they made our time great and will make yours great too!"
100,"When traveling from Moscow to Paris, do not expect the trip to be so pleasant and pleasant, I really liked everything, I hope to return soon to this beautiful city and try the delicious food of this restaurant again!"
101,We loved this place! We were accommodated by the owner besides we had no reservation and were so tired to find another place to eat. It was really a huge surprise to have such a tasty food and a nice atmposphere! The burgers were the best we've ever had! A great choice for everyone.
102,"The team were warm, welcoming. If I’m really, really wanting a burger, this one is fine to good. Meat is fresh for sure and the burger is large even by US standards. Cheeses, melted into and on top of burger, are creamy. Bun is cold and less appealing. Fries are average. It’s a high energy fun environment."
103,"Paris is packed with really great Bistros, Brasseries and Restaurants, but sometimes - particularly when staying for an extended trip - its nice to have something simple - and a really good burger can often hot the spot. We found ""Il Etait Un Square"" on trip advisor rated #2 RESTAURANT in Paris, booked our table, and set off with high expectations. There is nothing wrong with this restaurant, and the Burgers were definately the right side of okay, but nothing really special. Bun could have been served warm, chips were tepid and not quite crisp enough, beef patty itself was a bit mean, and the prices too high for the quality. Staff were very friendly and the service was fast - which perhaps was one of the problems....there was no way the burger and chips could have been freshly prepared in the time between placing our order and receiving the food. Good choice of (non-french) beers. If you are in the area, then give it a try by all means; but if in the centre of town, Five Guys is a far better (and cheaper) choice for a great burger."
104,"We found this restaurant on Trip Advisor and tried it base on it's review. It did not disappoint. Great service, great burgers and great value. We'll be back on out next visit."
105,"The burgers and fries here were absolutely phenomenal! A must visit spot if you're into delicious hamburgers. Also, the owner and staff are so kind and caring. Highly recommend going here!!"
106,"This is a MUST go to restaurant if you are an American visiting Paris! The owner was so caring and even asked what state we are from (Florida) and ended up adding a cute palm tree drink stirrer, the waitresses were awesome as well and made sure we enjoyed our meal! I am definitely coming back here the food was amazing and was an experience you will not get any where else! Mercí!!!"
107,The best burger ever It was so tasty Also the people there are so friendly Don't miss!!!!! Its just the best
108,Delicious burgers. I ordered the Max burger and it was excellent. With some fries and salad on the side. Really enjoyed it.
109,"Very good service and excellent burgers, would recommend a stop if you're nearby. Few Parisians seem to welcome Americans so much."
110,huge burger with tons of cheese. we took 1 for 2 people and it was enough. gonna go again when in paris
111,"We found this restaurant after a long day of sightseeing, and didn't have a reservation. The owner was so kind to accommodate us and find a table for our family. The burgers were some of the best I've ever had! Other dishes we enjoyed--including dessert--were just as good. A great choice for Americans and families with picky eaters."
112,"Burgers is huge!! The best we try was House burger with extra cheese, onion and extra spicy chilli papers"
113,"Il Etait Un Square has been added to my top 5 global burger list (no particular order) - others include Little Camas Inn (Mountain Hope, Idaho USA), Geflipt (Amsterdam, NL) and Ikeda's California Country Market (Auburn, CA USA). My burger was Le Bleu (my favorite cheese on a burger is blue cheese). My wife very much enjoyed her tartare; while my son devoured his Le Hamburger oeuf a cheval. While I consider French cuisine the best globally, an outstanding hamburger is hard to beat for lunch."
114,"We never eat burgers in restaurants, it feels like waste of money. But this place makes an exception. Great burgers for a good price. Really friendly staff aswell. But definitely recommend!"
115,"I have to say, I enjoyed every single bite of the meal. I had hamburger with a beer. Considering the quality, the price is reasonable. Ideal for those who want quality and quantity of the meals."
116,We were welcomed by very friendly and enthusiastic hosts as one of them explained the menu. The food was flavourful and every bite was worth it. Such a great gem around the neighbourhood. We will definitely be going back :)
117,Have been coming here for few years now and this place is just unbeatable.  They serve one of the best cheese burgers in the world & point à la ligne. The steak tartare is out of this world a must try...  The success story behind il Etait Un Square are the staff and the owners.  Love love love will be back soon.
118,"We ended up going to the restaurant and picking up our order. The burgers and chips were still absolutely delicious when we got back to our flat. The burgers were well made with good quality ingredients, the chips were really good !! Plus which the staff were so friendly. I really recommend !"
119,"We came here last minute, we were pleasantly surprised. We knew the food would be good because we'd seen the reviews, but we didn't know it would be this amazing! We had the best burger & chips we have ever tasted and would reccommend this to anyone visiting Paris! The service was great too."
120,"I don't have much to say about this restaurant that hasn't been said here before. Everybody on this website writes how amazing it is, and you can indeed find really excellent burgers here, with delicate flavours that you usually do not find in a burger. I took the chocolate mousse for dessert, which was fine. Very quick and friendly, attentive service. Not sure this is the best restaurant in Paris, despite its ranking, but this is certainly one of the best for this range of prices, and unquestionably the best burger I've ever eaten in Paris. Therefore I highly recommend it."
121,"Me and my partner found this restaurant after search on tripadvisor. It met our expectations and more!! We reserved a table and were greeted by such lovely and attentive members of staff. The food came out fast after being seated. This was perhaps the best burger we have both eaten, everything was cooked to perfection and the homemade mayonnaise was delicious. Would definitely recommend to anyone who was visiting Paris!!"
122,"We found this restaurant at trip Advisor. Burger was absolutely delicious, one of the best I’ve had. Very recommended"
123,"We found this restaurant in an effort to get to know the Buttes aux Cailles neighbourhood better on our short weekend trip away post lockdown. And it was a great find! The restaurant is known for unique burgers and tartars. The food is delicious, the pitchers of wine are very well chosen, and the server really enjoys his job. The tiramisu was amazing!"
124,"Burger was absolutely delicious, one of the best I’ve had, however it felt very rushed, we arrived just as they opened and asked for a table for 2, we were asked had we booked, we said we hadn’t, the waiter then proceeded to look round the empty room full of empty tables to try and find us one, he said it should be ok. They also have a great offer on the website and in the window, burger, fries, drink and desert for €20, this however is take out only. As previously mentioned can not fault the burger and it is worthy of 5stars but not the overall experience."
125,"A really great burger, not too fatty either. The service was very attentive. A bit far maybe but definitely worth it. I’ll be back."
126,Good servic. Good food. Nice place. Me and my friend Very proudly.price is normalfor paris. Highly recommended.
127,"I've known about this restaurant for ages, especially as it is so highly rated on trip advisor, but only found it recently.  Originally we had planned to get take away, but since it was quiet we decided to eat in. We ate on the terrace because indoor eating was still forbidden at the time, there was a bit of wind, but we managed.  Service was wonderful, the owner or the manager at least was friendly and helpful and stayed chatting with us. He ensured we had a great meal.  Meanwhile the burgers are excellent, the quality of the ingredients is really there and they were prepared perfectly. We tried the cheddar burger and the blue burger and both were just want we wanted.  This restaurant lives up to the hype."
128,"I love burger and I think, this is the best burger that i have eaten. The services is good. , I recommended going this place."
129,"We had eaten at two other burger places prior to finding this location during our two weeks in Paris. The servers were beyond friendly and (I'm assuming) the owner came over to our table and provided some humorous banter prior to the meal. The burgers were not made of your typical ground meat...it was more like ground steak. We asked for well done and recieved a perfectly cooked burger. The fries and salad that came with the burger were also very good. They also provide ketchup and mustard for each of the tables. The prices weren't bit weren't expensive either. We paid around 50 euro for two burger plates, wine, water, and dessert. The dessert was good as well. I had the apple crumble and the wife had the chocolate mousse. All in all one of the best meals we had in Paris."
130,In this month I was go in restaurants with our friends really the restaurant was very good and neat clean the dishes of the restaurant is also good
131,Highly recommended !  Heard about this place online before we can to Paris so we Pre booked a table. Rocked up to a quiet restaurant thinking we had got the wrong place. Amazing customer service in the mean time. Sat down and not 5 minutes later the restaurant was heaving.  The burger was incredible with blue cheese and caramelised onions ooozing out of the side of the bun (and I hate onions) didn’t want it to end!  Great job guys and thanks for speaking English for us unintelligent British folk
132,"Friendly service, they made a table available to us even without a reservation on the weekend, and burgers were really delicious!! English menus available, too!"
133,"My wife and I came to Il Etait Un Square based on TA reviews and once again were treated to a gastronomic delight. This is on the surface just a burger joint, but that couldn't be further from what you get. The burgers are just incredible and cooked to perfection, in a manner you wont find anywhere else. They also specialise in steak tartare and the flavours are the heroes in the restaurant. The service is fantastic and all plates are very well priced. All in all, if you eat in Il Etait Un Square, you will leave happy."
134,"Great burgers, service was fantastic too. Reasonable prices for the quality of food. Highly recommend. Got tiramisu as dessert, it was ok. None the less fantastic place for food."
135,"Very good burgers. Some of the best I’ve had, including those from top places in New York. Deserts were great too."
