,opinions
40,"Excellent recommendations from our server for the dishes, varied and tasty mix of veg and meat selections. Probably the best Indian food experience I have ever had!"
41,"We had an absolutely delicious meal here. We would recommend the gobi manchurian, the buttery chicken and the dhal mix!"
42,Always lovely food and lovely staff ! I highly recommend the black daal and Chennai prawns and the railway lamb .
43,Really nice food. One of the best Indian foods we have. The best buttery chicken I have ever tasted. Very good variety
44,"Amazing staff, amazing food, excellent experience overall! Can highly recommend for anyone to pay a visit when they are around."
45,Amazing food and lovely staff. Indian tapas and everything we had was amazing. Good mix between veg and meat. Very nice restaurant
46,Enjoyed our time at Bonoo. Our server made us feel very welcome. We both greatly enjoyed the sweet potato bhaji and potato chat.
47,"Amazing! Recommend everything we had, particularly the sweet potato bhaji. We had the: Garlic Naan Railway lamb Lamb samosa chaat Dhal mix Sweet potato bhaji Royal Benghal chicken"
48,All of the dishes were amazing and food was quick and staff were always attentive and helpful. Such a lovely meal.
49,Friendly welcome and great advice on selecting a variety of delicious dishes. Great atmosphere and decor. Highly recommend.
50,"Wonderful decor, fantastic and extensive menu, staff very friendly, food was excellent. Will visit many times again and hope they do very well"
51,"Very good hospitality, I will be visiting this place again. I enjoyed my meal and the lovely service."
52,"Beautiful restaurant tucked away, lovely atmosphere and the food is amazing traditional Indian with great flavours and plenty of it. The staff and service is super helpful and attentive. I shall be returning soon. Bonus is if you want more spice they will oblige."
53,"The food was very delicious and quick to be served. The staff were very friendly, polite and attentive."
54,"Food here is incredible, I am super impressed with the service and quality of food. the staff are so friendly and so happy to help. Absolutely delicious, would 100% recommend"
55,Very good food and service highly recommend. Every dish had lots of flavour and decor was also very nice!
56,Service was really excellent. Really enjoyed our meal and the lovely setting. The whole family enjoyed the meal.
57,"This was the most wonderful food experience I’ve had in all my time in London. The customer service was unbelievably good, so kind and patient. I will 100% be returning!"
58,"The staff were amazing!! The food was great, and the waiters were very helpful when ordering. It is definitely the best place I have been in London."
59,Very nice customer service and food was absolutely fantastic. Loved every minute of it. Best Indian food I’ve ever tasted without a doubt!
60,The service was exceptional and the staff were very friendly. The food was amazing. It was very authentic and the desserts were very nice.
61,We had an Amazing time with my boyfriend. The food was really good. Very pleasant waiters. I recommand
62,"Had the chefs menu, and lived up to the expectations. Very friendly staff. Had to travel a bit, but worth the travel."
63,"The food is great, especially the fish, it was perfectly done. The waiter and waitress are very attentive and welcoming."
64,"Excellent service, delicious quality food. I highly recommend a visit. I will definitely be back again"
65,I highly recommend the food at this restaurant. The quality and taste was simply amazing. I highly recommend the garlic & coconut narn bread with lamb and butter chicken. Plus the customer service was exceptional with a speedy turnaround. Not to mention the complementary baileys at the end ;)
66,All of the tapas were delicious! They even offered us a drink on the house after dinner. It was worth the trip from central London. Very great service!
67,"It was the best Indian food I had ever eaten. I strongly recommand the mango salad and the ray way lamb curry and rice. Thank you very much, the waitresses and waiters were very nice."
68,"This place is absolutely amazing. Innovative and tasty dishes, and outstanding service. I've been here a few times and it's been great everytime!"
69,Absolutely amazing!! Couldn’t have a better time. Will be back. Free drinks after dinner and a very delicious dinner.
70,"Great food, service l, and ambiance. We traveled over an hour all the way from Woolwich and it was worth it! We would come back again."
71,this was a very nice place. The food and the waiters were amazing. I recommend the place for tourist and also local. Service was particularly nice.
72,wonderful food wonderful service best indian food chicken lollipops amazing masala corn great lentil fritters incredible
73,"Amazing food, amazing staff, amazing decor! And amazing drinks! The spicy veggies were incredible and so was the chicken wings! Can’t get enough of this place"
74,Came here with 5 and greatly enjoyed every dish we ordered. Good variety in tapas and decent portion sizes. We had 2 dishes per person which was perfect for us.
75,"We popped in on our way back past Xmas mass at All saints church - “for a snack” & ended up having the chef’s 6 courses, special selection of vegetarian and non veg selection. It was delicious and flavourful - the team were a delight and alot of fun too. We couldn’t be more impressed to have this place on our door step - worth travelling to."
76,"Delicious food, great service and lovely atmosphere! Our favourites were the flavourful gobi manchurian and Dahl!"
77,"I had a lovely time here and the food was amazing, lovely customer service especially from Moh.I was pleased with everything I ate here and this is was my 3rd time coming here and they never disappoint me.I look forward to coming back here soon!!"
78,"Such delicious food, the Bhel, Bengal chicken, and Palak were so good. Brilliant and friendly service. Would 💯 recommend!"
79,"We saw this restaurant was rated No. 1 in London and because we love Indian food we decided to travel the 300 miles to visit. It did not disappoint. We had the 6 course tasting menu for £39 per person and it was a delight. Every course was beautifully cooked and delicious. The service was friendly and efficient but not over the top, and our whole experience was worth the schlepp up from Cornwall. We would, and will, do this again. 10/10."
80,We came here after seeing all the good reviews and were not disappointed. There are a variety of dishes to choose from and each one was fantastic. I recommend booking in advance to get a table!
81,"Great food and great staff. They also gave us free rinks love it, we had the taster menu (bloody lovely) would recommend to a friend/ (I don’t know you) enemy. Cum 💦 here x"
82,I’ve looked far and wide to recreate what I knew from my hometown. And without question this is the closest to my mums recipe I’ve ever got to. I highly recommend
83,Had a great time and the food was amazing and friendly staff. We had the tasting menu and it was absolutely brilliant
84,"We had a superb evening at Bonoo! The food was amazing, every dish was full of flavor. The service was great too, and we felt really welcome here."
85,What a gem! Now I understand why it’s rated No 1! The food was outstanding and the service was very friendly and efficient. Cannot recommend highly enough.
86,"Outstanding food! Excellent service! Everything was perfect! From the first moment we felt welcome and perfectly hosted. The dishes are very tasty, we loved everything we tried . We’ll definitely come back when ever we’ll have the opportunity to be in London!"
87,Excellent food. Railway curry and lollipop chicken exquisite. And great friendly service. Definitely will come back for more.
88,Outstanding unique Indian tapas. Worth a visit. Got to be one of the best Indian restaurants in london. The tapas menu lets you try so many different flavours.
89,Exelent food and wonderful staff. Delicious cauliflower and chicken. Small restaurant with a great atmosphere.
90,Vers nice restaurant and caring staff. I recomand the black lentils or the cauliflower with a railway lamb 😋
91,Wonderful. Delicious food and fantastic service. The curry chicken and cauliflower Manchurian were especially good.
92,"Great food, atmosphere and friendly staff! Lovely setting. Tapas sharing was fantastic and we will definitely be back here!"
93,"Unfortuntely we came on Saturday, so we couldn’t choose the tasting menu. But everything we got was delicius. Staff and their service was excelent. Absolutely recommendable."
94,Such a lovely place in London... The food is amazing and friendly service... One of my favourite lndian restaurant....
95,"Delightfull restaurant with great staff. If you ask Spicy then it is spicy 😉. We order 3 different tapas (Pani puri, Achar,...) per person and we have the occasion to taste a big panel of the menu"
96,"The best indian food i ever tasted. The atmosphere in the resturant was very Nice, and the staff as well. It is worth a visit."
97,The food was truly amazing. And the service was just as good. A little far from centrum. But well worth it!
98,"The service was great, and some of the food options were incredible (especially the Gobi Manchurian and the Truffle Naan), although the pani puri and the curries were only decent."
99,Amazing Indian food and great service. Everything from the staff to the vibe and atmosphere was great. The naan especially was really good.
100,Excellent food and service. One of the best places in London for Indian food. Waiter was very friendly and we also got brandy on the house after dinner.
101,"Wow! This is now my second time visiting and not a single element can be faulted. Food is amazing, service is top tier, and the restaurant is gorgeous."
102,"Brimming with flavour and each dish had a different taste. Highlights: firecracker potatoes, coriander garlic nan, baingan with cachumber. Warm friendly service too makes for a perfect dinner spot."
103,"excellent cuisine lovely atmosphere As soon as we decided we wanted to eat here, we called and they accommodated us. It was really busy on a Monday night! delicious dish with excellent flavors. incredibly suggested here"
104,The food was delicious 😋! The staff are super nice 😊 and I 💯 100% LOVED IT!!!🥳🥂🥳🎉🎉🎉plus I love the flowers and trees on the wall 🌺
105,"Food, ambience and service all top notch! We had a variety of dishes and all were very good. We enjoyed very much. Will come back."
106,Kind and helpful staff. Food was soooo yummy! Atmosphere was so nice. Can see why this is the #1 restaurant in London. Would come again.
107,"Excellent vegetarian dinner at Bonoo! We enjoyed the Indian flavors and spices, one of the best dinners we have had in London!"
108,"Best indian food i‘ve ever had! By faaaar! Delicious food, extremly friendly service and a beautiful location"
109,All dishes beautiful and finely spiced. Quite pricy but good value as it is so delicious and pleasant ambience.
110,"Great food, very friendly service. Really enjoyed the vegetarian tasting menu, great veggie options. Good cocktails too 🙂"
111,Delicious food and wonderful service. Different from any Indian cuisine I've I've had before. I absolutely will return.
112,Amazing food and service. Highly recommended and will happily come back. Chefs menu was incredible and a fantastic variety.
113,Amazing food and greate atmosphere. The flavouring was authentic with a moder twist. Delicious food.
114,Went here to celebrate my husband's birthday. The food and service are great! Try it when you have time :)
115,"Frankly one of the most innovative, yet at the same time traditional concepts for an Indian restaurant we have ever had. It would be hard to find fault and given the excellence of the service I wouldn't want to. Great and varied food, beautiful and relaxing location and wonderful service. It deserves to be number 1 on TripAdvisor in London. I would recommend the tasting menu and if possible one of the meatasaur and one of the veggiesaur varieties to get the full range."
116,Truly delicious flavours and 10/10 service. Every dish was incredible! Get the truffle naan and prawns.
117,"Food was delicious, it had a lot of vegetarian options, very good service, the place was very cozy and nice"
118,Fantastic experience the food was delicious. It was our first time visiting. We had 5 dishes between 2 which was plenty for us both. Very attentive staff overall a great dining experience.
119,Really loved the concept of Indian tapas. Really yummy food. We ordered Gobi Manchurian and it was very flavourful and nicely presented with great textures
120,"My mate had 3 main coarses, he ate the lot. My other friend does not get out a lot, he has a new t shirt"
121,"Excellent food. The chicken lollipops are a must have! Staff were very attentive, atmosphere was excellent and serving time was perfect. Highly recommend"
122,"From waiters to food to ambience. Truly amazing! Would recommend anyone to come here and try this, authentic and just delicious!"
123,Excellent Food and great Service. We asked the waiter to prepare a menu for us and the result was excellent. Our evening was accompanied by exceptionally friendly service.
124,We visited this establishment on a Saturday evening. We were a group of seven and felt at home the minute we walked thru the door they were nothing but the kindest to all of us and gave exceptional recommendations that astonished us with every new dish served. If you are ever in London this is a place you must visit. And truthfully it is worth a trip to London on its own
125,Great Service. Exceptional Food. Beautiful Ambiente. We will definitely come back an recommend this restaurant to friends and family.
126,The food was amazing. The best Indian food we ever had!! Very authentic. Big recommendation! An evening we’ll never forget
127,10/10 service and food. Brilliant experience and the food was first class. Staff went out of their way to provide a great dining experience
128,"Like every time, Bonoo doesn’t fail. The truffle naan is not to be missed and the chicken lollipops are probably the best thing I’ve ever eaten. Lovely service, everyone is so friendly. Great vibes, great food. Will be back very soon!"
129,"Another excellent and flawless visit to Bonoo, this time not just with my wife but also my parents too. Food, service, ambience all amazing. The food is so on point, different to the standard usual menu you get at other Indian restaurants. Highly recommended."
130,Great staff. They are so welcoming and friendly. The food is out of this world!!! Do try snd book asap
131,What a fantastic combination of amazing food and the best service. I really love this place! We can’t wait to come back!!
132,"Absolutely lovely staff and amazing food, will definitely come again. There are so many dishes I still have to try!"
133,The food was excellent. Lovely Tapas offering an eclectic ensemble of Indian specialities. Sone old favorites and sone new friends. The ambience was in point and the service was excellent .
134,"I went with my good friend who happens to be vegan and we must say the food we selected was delicious, great flavours and quality alike.  I did think at first that it looked a little on the pricey side but after eating and enjoying our food, we will be returning for more  Anil & Zee"
135,"Blown away by the quality of this food. Authentic, creative and just delicious. The service was warm, friendly, and we felt very comfortable and looked after.  Best indian cuisine i have ever tasted. Easy to see why this is the no.1 indian restaurant in london.  Can’t wait to come back."
136,"Food was well Presented, tasty and top quality food which comes with excellent friendly customer service. We took food home as well it was so nice. I highly recommend Bonoo for meat, vegan and veg lovers. The restaurant is very cosy and I suggest you book your table in advance. We will Definitely be returning. Thank you Bonoo see you soon. The food was so nice I forgot to take pictures. Next time ‍♀️"
137,Wonderful food and service. You have to have the prawns and the pani puri. I cannot recommend BONOO highly enough!
138,Beautiful place with lots of charming character and spectacular food. The prawns and the paneer especially!
139,"3rd time here, amazing service, top quality food, got the private room too. Will be back sooner next time, a must visit!!"
140,"Outstandingly service, wonderful ambience and food was amazing. 100% recommend visiting here, you wont be disapponted!"
141,We randomly found this place on google couldnt ask for a better place. The food the service everything about them was perfect.
142,"Went with my beloved girlfriend, and this was an amazing choice. We wanted to try an Indian restaurant in the capital of the Empire where the sun never sets, but not too expensive due too our student budget. The dishes were extraordinary good and generous. There is a huge selection possible, and everything seems really tasty. We dived in the atmosphere of an other world as soon as we went in. The staff was always available and really nice, we had the chance to discuss many topics.  We will be back for sure !!"
143,Delicious food and attentive service. The railway chicken curry and carrot halwa with cardamom ice cream were delicious. You must try them.
144,"Been here for the first time, I am very impressed with the food! Everything is perfectly cooked and very good customer service definitely will come back! Chetan is very helpful and very nice 👌"
145,"My goodness, food was absolutely fabulous. We will definitely be back. The flavours were like nothing we have tasted ever before…"
146,"Very good service, served with quality tapas and extremely friendly staff most definitely paying a visit again"
147,"Fantastic atmosphere , great food and service ! Original Indian food with a modern twist . Will definitely come back"
148,"Is one of the best Indian food ever , every dish is cook to perfection , all fresh ingredients , I will recommend to all my friends in London , next time I come with my girlfriend, a lovely food ❤️😘"
149,"Delicious food and great service! Everything we ordered was exceptional. The restaurant staff were patient, thoughtful and delightful."
150,Fantastic food! This is from an Indian that has been around and i can say that this place was amazing from food to service.
151,"Amazing Indian small plates. Great, attentive service. I highly recommend the vegetarian plates, which were consistently amazing, and the chicken lollipops. Simply one of the best Indian meals I have ever had. Period."
152,"Staff were really lovely and friendly and added a real personal touch to the experience by bringing a dessert to celebrate our anniversary at the end of the meal. The food was tasty, had authentic flavours. Ambience is great had lots of fun taking pics against the flowery walls and grand mirrors. Would definitely come back and recommend."
153,Great service and tasty food.deco is very good. Fast service. All staff personally come and ask about food
154,"I can’t recommend this restaurant enough. Having lived in India myself, I am very picky about where to eat Indian food in the UK. Each dish was full of flavor, hot and straight out of the oven. The samosas were really authentic and they even had my fave dish- pani puri. The salmon was perfectly cooked, even the green mixed vegetables were heavenly !! Really quite a life changing experience! HIGHLY recommend!"
155,A level above the rest. Incredible food. So happy to have found such a restaurant local tp where I live.
156,"Delicious Indian food and great service! Save room for the desserts, they are AMAZING! The battered aubergine, the cauliflower, the curry’s ❤️❤️"
157,The best Indian food in London! Amazing decorations and attentive staff. Every piece of food delicious!
158,"Excellent service, delicious food and beautiful decor. Highly recommend this restaurant. Great Saturday night out."
159,The food was excellent and the service was great. My favorite was the Truffle naan and the Masala Corn. The coconut curry fish was also excellent
160,Awesome food and service. The truffle naan is a must! I’ll come back just for that alone. Lovely atmosphere even for a super early family dinner
161,"We learned that Bonoo is the nickname of the owner’s youngest child, a really loving story. It is a great place with really good food, adequate size portions, the tapas concept is splendid as you can try many different dishes! Watch out for the chili prawns, they are spicy, but great!"
162,Soo good cannot fault it. I love all the food.it is not very big so it's a bit tight but worth it as is delicious:-)
163,"The food, as stated, was amazing and very reasonably priced. The staff was very welcoming and offered recommendations when asked."
164,"The absolute best indian food I've ever had, and great service too. An absolute must try if you're in london."
165,"Had to write a review for Bonoo after my first visit tonight for a family dinner. I have only good things to say about our experience. The restaurant itself has a relaxed, modern vibe, with tapas style Indian dining…perfect for me as I like trying lots of different dishes. We ordered a mix of veggie, fish & meat. Huge amount of choice on the menu. Each dish was delicious and left me wanting more! The dishes were tasty, with a perfect kick of spice but not overpowering. Hard to name a favourite but the grilled prawns, masala corn,sea bass curry, aloo firecracker and lamb cutlets were heavenly. Also had to mention our waiters and waitresses who were charming and attentive throughout the evening. I can’t believe I hadn’t discovered this gem of a restaurant before but I’ll definitely be back……."
166,"The rumours are true... this really is the best Indian restaurant in London. A wide array of tapas to choose from, each of them stunning (from what we tried: black dahl, truffle naan, chilli sheek kebab, chicken lollipops, tandoor mix). The truffle naan and chicken lollipops are a known favourite, but I'd really recommend checking out the black dahl too! The restaurant itself is lovely and clean, and the staff were beyond lovely. They checked in to make sure we were enjoying everything and were really on the ball making us feel at home. Will definitely be coming back!!"
167,"Had a couple of meat tapas plates and some cobras, couldn’t be more impressed with the service!!!! An incredible range of food all that which we tried we were blown away with!! Our two waiters were amazing and made sure our experience was a pleasant one from the get go. I can’t recommend or speak highly enough of Bonoos"
168,"Its first time in a london restaurant it was really really nice to feel with authentic Indian food service by Indian way. Well be back. We appreciate service by Vishal , amazing cocktails by bar man and a small chat with"
169,Friendly staff but multiple people approached us with the same questions. How did you hear about us? Where are you from? Why are you in London? It felt a bit try-hard and scripted. The place is cute-ish but I could do without giant plastic screens between the booths. Maybe someone else would like that? I’m so-so on fake flowers. There are clearly nice people working there and they care that you feel good as customers. The food was good but not spectacular. I wouldn’t return but I don’t have anything very bad to say about the place. It definitely isn’t a top top London restaurant in my opinion.
170,"A great restaurant!! Wonderful experience, great food and service. Highly recommend. The chef tastings meal is highly recommended"
171,"Can’t see all the fuss, food is average, found a fly (wasn’t in the food but felt worth mentioning.)"
172,This is one of our favourite haunts! We tried the new taster menu tonight and it was just what we needed. Chefs choice was immense…the food just kept coming! Fav service as always too. Can’t wait to come back!
173,Had the new tasting menu - immense as always - knowing what the chef recommends helps massively. Staff excellent as always.
174,We enjoyed all of our dishes! The staff is very personable and attentive. There are so many dished to try as well.
175,Our waitress (Dimple) was so friendly & helpful. Excellent service & delicious food. Beautiful cosy decor. Highly recommend.
176,Dimple was an amazing server. Wonderful restaurant. 5 star. Paneer was incredible. Impressive interior.
177,I always come here ! The food it is spectacular!! I have to come over at least once a week ✨ Team is really attentive and they all very kind 🥂
178,Very good food- interesting flavours! And a pleasant toilet visit! Atmosfhere is exelent! The service was excelent!
179,"If you want delicious food, amazing customer service and the best evening, look no further than Bonoo. Special shout out to the wholesome waitress “Dimple” who encapsulates the perfection of the experience."
180,"In London on a culinary trip and so far this is the best restaurant I've experienced. The food was amazing, the chicken melted in your mouth and the staff was very friendly. We were hosted by a girl named Dimpel and not only was she really nice but also not too pushy if you know what I mean as some servanta could be. So the Service was amazing and so was the food so in total it was a 10/10 experiencw :)"
181,"I’m usually very picky with my food but I literally have no bad to say about this place what so ever. The food 5/5 stars, the settings along with the staff were just brilliant!! Definitely will be back again!❤️❤️"
182,"This is the best Indian restaurant EVER (even from a New Yorker’s standpoint). The food was out of this world (must try the lamb chops, the mixed tandoori and the aubergine) The service was spectacular and the servers loved what they do and it showed! The restaurant is not centrally located and would require a tube ride but it is worth it. Will definitely repeat on my future trip. No wonder it got the #1 rating on Trip advisor out of 17,000 restaurants in London. Clearly a yummy!"
183,"Very good food, excellent service. The waiter kindly asked us if we wanted yogurt to help us in handling the spice better. Orange Bailey's at the end was a grand finish, I've asked the owner for the recipe!"
184,"The food here was absolutely delicious, as a family we ordered a bit of everything to try and we couldn't fault any dish. We cleaned everything and will be returning again soon. Very friendly environment and such an enjoyable experience. It's not every day that you can have a friendly laugh with your waitress and waiter. From the moment you are greeted till the very end you are treated with such kindness and care. A special thank you to Dimple who looked after us and made sure we were okay and happy with our meal. I would definitely recommend, an overall lovely meal and experience."
185,Wonderful food with terrific service. Authentic Indian flavours with inventive presentation. It’s definitely worth the detour to Finchley Road — possibly the best dining in Hampstead.
186,Lovely service!Lovely food!Lovely atmosphere. Perfect place to spend a the evening with the family!!
187,Fantastic food and a great ambience at the restaurant. Staff were very helpful and great with recommendations for our food
188,"We had a lovely evening; from the very moment we walked in we were welcomed, the food and service was that of a Michelin star, a must visit restaurant as dishes were superb, amazing manager, staff and chef's."
189,The food was amazing and the staff was kind in a way a never experienced. One of the best Indian restaurant I’ve ever tried in my life. Also cocktails were really good. The kindness of people and the quality of food were stunning!
190,Great food and friendly staff too. I would particularly recommend the pineapple margarita. All around it was a lovely place to have dinner and I would definitely come again!
191,"Very tasty food and cocktails, reasonably priced. Lovely decor and atmosphere. Waiting staff were very friendly. Would definitely come again."
192,"Extremely friendly , excellent food and great service. The tapas concept is extremely well done. The chefs and manager make you feel very welcome. A must visit place."
193,A must visit restaurant for sure!! Great indian food with excellent service. Service was quick and smooth. I plan to visit once a month for sure!!
194,"Stoped by chance at this amazing place, the staff the food the price the ambiance, brilliant. a hidden gem, highly recommended. The staff were polite and very helpful. Excellent service overall. Value for money 100%"
195,"Such a great concept, indian tapas... Ordered the chefs choice 6 tapas.. So much value for money, and great tastes, and great service, and love the drinks especially passionate romance"
196,"Simply the best Indian Restaurant in London area i have tried . Worth a visit,will recommend the taste Menu."
197,So yummy! Mmmmmmmm. And different..... Will definitely be back. Don't miss the pani puris!!! Well done Bonoo. We love you 😍
198,"If you’re looking for an Indian restaurant with a difference, look no further than Bonoo. The food and service is excellent!"
199,Amazing food and service! The chili shrimp and crispy okra were especially delicious. The truffle naan and lamb chops were great too. Also just the friendliest staff. Highly recommended!
200,"Amazing food, very authentic, well presented and extremely tasty. Great service, lovely decor. Che was very friendly and welcoming."
201,Super nice service and the food was AMAZING!! Would higly recommend for anyone that enjoyes talking to nice staff and enjoying food with other people!! Thank you!
202,"Really mice food amd staff here, would def reccoþend this to a friend or a relative… some of the best indian food ive ever had."
203,"Lovely cute restaurant. The drinks were great. Food was fresh, great quality and very tasty. Staff were very friendly and attentive. Will be coming back here for sure!"
204,"This was our first visit to Bonoo Tapas and we loved it! We were greeted by friendly staff who made us feel welcome... we have visited many Indian restaurants and the food here is by far some of the best dishes we had in a long time.  The Gobi Manchurian, Black Dhal and Shabzi curry, for me, were the stars of the evening.  If you have the Gajar Halwa, be warned, you will want another... it is too good!  Above all, the staff could not be more friendly and welcoming... Dimple (and all of your colleagues), thank you so much for taking care of us. We really enjoyed your hospitality.  They have won us over and we'll happily make the trip to go back again."
205,"Really tasty, fresh flavoursome food. Wide choice of veg and non veg food and allergens marked. Friendly, polite and helpful staff. Would definitely recommend and we will be going back."
206,We went to have some vegetarian chaat and thoroughly enjoyed the experience. The staff was very attentive as well.
207,Food was flavoursome and well cooked. There was a wide selection of food to cater to omnivores and vegetarians. Staff were friendly and attentive. Restaurant has a warm and welcoming decor. Will visit again. Would be great if some branches open in Kent. :D
208,That was delishhhhh! So happy to have you as my local! Can’t wait to come back but for now I’m rolling home haha! Bonoo… you can truffle my naan anytime you like ! X
209,"Good food, tasty and lots of choice. Plenty vegetarian, meat and fish options. Parathas are delicious. Friendly service."
210,"very nice indian restaurant, nice portion size, so that you can test different dishes. Very polite service. Anytime again when pop arround from Switzerland."
211,The food was very good and the service was even better. The restaurant is very beautiful and if you ever want amazing Indian food I would highly recommend this place!
