,opinions
63,Just a short walk from the City Travelodge and I heartily recommend you get your breakfasts at this cafe. Lovely and efficient staff serve up a fine menu including all the breakfast favourites. Top quality ingredients at very keen prices for London. So good I went all three mornings of my stay. Opens Sundays too which is a bonus. Easily in my top all time cafes.
64,"Cafe Nora is excellent, what more can I say. We were staying at London City Travelodge and found cafe Nora the last time we visited London. We came here 3 mornings in a row for breakfast and it was excellent, sets you up for the day ahead. It is always a good sign when the locals are eating somewhere and this had business people in suits as well as workmen eating here and staff from Greater Anglia railways too. I am Coeliac and they had gluten free bread but by day 2 they had been out and purchased gluten free sausages too. Thank you Food is great, staff are brilliant and very friendly, Cafe Nora deserves to do well, they work hard and care about the customers. Thank you, we will be back."
65,"Definitely the best food and service around! I love coming here and enjoy they amazing service, food, and delicious food."
66,"Located in a worker neighborhood, good food, better energy and good prices....Highly recommended !!!"
67,"I regularly come here for English breakfast for brunch, it's delicious and really cheap. Inside is really cosy and the staff are super chill too :) Gets pretty busy from 12 to 13."
68,"Great staff, great food, great value, definitely use again when in London. Staff very friendly and always service with a smile."
69,"Great atmosphere. Good breakfast. Good service. Fast. Good range of food. Toilets as I start to expect in London, old and in need of a renovation, but clean enough and in working condition."
70,"Perfect east end gem. Worth a trip to London alone. Friendly and welcoming staff, beautiful and reasonably-priced food."
71,Very good spot for a nice meal and a quiet space. Friendly staff and caring service! Definitely would recommend
72,"So i found this little gem by accident, and im so glad i did, a wonderful quirky little place with an open fire and bookshelves, great choice of food, good value for money and even a freshly squeezed orange juice machine,great friendly service and run by the owner Nora who happily i got the chance to meet, i ordered an eggs royal type dish, it came beautifully presented and was so delicious o could've happily eaten another, my only grumble is i don't live or work nearby but il definitely be back, thank you ladies. Louise"
73,Beautiful spot with amazing staff. Breakfast is always on point. And it's an all day spot. 👌🏿😊😊☺
74,"We had a fantastic late breakfast here which really set us up for a day on foot. Really varied menu, fresh flavours and beautifully cooked. Generous portion sizes too. The smoothies were lovely. Very busy when we left so it deserves it’s Tripadvisor reviews. The staff are really friendly and attentive."
75,"We were exploring for a place to have breakfast near our hotel and came across this place, it was probably the best thing we discovered in London. Food was excellent, coffe was even better, owner and staff are very friendly, it was quiet and peaceful, it was like having a breakfast at home. Highly recommend."
76,"Great late breakfast experience. I love all day breakfast menu and this is the place you simply wanna visit for it. The atmosphere is very comfy, staff were som kind, smiling all the time. EverThing was clean. Order was served fast. Food was delicious. Pancakes are heaven. And most of all, coffee is DELICIOUS."
77,"Very nice cosy cafe, had a full cooked breakfast which was cooked lovely. Drinks served nice & hot. Very friendly staff. Best Cafe in the city."
78,"Amazing find! We were staying on the minories, so just a 5 minute walk. Welcoming, quirky decor and welcoming staff. Food was excellent and very reasonably priced. All day breakfast available. We had the avocado with poached eggs, delicious! Would highly recommend and will definitely return if we return to the area. Review wouldn't let me do 5 stars only 4? But definitely 5 stars from me!"
79,"Hits all the marks for a British cafe. Great food, quick, affordable, and a lovely fire place. 10/10"
80,My favourite cafe in London. It has the best full English served by such great people. Highly recommend.
81,"Well what can I say, just wonderful food served by wonderful people. Here with my family for a theatre weekend and I hate hotel breakfast and when there are places in London like this one, there’s really is no reason to pay over the odds.  I must visit if you are in London"
82,"Stayed in whitechapel righg next to aldgate tube station for a couple of nights and ventured here for breakfast on the first morning..  WE WERE NOT LET DOWN!  Norahs is a nice little cafe on the backstreets, and the first thing we noticed as we walked in was someones huge omellette, That was that, the wifes choice sorted cheese and mushroom omellette, it comes with chips and salad but she asked to swap those for toast which they gladly did., i had the mega breakfast, my sister had advocado on toast and her husband the traditional brekky.  The coffees were proper coffee and the orange juice squeezed in front of you.  All 4 of us cleared our plates and the prices were brilliant, we are from derby and we would really struggle to get that breakfast at that price here. We dont normally go back to the same place twice but it started our day so well that we went again the following morning and once again, brilliant.  Staff all friendly, location is clean and not a greasy spoon smell as you walk in either.  If back in that area we will deffo 100% be going again.  Many thanks"
83,"Brilliant food, tea, orange juice and service. Needed good quickly and they were really friendly and quick. Exactly what we love to see."
84,"Great small café in the Spitalfields area of London. They have absolutely wonderful staff who are always happy to help, the food is great (with the American pancakes being a standout) and the menu varied enough to cover whatever mood you’re in, especially hangovers. We ended up going twice in as many days, and I’ll absolutely visit when next in London. Hopefully they open up in Edinburgh too soon!"
85,"I can't say anything different, wonderful cafe, wonderful friendly staff, nice food, well cooked and not a spot of grease on the plate, this is not a regular greasy spoon is far far better"
86,"Best breakfast, coffee and service in London. Staff were very friendly and the food was incredible too. Go you will enjoy it. *****"
87,"Another lovely meal from Cafe Nora, this is Anatolia Chicken Grilled. Good menu, great customer service."
88,"I've lost count of how many visits we've made to this amazing little cafe since our first visit at the end of October last year. It's such a great find, we've really enjoyed the English breakfasts, potato hash dishes and omelette, and the coffee is amazing. The staff are so friendly and hardworking, and always smiling . We will carry on visiting even though we do live a good few miles away"
89,After half an hour of searching for a cafe we found Cafe Nora and it was the best decision we made!  The breakfast food that we got was both amazing in taste and in pricing!  It was our first time visiting and we were met with nothing but the best hospitality and once again BEST FOOD!!  I highly recommend Cafe Nora if you are in the area and if you aren’t THEN COME!!
90,My boyfriend and I were searching for a cafe in the area that would do nice full English breakfasts. We decided to give this cafe a chance since it was our first visit and we weren’t disappointed! We ordered 2 mega full English breakfasts and we left feeling full and very happy with our experience! Thank you for having us!
91,"The staff were welcoming and family friendly, good atmosphere. Staff were helpful to us and served lovely cake."
92,"Best cafe in London, great staff/owners who never forget you (I owe them some flowers) and always welcome you with a warm smile. The food is amazing every time, and priced nicely so it’s well worth it. 10/10 every time, highly recommended."
93,"Sublime ! Would recommend 10/10. The breakfast hash was fantastic. The staff are super friendly and helpful, and the fresh orange juice was a touch! Muy bien"
94,Honestly the best breakfast you can get in the area (especially their English breakfasts!) - you definitely won’t leave hungry. Staff are always so lovely and friendly and it’s always a pleasure to visit!
95,"I arrived very late, really they had cloaed, but opened the doors to me anyway! Nornwlly quite vibey with regular customers.. Photos are empty as it everyone else had left!  Really lovely cozy cafe, with welcoming owners apways around and kind staff:)  Low key great vegan brunch!!"
96,"Amazing comfort food, really good veggie options (green omelette is SO GOOD!) Lovely staff, me and my friend love coming here. Fresh orange juice is lovely!"
97,Very cozy and lovely staff! Make sure to order an orange juice rather than the Kinder minder milkshake (at least that’s the healthy choice the waitress steered me towards ;) )
98,"What an amazing place! Perfect neighborhood coffee shop. We had all sorts of breakfast options, I personally had the Full English breakfast and ir was a treat! Highly recommend it!"
99,"Popped in with my teenage son for lunch before a visit to Royal London Hospital, we travel from a fair distance away so we were both very hungry. Food was great, just what we needed! I had sausage and bacon roll (bacon was thick and very yummy) and son had chicken burger and chips. He ate his so fast I only managed to steal a couple of chips - fresh and not at all greasy. Staff were lovely and cheerful, decor great and cafe spotlessly clean. Really relaxed vibe, just what we needed. We give this 10/10 and will be back when we have next hospital visit!"
100,I was looking for restaurants in London and I am so thankful I found this place! Amazing food and service as well as atmosphere (nice cosy cafe). Definitely would recommend to anyone visiting Whitechapel or London.
101,"We stayed in the Travelodge nearby and this was within a very close walking distance. Breakfast was reasonably cheap and delicious! (And coffee and toast was included). Place is only small, and full of builders when we arrived but managed to get a seat and service was quick. I had the vegan breakfast, which was incredibly tasty! They also have standard breakfast, veggie option, bubble and squeak etc! They also have a machine for freshly squeezed Orange juice."
102,"We were staying at the local travelodge this weekend and wanted something for breakfast. We stumbled on this amazing cafe and, despite the fact that there were 7 of us, space was made for us and we started to look at the menu. What an extensive menu there was! Each of us had the most amazing breakfast - from those who wanted poached eggs and avocado, to those who wanted heavenly chocolate pancakes, to those who wanted the full works English breakfast. It was so good, and so reasonable, that we returned on our second day for more - each ordering something different again! We can't recommend them highly enough and will definitely return on our next visit into the big smoke. Highly recommended."
103,Cosy little cafe at the end of Pettycoat Market. Staff were welcoming and friendly. Food was really good. We ordered the Breakfast Hash and an Omlette which I wouldn't hesitate ordering again. The freshly squeezed Orange Juice was delicious! We arrived around 9am and got a table no problem. But it got busier and people started to wait towards 10am.
104,"Great atmosphere, friendly staff and food made to my personal preference! They also have games to play while you wait 😊"
105,"Lovely food and friendly staff , great spot for a English breakfast and fresh squeezed orange is a must have."
106,Visited yesterday for breakfast with 10 friends. Amazing food served by fantastic staff. We all enjoyed everything about this cafe. The prices are excellent. Highly recommended. 10/10
107,"Really nice atmosphere, with good, decent staff and just really good food, unpretentious and relaxed."
108,Right went today and ordered set 5 like normal. My Work colleagues ordered the Spanish potato hash.which look absolutely fantastic. So that gave me the hump. Don’t get me wrong set 5 is bang on!! The lovely Chef cooked me a little plate off Spanish hash as well.What can I say lovely friendly people and a great chef.waitress staff are fancy as well
109,"This is my second time coming to Nora cafe for lunch , it has such a lovely atmosphere and brilliant food. The staff are very friendly and i love the decor. Couldn’t recommend enough!"
110,Incredible place - great value and great service. I would highly recommend this gem. So many options on the menu. It's a must try for me. Something for all here
111,8 of us came after a heavy night out and they gave us delicacies food and great service. Will come back next time we are in London!
112,"Strolling down Shoreditch for a nice English Breakfast, so glad that we found Nora Café. Just what we wanted. Just what we needed. Pure quality food and amazing service. You feel at home, together with the local guests. Please treat yourself and visit this lovely cafe! Highly recommend :)"
113,"Very nice place to have breakfast and your morning coffee. Good value for money. Great service, ladies are lovely and welcoming. Would 100% recommend ☺️"
114,Fantastic place for breakfast. Huge portions and Nora and her team are really lovely people who pride themselves on making everything fresh and welcoming all their guests
115,"Went in to have the Breakfast Hash and it was great ..a Delicious meal! That wasn't the best part...a month ago I lost my cufflinks, it turns out that I had left them in this cafe. It was very thoughtful that they kept them, and amazing that they recognised me. These are some really good people!"
116,We pop in once a week for breakfast before work and the food is always good and service great. Definitely recommended
117,Very tasty food and friendly staff. The menu has a lot to choose from and the prices are great. Would recommend!!
118,Vegan brunch was extremely well done. The prices are very reasonable and the staff were extremely accommodating to switching parts of the brunch. No complaints.
119,"Went here for breakfast while on a business trip and the food, service and coffee were all amazing! Going back tomorrow!"
120,We popped in here last Sunday following a trip advisor review. Breakfast was so good we had to come back for more. Fantastic little cafe
121,"Fantastic breakfast, great customer service and very friendly staff. Food came out very quickly and 100% eat here again!!"
122,"Had an amazing breakfast, Eggs Deluxe (poached eggs, salmon, smashed avocado, benedict) and mega breakfast, lovely fresh ingredients, cooked to perfection and the fresh orange juice was delicious, friendly, and attentive service, highly recommend."
123,"Discovered this little gem of a cafe during our visit to London for a birthday celebration. We were both hungry and looking for a quality breakfast - we found it at Nora's. The cafe has a cosy, welcoming feel, the staff are friendly and attentive and the food freshly cooked to order. I cannot recommend Nora's highly enough."
124,Lovely staff great food and service will visit again very friendly and helpful very clean food very nice
125,"Best little cafe in London! I love this little place. The food is always outstanding, the service is personal and charming, the vibe is mellow warm and classy, the prices are great value because the portions are generous and the flavours always add a bit of interesting fabulousness to standard dishes.  I always get the eggs benedict and mocha for breakfast, which comes with a bit of dark green salad, plum tomato, and other yummy stuff on the side, while the eggs are perfectly poached sitting on top of smoked bacon or ham, with hollandaise sauce and herbs. More flavourful and interesting than the same dish served anywhere else.  At lunch, the Burger Blue is my favourite. Cheesy, great bun and fresh meat, side salad, sauces and fries/chips. Perfect!  Try other fresh orange juice, made in the machine which slices the oranges to order. Or the smoothies, all delicious!  The staff here are lovely. The music will calm your nerves and relax you on even your most stressful day. The decor is friendly, intimate, not pretentious just warm charming and personal.  Nora's cafe has become my favourite, obviously."
126,Amazing service and great vegan breakfast. The sausage was so good I actually had to double check it wasn’t meat!
127,"Always great food, and service with a friendly smile! My go to for breakfast in the city get the full English"
128,"Authentic cafe in Petticoat Lane Market serving great coffee, freshly squeezed orange juice and really well executed breakfast staples at decent prices. Service is very friendly and efficient."
129,"I visited the cafe with my friends and was greeted with welcoming, kind service. The food was delicious and was made even better by the warm atmosphere of the cafe."
130,"Overall, great food, great people, and great environment. Super friendly and would definitely come again. There is a good variety of food for everyone and you can choose what you can have too, great for everyone."
131,Had a great Breakfast in this lovely English cafe. A good selection of breakfast with some lovely additions such as bubble n squeak. Cannot recommend enough.
132,"We happened on this place when staying in Shoreditch this morning and so enjoyed it. The food is excellent, the service friendly, and the prices are very reasonable. Highly recommend!"
133,"What a gorgeous little place, such lovely staff and incredible food. They were so attentive and friendly and just after a couple of visits remember what we like already!!! The food is SO delicious and there is something for everyone.  Honestly such a hidden gem and literally will be going everyday."
134,This place is just incredible - they do the best breakfast in the area for an insanely cheap price - we live around the corner and come about 3 times a week (sometimes more)  Not to mention the coffee is also the most delicious thing I’ve ever tasted!
135,This place is just unreal…..has everything you would need and want in a small run cafe. It really is a hidden jem. Had the best Spanish hash brunch…..:this place is certainly up there for me! Can’t wait to return. Thank you NORA 😊.
136,"What a fantastic little gem Nora's Cafe is. Hidden away in the hustle and bussle of the metropolis, Nora's Cafe provides the comfort food that everybody would appreciate. There is something for everyone! I had the Turkish Potato Hash and it was amazing! The service is fantastic. I'm always going to return back to this wonderful hidden gem.  p.s please try the homemade apple crumble! What a treat!"
137,"This cafe is one of the most friendly cafes in London, it’s atmosphere is very nice and I has a chicken burger which was very scrumptious and exquisite, I would give the cafe 10/10."
138,It was an exciting and pleasant experience. The general atmosphere of the cafe was simply spectacular. Would recommend!
139,"I had a mouth watering burger that quenched my hunger. It lighten my life for the single day I have gone. I wish to go again and again and again. But I am not worthy to experience again. The canned Fanta was most delicious as it was perfectly stored at the optimum temperature which little cafes can do. The service was also exquisite and quick. They were also incredibly nice and entertaining, the music was also very good it opened my ears to a new genre of music."
140,Brilliant breakfast could fault it. I had the Breakfast hash and my wife had a sausage and bacon roll. Great portions and great taste. If only we lived closer. Well worth a visit.
141,Great breakfast and coffee! Very generous portion sizes too! Staff were very friendly and efficient highly recommend
142,"We tried Nora’s cafe after reading the 5* reviews on Trip Adviser and we weren’t disappointed. We received a warm and friendly welcome, the menu is superb and we enjoyed a delicious home cooked breakfast with fresh fruit smoothies and coffee. It really was a first class experience and on future stays in London, we will book room only at the hotel and visit Nora’s again! Highly recommend."
143,"Me and the missus are spending a couple of days in our lovely capital city and stumbled in to this little gem of a café. Service was great, our 2 full English breakfast were better, the coffee was delicious and the prices reasonable. Love it!!"
144,"Spotlessly clean, great food & drinks, friendly staff and reasonable prices. Their all day breakfasts, coffee and freshly squeezed orange juice are fantastic. I will definitely return."
