,opinions
31,"amazing experience, excellent food, flawless service. Special thank you to James Barnett Chef Sommelier for an incredible wine pairing and personalized experience. A must!"
32,"Outstanding ! No words ! Really worth visiting ! One of the top ten restaurants in Paris that continues surprising ; amazing cuisine, impeccable and fresh service , innovative patisserie = Just Perfect!"
33,Excellent atmosphere - food exquisite. Service was impeccable. A definite treat whike in Paris. The 6 course menu was perfect.
34,We were in this restaurant with our management “ vecchia osteria Piran “ from Slovenia. We have tried incredible experience. The 9 courses menu was amazing fantastic and the staff very professional. We will return. Congratulation
35,"We had a wonderful and memorable meal at Pur’ in October to celebrate a wedding anniversary. Since most members of our party were quite interested in food and cooking, we reserved the chef’s table and ordered the 9-course tasting menu with matching wines. The service was impeccable. Not everyone in our party spoke French, but the wait-staff switched from French to English with great fluency. The menu was especially interesting because it included certain rare ingredients such as white truffles and black lemon; the chef Jean-François Rouquette showed them to us and explained their provenance. Sitting at the chef’s table allowed an insight into the workings of a gourmet kitchen all the while enjoying a delicious meal. We were at the restaurant for 3 ½ hours and did not notice the time pass. We are sure that Pur’ will soon receive a second Michelin star."
36,"Sometimes we found the Michelin star in France a question mark who they earn it but in this restaurant it is clear. The 9 course dinner was excellent and the Wagyu beef is wonderfull, when you taste you want to go back to Kyoto.. The crockery where the dishes are served match with it. Prthaps it is a idea to give the guest a menu when leaving but hte sweets and cake was also wonderfull.Thanks to the staff and sommelier for a nice evening."
37,Remarquable service;great wine list;succulent refined meal; Our evening with Pur was most memorable and pleasant in every way
38,"I had a dinner at Pur' restaurant during my stay at Park Hyatt Paris Vendome hotel. I appreciate an excellent service, great dishes quality and ability to see kitchen work. I had a three-courses-menu dinner and except three main dishes kindly got a few complimentary ones. Many thanks to Jean-Francois Rouquette and colleagues for great impressions."
39,"Sometimes you are hesitant to test a 2 star-Michelin that is nested in a 5 star hotel...we nevertheless took the chance and were amazed by the whole experience: Warm welcome, efficient, friendly, relaxed but classy service during the whole meal. Fine appetisers, and a six-course menu that offered great tastes and used high-quality products. Cheese options are limited but quality is great. Deserts were fine. In terms of price, the six-course menu is very reasonable. The wine list is large but rather expensive....A perfect meal with one suggestion: please change this horrible music!"
40,"First and foremost, the food here was amazing. If you're looking for a fine dining experience in Paris, Pur' is excellent. It is absolutely worth the price(s); my favorite dish was personally the steamed pollock, which is probably one of the best seafood dishes I've ever had in my life. No dish disappointed. The atmosphere and the decor was beautiful and the servers were very professional, efficient, and attentive.  However, I did have one major issue, and it significantly affected my experience at this restaurant. I went here with my (gay male) friend, and the staff assumed we were a couple -- which is not the problem, as this happens to us all the time. The issue was that, BECAUSE they assumed we were a couple, I noticed that I was treated differently than my friend. For example, I was given a menu without prices, while my friend was given one with prices. And the staff consistently deferred to my friend, even when I spoke (the only time I recall the staff specifically paying attention to me was when I was ordering for myself). I understand that this might be how the restaurant traditionally treats parties they perceive as couples, and perhaps some people may not mind this treatment, but personally, I felt incredibly uncomfortable. I understand that the assumption that the man pays for a date/is the breadwinner/dominant partner in a heterosexual relationship is a widespread, societal norm that is not the fault of this restaurant in particular, but I have never encountered it so codified before. Even if I had come here with a partner, I would not have appreciated being treated under these outdated assumptions of gender roles.  Again, the food, atmosphere, and service was exquisite, but I hesitate to say I had a wholly satisfactory experience because of this issue. I am certainly not the only diner who has felt or will feel the way that I did about the way I was treated, and I hope this review is informative for both potential diners and for the restaurant in how diners' experience could be improved."
41,Elegant restaurant with contemporary decor and a beautiful open kitchen. We had the 6 course menu + wine pairing. Every dish was perfection. Service was professional and friendly without being stuffy despite the hotel setting. My husband thought the fish dish was one of the best he'd ever eaten in his life. Dessert was the weakness dish for us but still good. In our opinion this restaurant deserves more than 1 star. One of the most enjoyable dining experiences we've had in Paris.
42,"We have been invited to this magnificent restaurant, French gastronomy is a must, a real treat with very high quality wines"
43,"An amazing dining experience in the middle of Paris. Really attentive, generous and skilled servers. We tried the 8 servings of the “trip menu” and it was astounding. Definitely recommendable to anyone wanting a classic Michelin experience."
44,"About last night we had one of the best dinner , we dined many Michelin star restaurant all over the world but when you dine one Michelin star and one of the top ten restaurant in Paris as expected our expectations was high and pur was way way more than our expectations the food the wine and the service !! We had 8 course and wine pairings every plate was amazing and wine I can’t even explain !! Thank you everyone at pur to make our 25th anniversary that much special. !! I truly a gastronomic experience!!"
45,"We went for dinner last night and it was incredible. Having spent a long time researching which of the many Michelin restaurants to go to in Paris, we decided to choose this one and it was beyond amazing. I couldn’t recommend it enough. We had the 6 course dinner with matching wines - the staff were so knowledgeable, the food was out of this world, and the wines were matched so perfectly. Thanks for looking after us so well, I couldn’t recommend it enough."
46,"Having wanted to dine at Le Pur for a while we eventually found the time and a good reason to go. We had the 6 course tasting menu with the wine pairing and all I can say is wow. The food was perfect, cooked to perfection and the wines that the sommelier chose were spot on. Service was just right and the staff were very friendly and knowledgeable. We agreed that the restaurant deserves more than just one star too. Pass by the hotel bar before for a great cocktail for the whole experience."
47,"We went to celebrate our anniversary, the attention and all the little details made you fall in love with the place. Dishes are expectacular"
48,"valentines meal in this stylish restaurant. possibly the best food we have ever eaten. it certainly is not cheap and i think the water and coffee should have been included in the 595 euro price tag for two, but non the less the food was served with style presented with style and tasted absolutely fantastic"
49,"Service, location and food were unlike anything else I have experienced before.  Ideal for very special occasions, birthday/anniversary  5*"
50,"We came for a fantastic birthday dinner for 4. We could not have been better looked after. The setting and service was just lovely. The food was superb. We had the set menu and, whilst expensive, it was central Paris after all!, we thought it was worth the price for the quality of the food and the overall experience. The standout for me was wagyu beef and the Brittany turbot, whereas for my wife it was the cheese board (amazing!) and for my son the special chocolate cake made especially. We will definitely be returning, when money allows."
51,"If you are a true foodie who loves the quintessential dining experience, this restaurant is for you. The dining room is beautiful, lighting is perfect, and the kitchen is open so you can see the wonders of your table being prepared. We ordered the eight course tasting menu with the wine pairings, and all was beautifully presented and tasted amazing. The sauces were all subtly seasoned (no additional seasoning needed here), distinctive, and pulled every dish together. I haven’t mentioned the service-impeccable, attentive and friendly. My cousin and I prefer to speak in French (you have to practice!) and they were very tolerant of our efforts. Eight courses can seem daunting, but all were sized perfectly and left you in anticipation of the next. Many thanks to the entire staff at Pur, for a memorable experience-by the time we come back you will have your second star!"
52,Our Dinner at Pur' was the best meal my son and I have ever had. We went to Paris for only 4 days and we are so happy this was the way we ended our trip. we both love to cook so we were overwhelmed at the presentation and and the food. The service was amazing and they customized the 8 course tasting meal as I do not eat fish and honestly it couldn't have been better. This whole experience is one we will never forget.
53,"This was truly a Parisian experience. The food was excellent, the service was flawless, and the atmosphere was very welcoming. Will definitely dine here again."
54,This was my second time at Pur'. My boyfriend and I both had the larger tasting menu with the wine pairing. The staff was very attentive and plated and utensils moved like a well tuned orchestra. The food was phenomenal and the wine pairing was fantastic. The cheese trolley was such a highlight and we can say we had the best selection of cheeses we've ever had. This restaurant needs more than 1 star. Can't wait to be back.
55,"We ate at Pur' in December as part of a 5 night trip to Paris to see the Leonardo Exhibition at the Louvre. We also dined at Epicure, Apicius, Joel Robuchon and L'Ardoise. We had a wonderful meal at Pur'. We had the 6 course tasting menu. Dishes were all interesting with nice Far East influences. The crab dish and the scallops were excellent. We were made very welcome. Given the chance to change our table to allow us to view the kitchen and the chef's final inspection of each dish. We thoroughly recommend this restaurant for excellent food, service and value for money (expensive but very much worth it). If interested Pur' and Apicius were our favourite restaurants. Slightly disappointed with Robuchon and even more so with Epicure. We had been to L' Adoise 3 years ago and it did not disappoint on our return."
56,"On entering the dining room, we were struck by the soft pleated folds of the fabric walls echoing the restaurant’s location on the elite fashion street Blvd St Honore. Then we were welcomed by our charming server Guillaume who turned out to be the best we’ve had in any top restaurant in the world. And the sommelier Julia recommended a truly superb wine that was less pricey than the original wine we requested that was not available. This exceptional service was matched by a meal full of delicious inventive dishes including several light foam creations. The dark chocolate dessert was so spectacular i hardly dared to eat it but it was as delicious as it was beautiful. Truly a magical dining experience in all dimensions!"
57,"I booked this Michelin star restaurant for my boyfriends birthday and everything was perfect. Excellent customer service even before we had arrived. After I mentioned about our birthday celebration they wanted to make sure that we had an amazing time. We got their 8 courses tasting menu with wine pairing and in addition to this their lobster dish. Each dish was perfectly seasoned and cooked and very well presented. The service was excellent. The staff was very attentive and very helpful. When we visit Paris again we are definitely going to dine at this beautiful restaurant and most likely going to stay at their beautiful hotel as well. If we could give more stars we would, because this was the best Michelin star restaurant we have been to. Thank you for making our special day very special."
58,"The place is inside Hyatt. Extremely posh and expensive but for sure worth a visit. This is a gastronomic experience of a different level you unlikely to experience in your everyday life. The restaurant does not have windows - may be because view through the window may interfere with clients dining experience. When we arrived (8 pm) the place was almost empty but in one hour all tables were occupied though it was a regular Tuesday night. We did not go for the set menu neither did we go for wine pairing and decided to order a la carte. The food is excellent. It is not actually the dishes that we selected that excited us the most - it is the chef complements - they are amazing. Frankly I do not know how they do it - this is not food processing, this is food art. The price corresponds with the level of service and food quality - I guess that was the largest bill I ever paid for a meal for two. If you can afford it, go for it without hesitation."
59,"We celebrated my wifes birthday at Pur and had a wonderful dinner.The staff and their attention to detail,the presentation of of each and every course absolutely delicious we want to thank the restaurant for a wonderful evening.and are looking forward to our next dinning experience at PUR."
60,A fabulous Michelin star restaurant. The food and service was top notch couldn’t fault it. We chose the 8 course taster menu with wine flight...and left very full and got plenty of wine!
61,"Our third time here and I make no apologies for a third review, hoping it might encourage others to eat at this exceptional place. The food is outstanding, with a wonderful range of flavours across the tasting menu. The service is top-notch. The ambience is refined and peaceful. And I must add our thanks for the way the restaurant handled a misunderstanding over our booking, a response which showed how they value their clients. Can't wait to go back next year."
62,"This restaurant is wonderful. Perfect food, same with the service, the furniture, everything. We would like to live here and eat here every single day in our lives from now."
63,"This was an overall exceptional experience! The staff were attentive, friendly, and cheerful, and went above and beyond to make this a wonderful night! The service was excellent, our water glasses were never left empty and we never had to wait more than a few minutes between courses. The food was delicious and full of interesting flavours and combinations, and the portion sizes were surprisingly large given the number of courses. They even gave us a treat to take home with us at the end. The ambiance was very elegant and calm, creating a pleasant and relaxing atmosphere."
64,"The experience was worth every penny, this is among the best places I’ve ever had a meal. Having one Michelin star raises the expectations, but the restaurant’s crew delivered. Every dish was wonderful. We decided on the 6 course menu and opted out of the champagne and wine package, as it is too much to drink for us (and saves you 1/3 of the price), but had a couple of glasses of wine each instead.  Overall a very satisfying experience, I would go there again given the opportunity."
65,"A most wonderful experience of fine dining & superb service,We ordered the six course degustationning.. menu. The presentation and taste of the food was sensational. The culinary experience was most memorable as was the evening..Should you be in Paris for a special occasion,then this is the place to celebrate,"
66,"Took my mom on a vacation to Paris, Rome, and London, so we decided to have a nice dinner in Paris. We chose Pur and thoroughly enjoyed our experience!  We had the 6 course meal, which was more like 9 courses, including the chef's unique creations. EVERYTHING tasted wonderful, cooked to perfection. The presentation was excellent; I barely wanted to eat the food (just sit and look at it). We had two waiters, and a female server for our drinks. Everyone was extremely friendly and attentive, thoroughly and patiently answering any questions, given our very limited French.  The atmosphere is really classy, with a more contemporary style, but still, that French ambiance.  My mom can't stop talking about her experience, and why should she? It was amazing! We would absolutely return!"
67,Th eight course menu was flawless. Each one of them was different and served with a great wine selection. Great service and just and overall solid michelin star restaurant.
68,This restaurant is better than it’s rating. Service is outstanding. The prefix menus are extremely well done. Chef creates interesting preparations that highlight the main elements of each course.  This restaurant should be three stars.  Wonderful evening. Thank you.
69,"We celebrated our wedding anniversary here. It was an exquisite occasion, a genuine cut above anything we'd normally experience."
70,"We stayed at the Park Hyatt for 3 nights during our trip to France. My birthday happened to fall during our stay and we tried to get a table online but the restaurant was showing as fully booked. We emailed the hotel and they were able to confirm a reservation for us just a few nights before. Imagine our surprise when we showed up for dinner and the wonderful maitre d' escorted us to the Chef's table! We did the 7 course tasting with wine pairing but we couldn't keep track of what number we were on, very quickly. (There were so many extras!) I have some dietary limitations which the chef was able to work around, seemingly easily. With the entire kitchen on show, it was a delightful experience though very intimate at the chef's table. We were already impressed and pleased with every course that came out but when the Wagyu beef course came out- I may have cried some tears of joy because it was perfection in my mouth. I even halted the chef to tell him how amazing it was in the middle of the course. Every pairing was a classic match to the dominant flavors of each dish. The cheese course was just ridiculous. In the sheer quantity and selection. Delicious but that quantity is rough on the stomach of non French diners. The madelines and after dinner pastry they offered to pack up to have the next morning (we were so full!) and we were thankful we did!!! Those madelines were better than any other madeline I had ever had and that snail shell was perfectly executed laminated dough.  We are no strangers to multi course fine dining in NYC. This is the classic French dining experience and this was executed perfectly."
71,"First the food is far beyond wonderful. Second, the quality of service matches the food. Truly excellent! We had a truly „Lifetime Event“ dinner here on 15 September 2019. We had 6 in our party from Europe and the United States. The decor and atmosphere are stunning but not overwhelming. We felt as if we were in a nice warm home for a gourmet meal. We chose the Escape 6 course menu with wine pairing. Every single item was superb in presentation, taste, texture and overall marriage of flavors. The service was also truly „World Class“ The Chef, Jean François Rouquette is a honest to gosh genius and his team of Chefs make him shine even more! I can go on but you have to experience dinner here for yourself. It’s that awesome! Bravo!"
72,Being from San Francisco this is one of the most amazing meals we’ve ever had and we are big foodies you must go if you’re into the experience and amazing food the wine pairing was perfect!
73,"At Least once in life you should experience a Michelin star ⭐️ restaurant and it doesn’t get any better than Pur in Paris. Simply superb in all aspects. An elegant ambiance, unique delicious dishes and impeccable service are part of the total experience. You will not be disappointed.  After have a nightcap in the Hyatt patio to close out a perfect night."
74,I order just My favorite menu Albion Is Great . Beef is very fine. The Best is Chicken very soft . The dessert was Good . Milky sweenten. The service from staffs your never been met before.
75,"Excellent restaurant in central area off Palace Vendome. The service and attention to detail were fantastic and our every wish catered for. We selected the tasting menu with wine pairing and were not disappointed. The starters were sublime and each course set to tantalise and play with your tastebuds. The wines were well selected and paired perfectly to heighten the burgeoning flavours within the dish. At the end of the meal we were left extremely well fed, satisfied and cared for by the team. We look forward to a return."
76,"We had made a reservation for Sunday night almost 8-9 Wks prior - we went at our time reserved as I gotten a text from them and when we reached there she said our reservation was for next evening - and their “Fork company “which manages the reservations never notified them - & they kept blaming the reservation company - when we get the text we don’t know who it is coming from, we just assume it came from the restaurant, I had even called to confirm and it went on voice call - it was all in French - My mistake was I should have checked the date which their reservation site changed it - All in all - rude and totally disrespectful staff - We had to find another restaurant to eat -"
77,"The service was excellent, all the staff were extremely helpful to any questions or requests. The food was phenomenal, the Waygu steak was prepared perfectly. Also, the amuse-bouche the served throughout kept the entirety of the meal a unique and interesting experience. Despite the general theme being seafood, you will still find excellent alternatives if you wish. Was very happy with my experience."
78,"Been here for twice. Each time Pur' did not disappointed me. Every dish was exquisite & piece of art. Pur"" deserve more than one micheline. Thank you for the unforgettable memories."
79,We enjoyed a delightful meal here last night. The entire experience was a 10...from the moment we arrived.  We had the The Diary menu which was 8 courses.  My husband matched the wines. Each course was delightful and an explosion of flavours.  A culinary delight to savour. The service was kind and beautiful as well ad classy and discreet.  Definitely one of the 10 experiences.  My only criticisms are that there is not nearly enough protein in the main steak dish as I felt the portion was just too tiny. I was very hungry - and had to have extra bread. The other one was that the olive oil around the dessert made it quite bitter - probably not the best taste sensation but the strawberry and rhubarb dessert was sublime.  The beautiful lady at the front gave us a gift when we left - some little cakes which was a lovely touch.  Expect to pay a small fortune but it's a wonderful experience. Thank you
80,"Every year when we visit Paris we try to delight ourselves with a dinner at Pur’. It’s always a wonderful experience, we enjoy the special treatment and attention of the perfectly trained staff, we selected the 6 dishes menu with wine pairing. Every dish was fine, exquisite and beautifully presented. The atmosphere is elegant and calm. It’s a fine dining experience with a price tag on it but absolutely worth it. We will come back next year again, for sure."
81,I have had the pleasure of dining at all the 3 Stars in France and this is their equal. Everything from service to presentation and food was of the highest standards. I am sure Michelin will agree upon their further review.
82,"The restaurant Pur’ at Park Hyatt Paris Vendôme is a haven of cosy elegance tucked away a few steps from glamorous Place Vendôme. We were warmly welcomed by all the staff and placed at the VIP table overlooking the kitchen. If I had to pick up a single word to sum up this experience of a lifetime it would be PERFECT. For that’s exactly how it was, from the attentive yet friendly service to the succession of exquisitely prepared and savory dishes: stuffed morels with Iranian lemon, ‘shiabu’ style foie gras and tiny langoustine ravioli to start with, followed by an extraordinary barbecued blue lobster tail with jalapeños, dried apricots and crispy asparagus. As for dessert, the chef had especially made a mango and citrus birthday cake very elegantly decorated with gold leaf and a golden chocolate tag wishing my younger son Adam a Happy Birthday!"
83,"My husband & I booked here to celebrate running the Paris Marathon. From the moment we arrived the staff were fantastic, they were so attentive and couldn’t do enough to ensure we had an unforgettable experience! We decided to really treat ourselves and had the 8 course tasting menu with the wine pairing. The food was out of this world amazing!! To compare this to other one Michelin starred restaurants is as I feel Pur’ should have two stars ⭐️ ⭐️ Thank you again for a wonderful experience we will not be forgetting it any time soon!!"
84,We reserved a table for my daughter’s birthday( the evening before) . Everything was well organized in advance - confirming requirements and restrictions and special requirements to make the evening special.  The service was outstanding and the food was truly memorable. We had the 6 course menu - each course was masterful.  My only regret? That we had to hasten towards the end and miss the last dessert so we could get home before midnight to uncork champagne for the birthday girl. We’ll head back sometime in the next months to make sure we make up for that !
