,Name,User_name,Date,Content,Comments,Forward,Like,language,1,Restaurant
10,Sinan Schwarting,@Sir_Writes_aLot·2022年5月1日,2022-05-01,"Went out w/ my wife to La Boucherie in Union Square & shouts to Veli, the manager/fellow Beşiktaş fan  we're taking over!",,1,3,en,,Boucherie Union Square 
11,Nigel Walsh ,@nigelwalsh·2022年4月24日,2022-04-24,"Oh plenty - try Boucherie in Union Square / Petit Boucherie in Chelsea Or Buvette, or Hudson Clearwater I went to Hudson on the last trip, was brilliant - really lovely.",1,,2,en,,Boucherie Union Square 
12,Vanessa,@VaneFerreyraM·2022年4月21日,2022-04-21,"Amo Jack’s wife freda, Boucherie en union square es HERMOSO y then Eataly que tienes en varios places",1,,1,es,,Boucherie Union Square 
13,I Just Want To Eat™,@ijustwanttoeat·2022年1月17日,2022-01-17,Just posted a photo @ Boucherie Union Square https://instagram.com/ijustwant2eat/p/CY1P1x6rpqv/?utm_medium=twitter…,,,,en,,Boucherie Union Square 
14,Peter McLean,@petermcleannyc·2022年1月16日,2022-01-16,Just posted a photo @ Boucherie Union Square https://instagram.com/propertydaddy.nyc/p/CYzAOw2OGCI/?utm_medium=twitter…,,,1,en,,Boucherie Union Square 
15,𝐱,@stoopsound·2021年12月27日,2021-12-27,Which Boucherie is better? West Village or Union Square?,1,,,en,,Boucherie Union Square 
16,Gladz Vira-Lata Bond Dogs,@GladzMa·2021年9月21日,2021-09-20,"Os twitters que já estiveram em New York sabem que a cidade é um paraíso gastronômico, que a gentalha desse desgoverno não poderão frequentar porque não foram vacinados. Vou deixar aqui a dica do Boucherie, um restaurante fantástico na Union Square.",15,,57,pt,,Boucherie Union Square 
17,Cora Mills,@ThatsallCora·2021年9月18日,2021-09-17,- Retribuo o sorriso e sigo em direção ao Restaurante Boucherie Union Square - Como foi seu dia hoje? - Pergunto curiosa -,1,,1,pt,,Boucherie Union Square 
18,Steven C,@Rivington128·2021年9月17日,2021-09-16,"My favs are 1. Gramercy Tavern, 2. Boucherie Union Square, or 3. Tribeca Grill (not midtown but worth it. A classic landmark owned by Robert De Niro).",,,2,en,,Boucherie Union Square 
19,NYC Foodscape,@nycfoodscape·2021年8月29日,2021-08-29,Sending our niece off to college at Fordham tomorrow and showing her a good time. Soooooo proud of you! Good luck!! @isabellezezimaa @sharonzezima @kaldeutsch @ Boucherie Union Square,,,1,en,,Boucherie Union Square 
20,Jennifer Falk,@JennFalk·2021年7月31日,2021-07-31,"Flats Fix (Mexican, low key), Tarallucci e Vino (Italian), The Well Kitchen (Swanky Healthy), Union Square Cafe (the neighborhood favorite), Boucherie (French), Oceans (Seafood) and of course, Breads Bakery for chocolate babka dessert or Caffe Panna for ice cream",1,,2,en,,Boucherie Union Square 
21,Rafa Sardina,@RafaSardina·2021年7月19日,2021-07-19,NYC definitely has swag. @ Boucherie Union Square,,,1,en,,Boucherie Union Square 
22,Joe Revitte,@Revitte·2021年7月13日,2021-07-13,Today’s office @ Boucherie Union Square,,,,en,,Boucherie Union Square 
23,DesignRestaurants,@design_restar·2021年1月18日,2021-01-18,Только что опубликовано фото @ Boucherie Union Square,,,,und,,Boucherie Union Square 
24,𝐆𝐘𝐃𝐃𝐀,@gcdxsawomxn·2020年12月19日,2020-12-19,"Boucherie Union Square, es un restaurante francés y se come bastante bien.",,,,fr,,Boucherie Union Square 
25,LivingEasyNY,@LivingEasy_NY·2020年12月14日,2020-12-14,"Filet de BoeufBoucherie Union Square225 Park Ave SNew York, NY 10003@nyfoodbae",,1,1,en,,Boucherie Union Square 
26,𝐒𝐎𝐅𝐈́𝐀 𝐁𝐎𝐔𝐓𝐄𝐋𝐋𝐀𓂀,@NotSofBoutella·2020年12月10日,2020-12-10,"(+) que es deportista. Comenzamos a hablar en relación a nuestro trabajo de fit . Me ha parecido agradable, dijimos que ibamos a quedar pronto. Luego, tengo dos amigos que quiero visitar que se han mudado recientemente juntos.Oye podemos ir a Boucherie Union Square (+(",1,,,es,,Boucherie Union Square 
27,A Likely Individual,@whatsuralibye·2020年10月27日,2020-10-27,Dale Moss is eating at the boucherie in union square and I made eye contact with him and he told me how the bachelorette ends...,,,1,en,,Boucherie Union Square 
28,Santo,@Santo_NY·2020年9月21日,2020-09-20,Wine time  @ Boucherie Union Square https://instagram.com/p/CFX9RTQnuZe/?igshid=139b0cwolqn24…,,,,en,,Boucherie Union Square 
29,Santo,@Santo_NY·2020年8月30日,2020-08-29,Branzino en Papillote @boucherienyc @ Boucherie Union Square https://instagram.com/p/CEfhYNFJgHV/?igshid=98i3t6t1hi6z…,,,,ht,,Boucherie Union Square 
30,Mary Tierney,@iona1010·2020年8月3日,2020-08-03,Nice nice late lunch spot! @ Boucherie Union Square,,,,en,,Boucherie Union Square 
31,Santo,@Santo_NY·2020年7月9日,2020-07-09,Entrecôte  @boucherienyc @ Boucherie Union Square https://instagram.com/p/CCb6ZpjJu4-/?igshid=1j0qyfrwqi3dw…,,,,fr,,Boucherie Union Square 
32,Hugh Zanger,@zngrhgh·2020年7月5日,2020-07-05,#nyc #UnionSquare #outdoordining #Boucherie #ParkAve #SaturdayEvening #July4th2020,,,,qme,,Boucherie Union Square 
33,Bonnie Tandy Leblang,@BonnieBOTB·2020年6月24日,2020-06-23,OMG! There IS life after COVID in the big apple. My first alfresco dining at Boucherie on Park Avenue.Heavenly.  #lifeafterCOVID#COVID#boucherie @boucherienyc @ Boucherie Union Square https://instagram.com/p/CBy3doHj4tk/?igshid=ycwzocehipnp…,,1,,en,,Boucherie Union Square 
34,Arnon Grunberg,@arnonyy·2020年5月19日,2020-05-19,Back to Boucherie Union Square. - https://arnongrunberg.com/blog/5444-weeks,,,2,en,,Boucherie Union Square 
35,César Reynoso R.,@CesarReynosoR·2020年2月29日,2020-02-29,El vino maravilloso ! #wineenthusiast en Boucherie Union Square https://instagram.com/p/B9IgymCnmWq/?igshid=1wjmfo5dco0vd…,,,,es,,Boucherie Union Square 
36,TravelAdikkt,@TravelAdikkt·2020年2月10日,2020-02-10,Boucherie Union Square | ADIKKT#travel #beautifuldestination #travelgram #traveladdict #bestvacations #amazingplaces #travelblogger #travels #travelphotography #solotravel #luxuryhotel #travelgirls #beautifuldestinations #travelblog #traveladikkt,,,,de,,Boucherie Union Square 
37,MaryAnn Palomaria,@orchid613·2020年2月7日,2020-02-07,"Friendship and wine... the older, the better. #girlsnight #dinnerisserved #restaurantweek #boucherienyc #cheers #winelover #mussels #ducklegconfit #chocolatemousse #goodtimes #catchingup @ Boucherie Union Square https://instagram.com/p/B8QexZmHE6v/?igshid=5epkxkt34ily…",,,1,en,,Boucherie Union Square 
38,Vem Pra NY,@vemprany·2020年1月29日,2020-01-29,"/ Você viu antes nos Stories!Boucherie é uma brasserie francesa, que celebra o Joie de Vivre. Com 3 unidades em Nova York (West Village, Union Square e o Petit Boucherie, também no West Village), tem aquele… https://instagram.com/p/B76NxgPnpuZ/?igshid=gkd20qixfovw…",,2,4,pt,,Boucherie Union Square 
39,Elizabeth Bennett,@elizabethabenn1·2020年1月21日,2020-01-21,Hello Food Lovers!It's a wonderful Tuesday evening in January to dine at Boucherie Union Square on Park Avenue South in NYC!Try the Saumon Poele with brussels sprouts and the Pistachio Bombe Glacee for dessert.Hats off to Chef Jerome Dihui!http://elizabethabennett.com,,,,en,,Boucherie Union Square 
40,Fernando,@NandoRaul16·2020年1月2日,2020-01-02,"Happy New Years! May your 2020 be as beautiful as lenabell33 PC: Kaitland Productions norriskaitie ...And despite the critiques, you got this picture looking good! @ Boucherie Union Square https://instagram.com/p/B6y-gvSAt1I/?igshid=p5skb9uxrek8…",,,1,en,,Boucherie Union Square 
41,KJ ,@MyLifeSoFar75·2019年12月27日,2019-12-27,Gaming with the Northwell crew. #workfamily #sisters #brothers #friendshappyhour #happyhour #happyholidays @ Boucherie Union Square https://instagram.com/p/B6l7mYMgxi1/?igshid=1iunv60ejqpip…,,,,en,,Boucherie Union Square 
42,Dana Alexander Nolfe,@tweet2eatbeat·2019年12月22日,2019-12-22,Scenes from a fine French lunch with mon amour @michaeljnolfe  @boucherienyc @ Boucherie Union Square,,,,en,,Boucherie Union Square 
43,Dana Alexander Nolfe,@tweet2eatbeat·2019年12月22日,2019-12-22,Celebrating the holidays with my sweetie @michaeljnolfe. #bellini #christmastree #lovehim @ Boucherie Union Square https://instagram.com/p/B6YnNuxndes/?igshid=58nxgskcsfa0…,,,,en,,Boucherie Union Square 
44,stormi ,@stormicthomas·2019年12月9日,2019-12-09,"Some honorable mentions: the cake @ Milk Bar (they also have a BYO cake/cookie!), fresh shaved white truffle @ Oak Tuscan Truffle Lounge (def a one time thing- it’s super pricey), steak for 2 @ Boucherie Union Square, & choc chip walnut cookie @ Levain (really gooey & chocolatey)",,,,en,,Boucherie Union Square 
45,F.™,@frenti88·2019年12月1日,2019-12-01,Boucherie Union Square.,1,,2,en,,Boucherie Union Square 
46,Jose Llana,@thejosellana·2019年11月16日,2019-11-16,#Family dinner @boucherienyc #Cousins #Roses erikrose1975  @ Boucherie Union Square https://instagram.com/p/B47Xc0mJGCV/?igshid=1w95fibe77ji1…,,,1,en,,Boucherie Union Square 
47,Restaurant Groupie,@RGroupie·2019年11月4日,2019-11-04,"When you celebrate a belated birthday for trufflinnyc @boucherienyc, you know Chef dominickpepe will be bringing the extra #truffle love and make it rain on top of your #steak. @ Boucherie Union Square https://instagram.com/p/B4dbaP6pjgk/?igshid=6w2tzx4oe054…",,,,en,,Boucherie Union Square 
48,Brad Nau,@Brad_Nau·2019年10月7日,2019-10-07,#KLASSITIS Depi'w Poko Jwe SOB's Teyat kap fètManhattan Blackout Li Ye Tontonnnnn  @ Boucherie Union Square https://instagram.com/p/B3Ue5WLgGrm/?igshid=7ebupqeyktw4…,,,,ht,,Boucherie Union Square 
49,Gu Ming Peng,@GuMingPeng·2019年9月21日,2019-09-21,I checked in at Boucherie Union Square on #Yelp https://yelp.com/biz/boucherie-union-square-new-york?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ashare&v=4b…,,,,en,,Boucherie Union Square 
50,Lauren Mayhew,@LoloMayhew·2019年8月23日,2019-08-23,Happy Bday neptunelady!   I’m so glad music brought us together! ..@boucherienyc #UnionSquare #BirthdayGirl #girlfriends #Foodporn #brasserie #frenchrestaurant #birthdaydinner #nycrestaurants @ Boucherie Union… https://instagram.com/p/B1gf04DpAPE/?igshid=nzwxnammjsx7…,1,1,3,en,,Boucherie Union Square 
51,Joey Kilrain,@kilrain·2019年8月18日,2019-08-18,#currently #datenight with my #bbf @ Boucherie Union Square https://instagram.com/p/B1STFEdgcW6/?igshid=16nizj0vlcszm…,,,,en,,Boucherie Union Square 
52,the Antonio del Rosario team #theADRteam,@coachantonionyc·2019年8月17日,2019-08-17,Best #cocktails + #mussels + #dessert apple #tarting #chocolatesouffle #cremebrulee w the #family @boucherienyc #unionsquare defo swipeleft #tgif #thankgoditsfrench #thankgodimfilipino @ Boucherie Union Square https://instagram.com/p/B1RqyoZhYox/?igshid=n46qm5kuyvzv…,,,1,en,,Boucherie Union Square 
53,Danya Egelé,@DanyaEgel·2019年8月15日,2019-08-15,"I've got hours to kill before work so why not partake of #restaurantweek 1st course, octopus @ Boucherie Union Square",,,,en,,Boucherie Union Square 
54,jackieblue,@jackieblue·2019年7月23日,2019-07-23,A lovely lovely meal with a lovely lovely friend. Definitely made my very rainy night! @ Boucherie Union Square https://instagram.com/p/B0PcXmshrq3/?igshid=55v1ywlit5wn…,,,,en,,Boucherie Union Square 
55,Rainey Ren,@raineyyeren·2019年7月4日,2019-07-04,I checked in at Boucherie Union Square on #Yelp https://yelp.com/biz/boucherie-union-square-new-york?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ishare&v=4b…,,,1,en,,Boucherie Union Square 
56,Sarah Lin,@_iamsarahlin·2019年6月24日,2019-06-24,About last night...// Girls night out was a success!! Love my NYC girls . Peep my stories to see our true personalities  @ Boucherie Union Square https://instagram.com/p/BzE3PO5D09v/?igshid=14q88y78oo4mm…,,,,en,,Boucherie Union Square 
57,Mary Yashan Gui,@maryyashangui·2019年6月16日,2019-06-16,The dress code was floral and I took it very seriously  #floralprint #nycstreetstyle #floraloutfit @ Boucherie Union Square https://instagram.com/p/Byx5nxaFF5n/?igshid=b1rucd7jgn0x…,,,,en,,Boucherie Union Square 
58,Butterfly Jewelry,@ButterflyJewel6·2019年6月5日,2019-06-05,This 18k yellow gold and sterling silver ring showcases a dragonfly motif and Baroque swirls with diamonds. Truly gorgeous and available in sizes 6 to 9. @ Boucherie Union Square https://instagram.com/your.soul.jewelry/p/ByVJ4jBCrMe/?igshid=vmauchiibu9x…,,,,en,,Boucherie Union Square 
59,Elliott Kelly Sr,@EKellz2015·2019年5月17日,2019-05-17,Daddy & Daughter @ Boucherie Union Square https://instagram.com/p/BxkzXWdFriR/?igshid=qkwqq6kbp10l…,,,1,en,,Boucherie Union Square 
60,Douglas Dunn (鄧榮芳),@douglasdunn·2019年5月11日,2019-05-10,@ Boucherie Union Square #boucherienyc #boucherieunionsquare #frenchcuisine #法國料理 #nyc — at Boucherie Union Square https://facebook.com/1340294156/posts/10219382109047015/…,,,1,en,,Boucherie Union Square 
61,Alexander Lobo,@oloboalex·2019年3月21日,2019-03-21,Último almoço... :( em Boucherie Union Square https://instagram.com/p/BvR0HmCg_9-gMTiOZ_GjKXdFnMCKANjI3BHfI00/?utm_source=ig_twitter_share&igshid=1qw4qy0zkxzc5…,,,1,pt,,Boucherie Union Square 
62,2021deej,@2021Deej·2019年3月8日,2019-03-08,Photo taken today at Boucherie Union Square.  Great to have lunch with some exec's and managers at NYC tech companies.,,,1,en,,Boucherie Union Square 
63,MajNejm,@aquariusemil·2019年3月1日,2019-03-01,Happy Birthday! @ Boucherie Union Square https://instagram.com/p/BudUpzvhH8a/?utm_source=ig_twitter_share&igshid=qfa37lbd8cjw…,,,,en,,Boucherie Union Square 
64,Lula Valdivia Dukich,@lulavaldivia·2019年2月28日,2019-02-28,"Comida francesa, una de mis preferidas. El pato estuvo delicioso  — estoy comiendo comiendo en Boucherie Union Square https://facebook.com/870346369690597/posts/2143983842326837/…",,,,es,,Boucherie Union Square 
65,Lula Valdivia Dukich,@lulavaldivia·2019年2月28日,2019-02-27,"Deliciosa comida Francesa una de mis preferidas. El Pato estuvo buenísimo, creo que el mejor que he comido en mi vida. Celebrando algo muy especial  — estoy comiendo comiendo en Boucherie Union Square https://facebook.com/100004481862159/posts/1175995059226545/…",,,,es,,Boucherie Union Square 
66,Especialista en crypto,@Sbartiro·2019年2月20日,2019-02-20,"Boucherie el de union square muy lindo lugar, de todos modos quizás este fin de semana cierre un negocio que me va a llevar de marzo a junio a vivir a Toulon Francia lo espero por allá sino jaja",1,,1,es,,Boucherie Union Square 
67,Phil Coulson,@agentsonofcoul·2019年2月14日,2019-02-14,"As a Valentine's Day present, I'm taking @CawCawMFs out to a French restaurant tonight, Boucherie Union Square.",,1,4,en,,Boucherie Union Square 
68,NaShish,@Nash1sh·2019年2月3日,2019-02-03,Tell the chef we want it all! @ Boucherie Union Square https://instagram.com/p/Btba3GHlzkI/?utm_source=ig_twitter_share&igshid=54hkawfjutoa…,,,1,en,,Boucherie Union Square 
69,Lauren Mayhew,@LoloMayhew·2019年1月20日,2019-01-20,A lovely day to #brunch. @boucherienyc #NYCFoodie #NYRestaurants #SundayBrunch #SundayFunday #BestRestaurants @ Boucherie Union Square https://instagram.com/p/Bs3cCNhHagS/?utm_source=ig_twitter_share&igshid=echxzugzwpo8…,1,3,9,en,,Boucherie Union Square 
70,David Segura,@dseg10·2018年3月22日,2018-03-22,#FrenchBistro #UnionSquare @ Boucherie Park https://instagram.com/p/BgmxxVPDDVn/,,,,fr,,Boucherie Union Square 
