,Name,User_name,Date,Content,Comments,Forward,Like,language,1,Restaurant
26,Rodney Jackson,@RodneyJ40783353·2016年2月26日,2016-02-26,@stlparker New York try Club A Steakhouse. In St.Louis try Chop House in Clayton. :),,,,en,,Club A Steakhouse New York
27,The Call: Where Hip Hop Speaks,@TheCallHipHop·2016年1月3日,2016-01-03,Sima Q.'s Review of Club A Steakhouse - New York (5/5) on Yelp: Great customer service and good food.... http://bit.ly/1kD0Z7p #YelpNYC,,,,en,,Club A Steakhouse New York
28,Some Nights NYC,@SomeNightsNYC·2015年10月7日,2015-10-07,Every once in a while splurging is ok -- especially when you're eating at Club A Steakhouse in New York.,,,,en,,Club A Steakhouse New York
29,Some Nights NYC,@SomeNightsNYC·2015年9月28日,2015-09-28,One of the best things about staying in New York is the delicious food awaiting you at Club A Steakhouse,,1,,en,,Club A Steakhouse New York
30,ナツ,@natsuy·2015年9月5日,2015-09-05,これ美味しかったなー ワインの品揃えもよろし #newyork #steak #yum @ Club A Steakhouse https://instagram.com/p/7O6uXgoe7a/,,,,ja,,Club A Steakhouse New York
31,The Call: Where Hip Hop Speaks,@TheCallHipHop·2015年9月4日,2015-09-04,Terrance P.'s Review of Club A Steakhouse - New York (4/5) on Yelp: Fantastic steakhouse!I Fully enjo... http://bit.ly/1OfRtAF #YelpNYC,,,,en,,Club A Steakhouse New York
32,Some Nights NYC,@SomeNightsNYC·2015年8月29日,2015-08-29,Occasionally splurging is worth it -- especially when you're eating at Club A Steakhouse in New York.,,,,en,,Club A Steakhouse New York
33,The Call: Where Hip Hop Speaks,@TheCallHipHop·2015年8月22日,2015-08-22,Cecille C.'s Review of Club A Steakhouse - New York (5/5) on Yelp: This steak house is so serious abo... http://tinyurl.com/q5cddtf #YelpNYC,,,,en,,Club A Steakhouse New York
34,Some Nights NYC,@SomeNightsNYC·2015年8月16日,2015-08-16,One of the best things about a trip to New York is the delicious food awaiting you at Club A Steakhouse,,,,en,,Club A Steakhouse New York
35,Some Nights NYC,@SomeNightsNYC·2015年8月4日,2015-08-04,Quit dreaming about the food at Club A Steakhouse: book your vacation to New York today!,,,,en,,Club A Steakhouse New York
36,The Call: Where Hip Hop Speaks,@TheCallHipHop·2015年7月4日,2015-07-04,Jeff D.'s Review of Club A Steakhouse - New York (5/5) on Yelp: This place is awesome the food is the... http://tinyurl.com/paeupoy #YelpNYC,,,,en,,Club A Steakhouse New York
37,Some Nights NYC,@SomeNightsNYC·2015年7月1日,2015-07-01,Sometimes splurging is ok -- especially when you're eating at Club A Steakhouse in New York.,,,,en,,Club A Steakhouse New York
38,Some Nights NYC,@SomeNightsNYC·2015年6月1日,2015-06-01,Don't wait to satisfy your hankering for dinner at Club A Steakhouse: book your vacation to New York today!,,,,en,,Club A Steakhouse New York
39,Some Nights NYC,@SomeNightsNYC·2015年5月22日,2015-05-22,One of the best things about staying in New York is the fantastic food awaiting you at Club A Steakhouse,,,,en,,Club A Steakhouse New York
40,Cheese 4 All,@Cheese4All·2015年4月25日,2015-04-25,"Club A Steakhouse, New York http://goo.gl/K3Chbd",,,,en,,Club A Steakhouse New York
41,Valerie Brett Shaindlin,@valeriebrett·2015年4月24日,2015-04-24,"Club A Steakhouse, New York @clubasteakhouse #steak #meat #restaurantreview #NYC @kiyoegashira http://wp.me/p1F006-1c9",,,,en,,Club A Steakhouse New York
42,Daniel Gee,@Giancarlo81·2015年4月19日,2015-04-19,"Club A Steakhouse on #Yelp: Personally ordered the Caesar salad, dry aged double steak, New York strip steak, whippe… http://yelp.com/biz/club-a-steakhouse-new-york?hrid=gOYVpdQJnmKQ0ljRDekZjw&pt=review&ref=twitter&v=3…",,,,en,,Club A Steakhouse New York
43,Stefano Pichi,@StefanoPichi·2015年3月31日,2015-03-31,#NY #NewYork #NewYorkLife #ossobuco #verygood #HoneyFood #HoneyMoon #stenoemarta @ Club A Steakhouse https://instagram.com/p/04AgXLhmjD/,,,,en,,Club A Steakhouse New York
44,Some Nights NYC,@SomeNightsNYC·2015年3月31日,2015-03-30,Going to New York? Be sure to make space for a meal at Club A Steakhouse.,,,,en,,Club A Steakhouse New York
45,Little Black Dress,@lbdclub·2015年3月26日,2015-03-26,The Little Black Dress Club of Fort Lauderdale had a great time at  New York Prime Steakhouse in Boca.,,,,en,,Club A Steakhouse New York
46,Some Nights NYC,@SomeNightsNYC·2015年3月13日,2015-03-13,Don't wait to satisfy your hankering for dinner at Club A Steakhouse: plan your trip to New York today!,,,,en,,Club A Steakhouse New York
47,Some Nights NYC,@SomeNightsNYC·2015年3月8日,2015-03-08,Sometimes splurging is worth it -- especially when you're eating at Club A Steakhouse in New York,,,,en,,Club A Steakhouse New York
48,Some Nights NYC,@SomeNightsNYC·2015年2月28日,2015-02-28,Quit dreaming about the food at Club A Steakhouse: plan a visit to New York today!,,,,en,,Club A Steakhouse New York
49,Dan Krystyniak,@dannyk201·2015年2月18日,2015-02-18,"Hunt & Fish Club, a swanky new steakhouse in Midtown, is a homage to old New York http://on.wsj.com/1AE20TG via @WSJ",,,,en,,Club A Steakhouse New York
50,WSJ New York,@WSJNY·2015年2月18日,2015-02-18,"Hunt & Fish Club, a swanky new steakhouse in Midtown, is a homage to old New York http://on.wsj.com/1ASpN0J",,3,2,en,,Club A Steakhouse New York
51,Some Nights NYC,@SomeNightsNYC·2015年2月16日,2015-02-16,Taking a trip to New York? Be sure to make room for a meal at Club A Steakhouse.,,,,en,,Club A Steakhouse New York
52,Some Nights NYC,@SomeNightsNYC·2015年2月4日,2015-02-04,It's your vacation! Taste everything at New York's Club A Steakhouse.,,,,en,,Club A Steakhouse New York
53,West 14th_UAE,@West14th_UAE·2015年1月12日,2015-01-12,"Award-winning New York style inspired steakhouse located at the Oceana Beach Club on Palm Jumeirah, offering a... http://fb.me/2IFU0tTKr",,,,en,,Club A Steakhouse New York
54,The Call: Where Hip Hop Speaks,@TheCallHipHop·2015年1月8日,2015-01-08,Sophie P.'s Review of Club A Steakhouse - New York (4/5) on Yelp: It was great! The manager was frien... http://tinyurl.com/kkhxyok #YelpNYC,,,,en,,Club A Steakhouse New York
55,jono,@Bluu_ZA·2015年1月8日,2015-01-08,@thexbomb @ManhattanDoc ha ha the best steak in new York can be found at Roberts steakhouse that's in a strip club in new york,1,,1,en,,Club A Steakhouse New York
56,The Call: Where Hip Hop Speaks,@TheCallHipHop·2015年1月7日,2015-01-07,Kaley B.'s Review of Club A Steakhouse - New York (5/5) on Yelp: Really enjoyed the food here. It was... http://tinyurl.com/l97evqq #YelpNYC,,,,en,,Club A Steakhouse New York
57,The Call: Where Hip Hop Speaks,@TheCallHipHop·2015年1月5日,2015-01-05,Ann W.'s Review of Club A Steakhouse - New York (4/5) on Yelp: Very good steakhouse! The rib eye had ... http://tinyurl.com/omwdbma #YelpNYC,,,,en,,Club A Steakhouse New York
58,Some Nights NYC,@SomeNightsNYC·2015年1月4日,2015-01-03,One of the best things about visiting New York is the delicious food awaiting you at Club A Steakhouse,,,,en,,Club A Steakhouse New York
59,Directions Thingy,@directionsbelow·2014年12月22日,2014-12-22,"how to go from  Hamburg to  Club A Steakhouse, New York City? http://directionsbelow.com/d/Hamburg/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
60,Cheapy Cheap,@directlycheapes·2014年12月22日,2014-12-22,"how to go from  Saint Petersburg to  Club A Steakhouse, New York City? http://directlycheapest.com/d/Saint+Petersburg/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
61,Como Faz Man,@comofazprachega·2014年12月21日,2014-12-21,"como ir de  Manaus para  Club A Steakhouse, New York City? http://comofazprachegar.com/d/Manaus/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
62,Kwik Journey,@kwikjourney·2014年12月21日,2014-12-21,"how to go from  Atlanta to  Club A Steakhouse, New York City? http://kwikjourney.com/d/Atlanta/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
63,Kwik Destination,@kwikdestination·2014年12月21日,2014-12-21,"how to go from  Istanbul to  Club A Steakhouse, New York City? http://kwikdestination.com/d/Istanbul/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
64,Chega Rápido!,@chegarapido·2014年12月21日,2014-12-21,"como ir de  Natal para  Club A Steakhouse, New York City? http://chegarapido.com/d/Natal/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
65,Como Faz Man,@comofazprachega·2014年12月21日,2014-12-21,"como ir de  Goiania para  Club A Steakhouse, New York City? http://comofazprachegar.com/d/Goiania/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
66,Chega Rápido!,@chegarapido·2014年12月20日,2014-12-20,"como ir de  Baixada Santista para  Club A Steakhouse, New York City? http://chegarapido.com/d/Baixada+Santista/Club+A+Steakhouse+New+York+City…",,,,pt,,Club A Steakhouse New York
67,Directions Thingy,@directionsbelow·2014年12月20日,2014-12-20,"how to go from  Raleigh to  Club A Steakhouse, New York City? http://directionsbelow.com/d/Raleigh/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
68,Como Faz Man,@comofazprachega·2014年12月20日,2014-12-20,"como ir de  Piracicaba para  Club A Steakhouse, New York City? http://comofazprachegar.com/d/Piracicaba/Club+A+Steakhouse+New+York+City…",,,,it,,Club A Steakhouse New York
69,Directions Thingy,@directionsbelow·2014年12月20日,2014-12-20,"how to go from  Wichita to  Club A Steakhouse, New York City? http://directionsbelow.com/d/Wichita/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
70,Kwik Journey,@kwikjourney·2014年12月20日,2014-12-20,"how to go from  Tulsa to  Club A Steakhouse, New York City? http://kwikjourney.com/d/Tulsa/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
71,Chega Fast!,@chegafast·2014年12月19日,2014-12-19,"como ir de  Belo Horizonte para  Club A Steakhouse, New York City? http://chegafast.com/d/Belo+Horizonte/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
72,Kwik Journey,@kwikjourney·2014年12月19日,2014-12-19,"how to go from  Garland to  Club A Steakhouse, New York City? http://kwikjourney.com/d/Garland/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
73,Directions Thingy,@directionsbelow·2014年12月19日,2014-12-19,"how to go from  Minsk to  Club A Steakhouse, New York City? http://directionsbelow.com/d/Minsk/Club+A+Steakhouse+New+York+City…",,,,en,,Club A Steakhouse New York
74,Chega Rápido!,@chegarapido·2014年12月19日,2014-12-19,"como ir de  Salvador para  Club A Steakhouse, New York City? http://chegarapido.com/d/Salvador/Club+A+Steakhouse+New+York+City…",,,,ro,,Club A Steakhouse New York
